# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/mpox-otoole-2023.fasta <DASH-DASH>v0-steps 200000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/mpox-otoole-2023.log <DASH-DASH>v0-log-every 10000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/mpox-otoole-2023.trees <DASH-DASH>v0-tree-every 100000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/mpox-otoole-2023.dphy <DASH-DASH>v0-delphy-snapshot-every 100000 <DASH-DASH>v0-mpox-hack
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	apobec3.clock.rate	non_apobec3.clock.rate	age(OP415257|9000312|UK|2022-08)	age(MK783032|3030|Nigeria_Rivers_State|2017-11)	age(NC_063383|MPXV-M5312_HM12_Rivers|Nigeria_Rivers_State|2018-08)	treeLikelihood_really_logG	branchRates	coalescent	
55010000	343	-225041	43828.7	-268870	6.33911	2016.25	46.7408	50.6092	0.557206	1	0.359355	0.158973	0.159095	0.322577	0.000134101	5.51228e-06	0	4.72734	3.94679	-268870	0.0	-96.6086	
55020000	343	-225052	43828.9	-268881	6.5966	2016.05	48.2316	64.6168	0.674285	1	0.359355	0.158973	0.159095	0.322577	0.000120593	5.53868e-06	0	4.81085	4.01817	-268881	0.0	-96.2683	
55030000	343	-225051	43828.7	-268879	6.42683	2016.16	47.9698	52.0338	0.605013	1	0.359355	0.158973	0.159095	0.322577	0.000118474	5.40365e-06	0	4.74414	3.94045	-268879	0.0	-96.5697	
55040000	343	-225046	43829.6	-268875	6.41911	2016.23	47.2442	34.5574	0.554717	1	0.359355	0.158973	0.159095	0.322577	0.000145099	5.73679e-06	0	4.80714	4.01966	-268875	0.0	-96.1755	
55050000	343	-225022	43832.6	-268855	6.371	2016.22	44.7048	79.3627	0.751603	1	0.359355	0.158973	0.159095	0.322577	0.000137133	5.81589e-06	0	4.69226	3.9699	-268855	0.0	-92.246	
55060000	343	-225024	43834	-268858	6.37726	2016.24	44.0228	59.6462	0.648592	1	0.359355	0.158973	0.159095	0.322577	0.000109818	8.90777e-06	0	4.7708	4.01538	-268858	0.0	-91.1722	
55070000	343	-225030	43830.1	-268860	6.50474	2016.16	45.2264	55.2409	0.573741	1	0.359355	0.158973	0.159095	0.322577	0.000143231	5.12997e-06	0	4.80891	4.01724	-268860	0.0	-95.2114	
55080000	343	-225058	43827.1	-268885	6.62033	2015.98	48.7035	39.304	0.548191	1	0.359355	0.158973	0.159095	0.322577	0.000137423	6.25086e-06	0	4.7115	3.95741	-268885	0.0	-98.4604	
55090000	343	-225040	43831.2	-268872	6.767	2015.88	46.9077	40.1934	0.59101	1	0.359355	0.158973	0.159095	0.322577	0.000126261	5.2081e-06	0	4.77633	4.05084	-268872	0.0	-94.3624	
55100000	343	-225040	43829.2	-268870	6.33571	2016.3	46.709	57.4623	0.622291	1	0.359355	0.158973	0.159095	0.322577	0.000123287	6.35203e-06	0	4.7783	4.03939	-268870	0.0	-95.9996	
55110000	343	-225058	43827	-268885	6.34046	2016.31	48.5891	37.3577	0.534593	1	0.359355	0.158973	0.159095	0.322577	0.000138272	6.7791e-06	0	4.78317	4.06006	-268885	0.0	-98.719	
55120000	343	-225061	43826.7	-268888	6.349	2016.26	48.5099	27.5412	0.482485	1	0.359355	0.158973	0.159095	0.322577	0.000129281	5.27004e-06	0	4.75813	4.02073	-268888	0.0	-99.2546	
55130000	343	-225040	43829.6	-268869	6.20716	2016.45	46.5806	21.7091	0.407174	1	0.359355	0.158973	0.159095	0.322577	0.000139886	5.86898e-06	0	4.81052	3.99742	-268869	0.0	-96.6683	
55140000	343	-225027	43829.7	-268857	5.96642	2016.63	45.0587	18.5498	0.346174	1	0.359355	0.158973	0.159095	0.322577	0.000135102	5.90073e-06	0	4.68846	3.93945	-268857	0.0	-96.6365	
55150000	343	-225034	43829.7	-268864	6.31165	2016.33	45.9132	10.1122	0.271643	1	0.359355	0.158973	0.159095	0.322577	0.000138613	5.60969e-06	0	4.73205	4.04739	-268864	0.0	-97.3353	
55160000	344	-225053	43829.5	-268883	6.26643	2016.4	46.5418	10.3306	0.274106	1	0.359355	0.158973	0.159095	0.322577	0.00012741	5.49523e-06	0	4.75765	4.03603	-268883	0.0	-97.4329	
55170000	344	-225045	43832.9	-268877	6.33425	2016.3	45.8185	26.2001	0.485542	1	0.359355	0.158973	0.159095	0.322577	0.00012492	6.33887e-06	0	4.72664	4.01792	-268877	0.0	-93.1427	
55180000	344	-225070	43826	-268896	6.28437	2016.33	48.3078	57.3359	0.638711	1	0.359355	0.158973	0.159095	0.322577	0.000117692	6.25127e-06	0	4.73897	3.99746	-268896	0.0	-99.2214	
55190000	344	-225045	43833.6	-268879	6.47782	2016.16	46.0514	35.1767	0.514189	1	0.359355	0.158973	0.159095	0.322577	0.000134315	5.68265e-06	0	4.74408	4.01454	-268879	0.0	-92.1612	
55200000	344	-225036	43834	-268871	6.15923	2016.44	44.6152	23.5374	0.418899	1	0.359355	0.158973	0.159095	0.322577	0.000130251	4.72891e-06	0	4.74207	3.9616	-268871	0.0	-92.1016	
55210000	344	-225053	43828.3	-268882	6.15765	2016.45	46.3754	49.192	0.540896	1	0.359355	0.158973	0.159095	0.322577	0.000122803	6.03142e-06	0	4.73152	4.01721	-268882	0.0	-97.0576	
55220000	344	-225053	43828.9	-268882	6.18544	2016.47	46.2837	80.7853	0.689547	1	0.359355	0.158973	0.159095	0.322577	0.000124146	5.18035e-06	0	4.75089	4.07266	-268882	0.0	-96.0202	
55230000	344	-225040	43829.1	-268869	5.9895	2016.65	44.7226	81.5461	0.816682	1	0.359355	0.158973	0.159095	0.322577	0.000131326	6.59563e-06	0	4.77933	4.05577	-268869	0.0	-95.8069	
55240000	343	-225026	43832.6	-268859	6.01386	2016.6	45.1972	24.3431	0.455103	1	0.359355	0.158973	0.159095	0.322577	0.000131337	7.55703e-06	0	4.71495	3.96112	-268859	0.0	-93.5054	
55250000	343	-225019	43833.5	-268853	6.1125	2016.48	44.515	13.7781	0.321337	1	0.359355	0.158973	0.159095	0.322577	0.000135979	6.16627e-06	0	4.71864	3.96474	-268853	0.0	-93.1415	
55260000	343	-225013	43835.3	-268848	6.25157	2016.36	43.895	9.39	0.293618	1	0.359355	0.158973	0.159095	0.322577	0.000137909	5.9474e-06	0	4.70668	3.96671	-268848	0.0	-91.758	
55270000	343	-225013	43834.3	-268847	6.12258	2016.52	43.7088	18.3907	0.484229	1	0.359355	0.158973	0.159095	0.322577	0.000141749	5.93057e-06	0	4.7981	4.04846	-268847	0.0	-92.0449	
55280000	343	-225013	43836.2	-268849	6.37796	2016.21	43.9898	23.7457	0.425127	1	0.359355	0.158973	0.159095	0.322577	0.000145062	6.3735e-06	0	4.68341	3.97828	-268849	0.0	-89.9051	
55290000	343	-225043	43827.7	-268871	5.94269	2016.66	46.9177	34.2643	0.577009	1	0.359355	0.158973	0.159095	0.322577	0.00012581	6.31147e-06	0	4.73126	4.01358	-268871	0.0	-98.0645	
55300000	343	-225029	43828.3	-268858	5.86911	2016.72	45.0517	73.7141	0.751804	1	0.359355	0.158973	0.159095	0.322577	0.000128727	7.44318e-06	0	4.71175	3.93152	-268858	0.0	-96.6338	
55310000	343	-225008	43834.3	-268842	5.76178	2016.84	43.0948	92.8988	0.800925	1	0.359355	0.158973	0.159095	0.322577	0.000149815	6.84246e-06	0	4.73993	4.00921	-268842	0.0	-90.3732	
55320000	343	-225014	43834.9	-268849	6.06085	2016.61	43.9816	28.918	0.525758	1	0.359355	0.158973	0.159095	0.322577	0.000136603	6.7712e-06	0	4.75354	4.0702	-268849	0.0	-91.0588	
55330000	343	-225014	43832.6	-268847	5.81274	2016.78	43.6076	44.3895	0.611263	1	0.359355	0.158973	0.159095	0.322577	0.000148862	5.52144e-06	0	4.68731	3.99986	-268847	0.0	-92.8347	
55340000	343	-225005	43835.7	-268840	6.22418	2016.41	42.9126	36.6794	0.602408	1	0.359355	0.158973	0.159095	0.322577	0.000137045	7.27733e-06	0	4.74365	3.97887	-268840	0.0	-89.9451	
55350000	343	-225017	43832.5	-268849	6.19259	2016.44	43.9959	56.0264	0.726756	1	0.359355	0.158973	0.159095	0.322577	0.000146045	6.18599e-06	0	4.72174	3.99907	-268849	0.0	-92.7953	
55360000	343	-225006	43833.3	-268840	6.16894	2016.49	42.5682	106.678	0.819875	1	0.359355	0.158973	0.159095	0.322577	0.000158732	5.8572e-06	0	4.74953	4.01748	-268840	0.0	-91.3129	
55370000	343	-225010	43832.9	-268843	6.18175	2016.42	43.0468	89.5873	0.759906	1	0.359355	0.158973	0.159095	0.322577	0.000148975	8.34139e-06	0	4.70836	3.96402	-268843	0.0	-91.8887	
55380000	343	-225004	43832	-268836	6.13045	2016.48	42.3553	114.971	0.785382	1	0.359355	0.158973	0.159095	0.322577	0.000147708	5.99185e-06	0	4.74861	3.99976	-268836	0.0	-92.4639	
55390000	343	-225030	43830	-268860	6.43623	2016.21	45.4453	70.726	0.679338	1	0.359355	0.158973	0.159095	0.322577	0.000134542	6.22991e-06	0	4.80125	4.05325	-268860	0.0	-94.9977	
55400000	343	-225050	43826.2	-268876	6.32709	2016.28	47.5651	89.4802	0.68454	1	0.359355	0.158973	0.159095	0.322577	0.000134379	5.90373e-06	0	4.69867	4.01693	-268876	0.0	-98.5508	
55410000	343	-225038	43831.2	-268869	6.5722	2016.06	46.2412	49.781	0.599359	1	0.359355	0.158973	0.159095	0.322577	0.000151534	6.16315e-06	0	4.76729	4.02767	-268869	0.0	-94.1684	
55420000	343	-225027	43832.6	-268860	6.51556	2016.11	45.3247	22.9782	0.497804	1	0.359355	0.158973	0.159095	0.322577	0.00014235	5.74548e-06	0	4.75554	4.02766	-268860	0.0	-93.5242	
55430000	343	-225060	43825.6	-268885	6.52609	2016.09	48.4541	77.5343	0.65541	1	0.359355	0.158973	0.159095	0.322577	0.000135755	7.98277e-06	0	4.73711	4.01239	-268885	0.0	-99.3214	
55440000	343	-225023	43830.9	-268854	6.33829	2016.26	44.6054	46.3471	0.693598	1	0.359355	0.158973	0.159095	0.322577	0.000130971	6.54879e-06	0	4.71827	4.01362	-268854	0.0	-94.4998	
55450000	343	-225028	43830.9	-268859	6.29634	2016.34	45.2258	47.6491	0.573865	1	0.359355	0.158973	0.159095	0.322577	0.000138838	6.96799e-06	0	4.80319	3.97654	-268859	0.0	-94.519	
55460000	343	-225038	43826.1	-268864	6.32539	2016.3	45.93	56.8338	0.547262	1	0.359355	0.158973	0.159095	0.322577	0.000129241	5.94262e-06	0	4.76338	4.03264	-268864	0.0	-99.1445	
55470000	343	-225050	43824.9	-268875	6.25804	2016.38	47.533	85.8643	0.762002	1	0.359355	0.158973	0.159095	0.322577	0.000132637	6.17957e-06	0	4.76152	4.00732	-268875	0.0	-99.8913	
55480000	343	-225053	43828	-268881	6.44739	2016.21	48.0756	122.71	0.802396	1	0.359355	0.158973	0.159095	0.322577	0.00013569	5.09061e-06	0	4.80912	4.05906	-268881	0.0	-96.4569	
55490000	343	-225031	43832.6	-268864	6.25325	2016.37	45.6192	51.5626	0.616588	1	0.359355	0.158973	0.159095	0.322577	0.000119924	5.29826e-06	0	4.74059	4.01652	-268864	0.0	-92.7693	
55500000	343	-225046	43828	-268874	6.37464	2016.29	47.2748	96.682	0.805414	1	0.359355	0.158973	0.159095	0.322577	0.000128418	5.67315e-06	0	4.75605	4.03219	-268874	0.0	-96.6981	
55510000	343	-225037	43829.9	-268866	6.37043	2016.3	46.3005	56.2367	0.681802	1	0.359355	0.158973	0.159095	0.322577	0.000131122	6.84486e-06	0	4.76326	4.00699	-268866	0.0	-95.3769	
55520000	343	-225021	43834.2	-268856	6.30471	2016.35	44.8196	56.2401	0.684631	1	0.359355	0.158973	0.159095	0.322577	0.000131242	7.2321e-06	0	4.8003	4.0262	-268856	0.0	-91.1087	
55530000	343	-225025	43831.6	-268856	5.94354	2016.67	44.9432	81.707	0.794327	1	0.359355	0.158973	0.159095	0.322577	0.000136333	7.08132e-06	0	4.71688	4.0083	-268856	0.0	-93.2357	
55540000	343	-225006	43834.9	-268841	6.19831	2016.39	42.9969	66.9881	0.700898	1	0.359355	0.158973	0.159095	0.322577	0.000136104	7.36845e-06	0	4.68659	3.94554	-268841	0.0	-90.1833	
55550000	343	-225019	43834.1	-268854	5.84105	2016.79	44.2583	50.2841	0.633658	1	0.359355	0.158973	0.159095	0.322577	0.000121782	5.57456e-06	0	4.74775	3.9881	-268854	0.0	-91.2795	
55560000	343	-225021	43834.2	-268855	6.15544	2016.44	44.8139	20.011	0.442544	1	0.359355	0.158973	0.159095	0.322577	0.000131426	6.1441e-06	0	4.69055	3.95805	-268855	0.0	-92.0791	
55570000	343	-225056	43826	-268882	6.30578	2016.34	48.4139	26.0658	0.376847	1	0.359355	0.158973	0.159095	0.322577	0.000125008	6.09994e-06	0	4.78823	4.02069	-268882	0.0	-100.034	
55580000	343	-225025	43833.3	-268858	6.0725	2016.56	45.1965	11.2501	0.28941	1	0.359355	0.158973	0.159095	0.322577	0.000130861	6.23647e-06	0	4.74816	4.05478	-268858	0.0	-93.5484	
55590000	343	-225029	43832.1	-268861	6.46298	2016.13	45.6215	25.3461	0.520918	1	0.359355	0.158973	0.159095	0.322577	0.000132209	6.85787e-06	0	4.73302	3.96163	-268861	0.0	-93.9801	
55600000	343	-225037	43830.7	-268867	6.49018	2016.11	46.4223	24.3593	0.414226	1	0.359355	0.158973	0.159095	0.322577	0.000135366	5.87491e-06	0	4.73907	3.97502	-268867	0.0	-95.3977	
55610000	343	-225040	43830.6	-268870	6.47608	2016.17	46.75	25.8789	0.468558	1	0.359355	0.158973	0.159095	0.322577	0.000129026	5.27808e-06	0	4.78425	4.06558	-268870	0.0	-95.4767	
55620000	343	-225044	43828.5	-268872	6.77077	2015.87	46.9993	78.2452	0.696651	1	0.359355	0.158973	0.159095	0.322577	0.000130525	5.13628e-06	0	4.80816	4.02044	-268872	0.0	-96.4355	
55630000	343	-225042	43829	-268871	6.8112	2015.83	46.5456	69.6939	0.725989	1	0.359355	0.158973	0.159095	0.322577	0.000113908	6.97257e-06	0	4.76066	3.974	-268871	0.0	-95.9913	
55640000	343	-225037	43830.3	-268867	6.55518	2016.03	46.2174	54.4391	0.579829	1	0.359355	0.158973	0.159095	0.322577	0.00014623	6.29699e-06	0	4.69449	3.94543	-268867	0.0	-94.9612	
55650000	343	-225042	43830.1	-268872	6.41175	2016.22	46.9897	23.5874	0.480223	1	0.359355	0.158973	0.159095	0.322577	0.00013458	5.6036e-06	0	4.73954	4.00817	-268872	0.0	-96.0501	
55660000	343	-225026	43833.2	-268859	6.20931	2016.38	45.2154	18.2707	0.402391	1	0.359355	0.158973	0.159095	0.322577	0.000141179	5.68199e-06	0	4.75368	3.97386	-268859	0.0	-93.1634	
55670000	343	-225020	43834	-268854	6.39267	2016.21	44.5234	12.0839	0.384141	1	0.359355	0.158973	0.159095	0.322577	0.000132593	5.39128e-06	0	4.7416	3.99619	-268854	0.0	-92.7593	
55680000	343	-225010	43835.8	-268846	6.44606	2016.19	43.4996	18.2463	0.418558	1	0.359355	0.158973	0.159095	0.322577	0.000134039	7.60463e-06	0	4.72831	4.04082	-268846	0.0	-90.5601	
55690000	343	-225022	43833.4	-268855	6.24697	2016.34	44.7479	26.0406	0.472528	1	0.359355	0.158973	0.159095	0.322577	0.000132529	7.11806e-06	0	4.72087	3.95248	-268855	0.0	-92.6583	
55700000	343	-225018	43834.8	-268853	6.07784	2016.52	44.4796	18.0391	0.426021	1	0.359355	0.158973	0.159095	0.322577	0.000128891	7.02846e-06	0	4.76325	3.9316	-268853	0.0	-91.5434	
55710000	343	-225030	43830.5	-268861	6.14064	2016.46	45.5028	28.7632	0.52287	1	0.359355	0.158973	0.159095	0.322577	0.000139142	6.54978e-06	0	4.68716	4.00883	-268861	0.0	-95.4412	
55720000	343	-225049	43825.3	-268874	6.26446	2016.39	47.2596	20.2848	0.478171	1	0.359355	0.158973	0.159095	0.322577	0.000138645	5.8992e-06	0	4.78667	3.99469	-268874	0.0	-100.996	
55730000	343	-225044	43830.7	-268875	6.58511	2016.08	47.3849	27.6396	0.467011	1	0.359355	0.158973	0.159095	0.322577	0.00012419	5.45109e-06	0	4.79103	4.03709	-268875	0.0	-95.2719	
55740000	343	-225031	43830.6	-268862	6.16739	2016.42	45.4701	49.6929	0.636563	1	0.359355	0.158973	0.159095	0.322577	0.000123155	7.82362e-06	0	4.73989	3.97926	-268862	0.0	-94.7159	
55750000	343	-225020	43833.2	-268854	6.08152	2016.52	44.5777	68.0703	0.748774	1	0.359355	0.158973	0.159095	0.322577	0.000132482	5.89934e-06	0	4.72116	4.0243	-268854	0.0	-91.8812	
55760000	343	-225029	43831.5	-268860	6.2605	2016.4	45.2072	77.084	0.731399	1	0.359355	0.158973	0.159095	0.322577	0.000127962	4.93272e-06	0	4.77259	4.05532	-268860	0.0	-93.4437	
55770000	343	-225019	43834.3	-268853	6.21484	2016.41	44.4991	19.8818	0.414405	1	0.359355	0.158973	0.159095	0.322577	0.000131446	5.798e-06	0	4.73162	4.03465	-268853	0.0	-91.9704	
55780000	343	-225024	43830.6	-268854	5.89407	2016.76	44.7138	49.5223	0.636765	1	0.359355	0.158973	0.159095	0.322577	0.000136058	6.42123e-06	0	4.81901	4.0178	-268854	0.0	-94.8375	
55790000	343	-225035	43829.5	-268864	5.99211	2016.63	45.8723	96.7289	0.75731	1	0.359355	0.158973	0.159095	0.322577	0.000120062	6.34747e-06	0	4.77653	4.0037	-268864	0.0	-95.2068	
55800000	343	-225021	43833.8	-268855	6.06817	2016.52	44.7119	37.2953	0.555987	1	0.359355	0.158973	0.159095	0.322577	0.00014393	6.12991e-06	0	4.7458	3.93693	-268855	0.0	-91.8656	
55810000	343	-225022	43832.3	-268855	5.91371	2016.75	44.6796	48.2057	0.576033	1	0.359355	0.158973	0.159095	0.322577	0.000138599	7.63313e-06	0	4.82399	4.02802	-268855	0.0	-93.1185	
55820000	343	-225016	43834.6	-268851	6.04566	2016.55	44.0677	17.4633	0.406208	1	0.359355	0.158973	0.159095	0.322577	0.000151547	7.35935e-06	0	4.69466	3.97256	-268851	0.0	-91.7904	
55830000	343	-225007	43833.6	-268841	5.85731	2016.74	42.9655	6.30694	0.102437	1	0.359355	0.158973	0.159095	0.322577	0.000145827	6.37081e-06	0	4.76624	3.99199	-268841	0.0	-93.859	
55840000	343	-225015	43835.7	-268851	6.12271	2016.51	44.13	14.0014	0.359388	1	0.359355	0.158973	0.159095	0.322577	0.000131634	5.73827e-06	0	4.74208	4.05076	-268851	0.0	-90.9883	
55850000	343	-225025	43833.1	-268858	6.17869	2016.43	44.9459	27.4298	0.502564	1	0.359355	0.158973	0.159095	0.322577	0.000151126	5.98283e-06	0	4.72249	3.96557	-268858	0.0	-92.832	
55860000	343	-225026	43831.9	-268858	5.84809	2016.79	45.1738	18.5943	0.407876	1	0.359355	0.158973	0.159095	0.322577	0.000135036	6.72046e-06	0	4.79442	4.03735	-268858	0.0	-94.4854	
55870000	343	-225018	43833.5	-268851	5.93102	2016.73	44.1453	31.8911	0.578849	1	0.359355	0.158973	0.159095	0.322577	0.00015171	7.115e-06	0	4.78979	4.07556	-268851	0.0	-92.363	
55880000	343	-225035	43829.9	-268864	6.20364	2016.42	45.6268	40.7751	0.508942	1	0.359355	0.158973	0.159095	0.322577	0.000142069	4.57485e-06	0	4.79422	4.01295	-268864	0.0	-95.6817	
55890000	343	-225027	43832	-268859	5.97527	2016.65	45.2403	27.8014	0.493827	1	0.359355	0.158973	0.159095	0.322577	0.000135318	5.21202e-06	0	4.74927	3.96904	-268859	0.0	-93.9265	
55900000	343	-225017	43832.6	-268850	6.02862	2016.6	44.145	18.9073	0.426447	1	0.359355	0.158973	0.159095	0.322577	0.000138123	6.8951e-06	0	4.75292	4.03407	-268850	0.0	-93.7086	
55910000	343	-225047	43826.8	-268873	6.23958	2016.39	47.1505	23.7535	0.476924	1	0.359355	0.158973	0.159095	0.322577	0.000118925	6.60731e-06	0	4.74398	3.98085	-268873	0.0	-99.2753	
55920000	343	-225049	43827	-268876	6.07027	2016.58	47.6046	21.5573	0.373109	1	0.359355	0.158973	0.159095	0.322577	0.000120876	5.91664e-06	0	4.81136	4.02717	-268876	0.0	-99.286	
55930000	343	-225054	43827.2	-268881	6.1543	2016.5	48.3119	10.4737	0.235397	1	0.359355	0.158973	0.159095	0.322577	0.000127323	5.64045e-06	0	4.76953	4.07235	-268881	0.0	-99.8036	
55940000	343	-225025	43831.5	-268857	5.98824	2016.66	45.0385	8.17132	0.203038	1	0.359355	0.158973	0.159095	0.322577	0.000135746	5.8963e-06	0	4.76019	4.04619	-268857	0.0	-95.7011	
55950000	343	-225011	43836.7	-268847	6.24694	2016.36	43.7106	11.306	0.280539	1	0.359355	0.158973	0.159095	0.322577	0.000136141	5.68711e-06	0	4.74738	4.02536	-268847	0.0	-90.1902	
55960000	343	-225005	43835.4	-268840	6.21242	2016.42	42.7854	22.8553	0.376209	1	0.359355	0.158973	0.159095	0.322577	0.000151384	6.92054e-06	0	4.77784	4.0056	-268840	0.0	-90.8223	
55970000	343	-225008	43836.7	-268845	6.05866	2016.53	43.489	15.0483	0.370459	1	0.359355	0.158973	0.159095	0.322577	0.000135539	6.45691e-06	0	4.70137	3.95832	-268845	0.0	-89.8797	
55980000	343	-225018	43832.8	-268851	5.9446	2016.67	43.966	19.762	0.362717	1	0.359355	0.158973	0.159095	0.322577	0.00012262	5.98323e-06	0	4.77586	4.01722	-268851	0.0	-93.4631	
55990000	343	-225043	43825.4	-268868	6.04569	2016.57	46.5595	38.8261	0.443064	1	0.359355	0.158973	0.159095	0.322577	0.000126942	6.24277e-06	0	4.70443	3.97304	-268868	0.0	-100.277	
56000000	343	-225009	43835.4	-268844	6.00879	2016.61	43.2255	20.4982	0.450626	1	0.359355	0.158973	0.159095	0.322577	0.000132276	5.5332e-06	0	4.78174	3.96743	-268844	0.0	-90.877	
56010000	343	-225025	43832.3	-268857	5.85952	2016.72	44.9739	35.834	0.559772	1	0.359355	0.158973	0.159095	0.322577	0.000146283	6.034e-06	0	4.72081	4.00169	-268857	0.0	-93.4202	
56020000	343	-225035	43831.3	-268867	6.54865	2016.05	46.308	23.9163	0.443455	1	0.359355	0.158973	0.159095	0.322577	0.000136334	6.67152e-06	0	4.74647	3.95424	-268867	0.0	-94.7878	
56030000	343	-225036	43829.6	-268866	6.2779	2016.32	46.2043	17.5548	0.310834	1	0.359355	0.158973	0.159095	0.322577	0.000131979	6.58925e-06	0	4.6918	3.97657	-268866	0.0	-96.8155	
56040000	343	-225075	43825	-268900	6.71303	2015.88	51.1165	26.6836	0.452585	1	0.359355	0.158973	0.159095	0.322577	0.000118399	5.69166e-06	0	4.70303	3.93706	-268900	0.0	-100.963	
56050000	343	-225089	43822.2	-268911	6.65851	2015.98	52.6582	41.3767	0.532189	1	0.359355	0.158973	0.159095	0.322577	0.00011888	4.79174e-06	0	4.75406	3.98992	-268911	0.0	-103.322	
56060000	343	-225096	43819.1	-268915	6.7394	2015.92	53.1013	100.727	0.665468	1	0.359355	0.158973	0.159095	0.322577	0.000125081	4.97258e-06	0	4.76173	3.99069	-268915	0.0	-105.598	
56070000	343	-225068	43827.1	-268896	6.72313	2015.88	49.628	24.198	0.44606	1	0.359355	0.158973	0.159095	0.322577	0.000120145	6.91849e-06	0	4.74101	3.98993	-268896	0.0	-98.9632	
56080000	343	-225053	43829.2	-268882	6.54942	2016.09	47.6921	31.7199	0.478905	1	0.359355	0.158973	0.159095	0.322577	0.000121282	5.45413e-06	0	4.80698	3.99642	-268882	0.0	-96.6314	
56090000	343	-225068	43825.5	-268894	6.70569	2015.89	50.0991	23.8284	0.446367	1	0.359355	0.158973	0.159095	0.322577	0.000117743	5.31631e-06	0	4.70016	4.00995	-268894	0.0	-100.639	
56100000	343	-225073	43822.3	-268895	6.50639	2016.15	50.4104	43.6766	0.447808	1	0.359355	0.158973	0.159095	0.322577	0.00011909	6.00726e-06	0	4.78633	4.00533	-268895	0.0	-103.241	
56110000	343	-225068	43823.3	-268891	6.67114	2015.97	49.7466	105.202	0.742074	1	0.359355	0.158973	0.159095	0.322577	0.000125964	5.81159e-06	0	4.79427	4.0601	-268891	0.0	-101.3	
56120000	343	-225054	43827.7	-268882	6.3988	2016.23	48.2754	34.2399	0.537565	1	0.359355	0.158973	0.159095	0.322577	0.000130691	4.99601e-06	0	4.74901	3.98386	-268882	0.0	-98.0625	
56130000	343	-225045	43828.9	-268874	6.60511	2016.02	47.3547	39.6815	0.521166	1	0.359355	0.158973	0.159095	0.322577	0.000130781	6.37098e-06	0	4.73993	4.02511	-268874	0.0	-96.7221	
56140000	343	-225055	43826.4	-268882	6.39575	2016.19	48.3133	37.4908	0.574221	1	0.359355	0.158973	0.159095	0.322577	0.000132383	5.3543e-06	0	4.67128	3.98165	-268882	0.0	-99.242	
56150000	343	-225088	43820.1	-268908	6.97915	2015.69	52.1543	46.4828	0.516227	1	0.359355	0.158973	0.159095	0.322577	0.000119412	4.69251e-06	0	4.80252	4.03557	-268908	0.0	-105.335	
56160000	343	-225081	43824.1	-268905	6.57354	2016.09	51.6135	21.8106	0.329855	1	0.359355	0.158973	0.159095	0.322577	0.000130328	5.47386e-06	0	4.81504	4.07677	-268905	0.0	-102.153	
56170000	343	-225056	43828.7	-268885	6.51347	2016.1	48.8134	13.8274	0.304518	1	0.359355	0.158973	0.159095	0.322577	0.000131267	6.22448e-06	0	4.70781	3.98191	-268885	0.0	-97.9619	
56180000	343	-225048	43829.4	-268877	6.69262	2015.93	47.5708	13.7224	0.251084	1	0.359355	0.158973	0.159095	0.322577	0.000122926	4.96106e-06	0	4.73812	3.99715	-268877	0.0	-97.2547	
56190000	343	-225029	43831.3	-268861	6.39585	2016.27	45.4593	10.3692	0.279596	1	0.359355	0.158973	0.159095	0.322577	0.00013989	5.85732e-06	0	4.77907	4.04373	-268861	0.0	-95.682	
56200000	343	-225014	43836.7	-268850	6.58286	2016.02	43.9883	16.5468	0.369874	1	0.359355	0.158973	0.159095	0.322577	0.000142175	8.28156e-06	0	4.72794	3.99084	-268850	0.0	-89.7931	
56210000	343	-225044	43831.2	-268876	6.48614	2016.11	47.4815	22.6205	0.3986	1	0.359355	0.158973	0.159095	0.322577	0.000137256	6.15282e-06	0	4.68804	4.00715	-268876	0.0	-94.9246	
56220000	343	-225023	43834.8	-268858	6.27848	2016.33	44.9833	22.894	0.507291	1	0.359355	0.158973	0.159095	0.322577	0.000121866	6.98351e-06	0	4.74729	3.98286	-268858	0.0	-91.3316	
56230000	343	-225016	43834.2	-268850	6.20388	2016.45	44.0438	45.585	0.596126	1	0.359355	0.158973	0.159095	0.322577	0.000126722	6.69264e-06	0	4.74438	4.03938	-268850	0.0	-91.3162	
56240000	343	-225015	43834.3	-268849	6.30761	2016.31	43.9042	84.9261	0.786203	1	0.359355	0.158973	0.159095	0.322577	0.000143214	7.85317e-06	0	4.72131	3.9943	-268849	0.0	-90.5266	
56250000	343	-225031	43830.1	-268861	6.12852	2016.53	45.4282	65.3515	0.718244	1	0.359355	0.158973	0.159095	0.322577	0.000146848	6.00346e-06	0	4.78084	4.06901	-268861	0.0	-95.0108	
56260000	343	-225015	43832.3	-268847	6.02344	2016.56	43.6491	71.3918	0.70349	1	0.359355	0.158973	0.159095	0.322577	0.000137627	5.57059e-06	0	4.68318	3.93166	-268847	0.0	-92.7105	
