# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/h5n1-andersen-e756a15-ALL_full_dates_only_b.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
5044000000	4347	-95319.5	-20759.1	-74560.4	1.56054	2024.03	101.299	0	6.24524	-1.31599	-1.1027	-0.518339	-0.169531	-0.570423	-0.159377	0.480064	0.620112	0.990065	0.771075	0.0193319	-0.775801	0.29224	0.492884	0.43233	0.360655	0.164701	-0.29834	-1.61053	-1.746	-1.27027	-0.644435	-0.143781	1.833	16.0266	0.323463	0.204549	0.246886	0.225102	0.00331246	0.00331246	-74560.4	0.0	-3993.11	
5046000000	4348	-95479.9	-20840.3	-74639.6	1.64805	2023.95	102.904	0	6.24524	-1.28748	-1.02649	-0.363739	-0.160297	-0.631253	-0.0985078	0.544314	0.676908	0.989821	0.635092	-0.152453	-0.667899	0.0927322	0.721648	0.580248	0.510048	0.381703	-0.302551	-1.22253	-1.36357	-0.942962	-2.06912	-1.60504	1.833	16.357	0.327023	0.204412	0.248617	0.219948	0.00318255	0.00318255	-74639.6	0.0	-4074.23	
5048000000	4346	-95615.1	-20935.9	-74679.2	1.74519	2023.85	104.367	0	6.24524	-1.24301	-0.946037	-0.257137	-0.165185	-0.67081	-0.0593881	0.347708	0.747288	1.00592	0.737731	0.0561539	-0.815433	0.0110209	0.68331	0.521043	0.397278	0.306052	-0.473247	-1.06336	-1.48128	-1.87409	-2.29734	-2.24845	1.833	15.6232	0.329133	0.207975	0.243729	0.219162	0.00317695	0.00317695	-74679.2	0.0	-4169.92	
5050000000	4345	-95557.5	-20912.8	-74644.7	1.62181	2023.97	103.768	0	6.24524	-1.03659	-0.830587	-0.495467	-0.054589	-0.790643	-0.018739	0.885327	0.834695	0.964974	0.788733	0.0507328	-0.73165	0.364992	0.759889	0.478609	0.276617	0.0969108	-0.511306	-1.18468	-0.862222	-1.75926	-2.07621	-1.28985	1.833	17.4385	0.33148	0.199062	0.244449	0.225009	0.00328568	0.00328568	-74644.7	0.0	-4146.62	
5052000000	4343	-95463.7	-20883	-74580.7	1.60151	2023.99	102.873	0	6.24524	-0.935434	-0.868482	-0.499951	-0.212625	-0.530522	-0.18344	0.435176	0.991289	0.944326	0.884094	0.0249361	-1.00881	0.0317529	0.582037	0.539717	0.355749	0.151234	-0.970974	-2.48453	-2.8725	-2.6949	-2.83605	-2.5597	1.833	15.8345	0.328952	0.204967	0.246339	0.219742	0.00326624	0.00326624	-74580.7	0.0	-4116.98	
5054000000	4347	-95459.5	-20847.7	-74611.8	1.58746	2024.01	102.524	0	6.24524	-1.13356	-1.10508	-0.418481	-0.128368	-0.421362	-0.0528713	0.696502	0.681615	0.984265	0.807706	0.219702	-0.938674	0.280396	0.677304	0.447914	0.518657	0.00939548	-0.205532	-1.33102	-1.90046	-2.45102	-2.21166	-2.12643	1.833	16.473	0.323433	0.204823	0.251266	0.220479	0.00320313	0.00320313	-74611.8	0.0	-4081.6	
5056000000	4344	-95259.3	-20736.9	-74522.4	1.58875	2024.01	101.228	0	6.24524	-1.01155	-1.10568	-0.41214	-0.253839	-0.412451	-0.130935	0.759023	0.752834	0.884619	0.88537	0.0282943	-0.942423	0.0323124	0.671954	0.479148	0.382908	0.00347774	-0.628318	-1.53747	-1.80627	-1.01359	-1.07218	-1.72551	1.833	15.7715	0.322069	0.207706	0.245794	0.224431	0.00329218	0.00329218	-74522.4	0.0	-3970.92	
5058000000	4344	-95180.7	-20686.7	-74494	1.60091	2023.99	100.523	0	6.24524	-0.98698	-1.0882	-0.653739	-0.229852	-0.594506	-0.205503	0.842607	0.890335	0.950248	0.864419	-0.102347	-0.935169	0.11484	0.464149	0.382019	0.261898	0.00152663	-0.243954	-0.862796	-0.937963	-0.665841	-0.702639	-0.239551	1.833	16.1722	0.333913	0.205905	0.242661	0.217521	0.00333834	0.00333834	-74494	0.0	-3920.69	
5060000000	4346	-95253	-20733.1	-74519.8	1.57814	2024.01	100.654	0	6.24524	-0.929026	-1.07103	-0.517061	-0.187898	-0.6427	0.0507806	0.848471	0.757883	0.921476	0.617448	0.0268777	-0.782982	0.0653868	0.458914	0.497525	0.143172	0.213783	-0.623324	-1.25891	-1.08594	-1.28781	-0.737743	-1.31175	1.833	15.9399	0.325038	0.204994	0.246555	0.223413	0.00330908	0.00330908	-74519.8	0.0	-3967.13	
5062000000	4347	-95261.1	-20725.1	-74536	1.63521	2023.96	100.726	0	6.24524	-1.11017	-0.802632	-0.656731	-0.327241	-0.531615	0.129465	0.542986	0.699696	0.916411	0.582394	0.188119	-0.866228	0.253722	0.631084	0.383055	0.0853775	-0.0513531	-0.69126	-1.06921	-0.818932	-1.16687	-1.17237	-0.941155	1.833	16.4852	0.332045	0.200367	0.24777	0.219818	0.00330244	0.00330244	-74536	0.0	-3959.06	
5064000000	4346	-95246.2	-20729.1	-74517.2	1.59301	2024	100.57	0	6.24524	-0.83427	-0.940036	-0.538649	-0.229286	-0.344504	-0.365509	0.505549	0.972703	1.00665	0.686274	-0.0184673	-0.943286	0.14549	0.638558	0.264094	0.151874	0.163044	-0.797862	-1.63469	-1.11344	-1.04816	-0.712095	-0.397975	1.833	16.838	0.331434	0.201075	0.245584	0.221907	0.00326556	0.00326556	-74517.2	0.0	-3962.95	
5066000000	4344	-95412.9	-20839.5	-74573.4	1.62672	2023.97	102.376	0	6.24524	-1.07712	-0.909891	-0.295416	-0.149102	-0.731421	-0.353331	0.497921	0.694821	0.92251	0.841514	0.113986	-0.936152	0.173424	0.478621	0.493338	0.261038	0.214977	-0.813434	-1.15612	-1.303	-1.28603	-1.12101	-1.829	1.833	15.4502	0.332157	0.204965	0.245571	0.217307	0.00325916	0.00325916	-74573.4	0.0	-4073.56	
5068000000	4343	-95055.2	-20617.7	-74437.4	1.66046	2023.93	99.576	0	6.24524	-0.886976	-0.955954	-0.441125	-0.356591	-0.611453	-0.171287	0.973931	0.849141	0.815339	0.800979	0.0659881	-1.04384	-0.0218183	0.541095	0.411676	0.162655	0.076773	-1.18873	-1.06249	-1.55387	-1.6702	-1.60768	-1.67487	1.833	16.3561	0.328457	0.20606	0.245427	0.220056	0.00331615	0.00331615	-74437.4	0.0	-3851.68	
5070000000	4347	-95247.7	-20732.2	-74515.5	1.57566	2024.02	100.29	0	6.24524	-0.782839	-1.08481	-0.455677	-0.300466	-0.518434	-0.262906	0.703181	0.80765	1.00668	0.723847	0.0753292	-1.08303	0.249235	0.605557	0.454541	0.254153	0.117965	-1.57231	-1.53035	-1.59368	-1.9914	-2.39198	-2.40663	1.833	16.97	0.326095	0.204927	0.245697	0.223281	0.00336416	0.00336416	-74515.5	0.0	-3966.05	
5072000000	4345	-95353.4	-20794.8	-74558.6	1.6296	2023.96	101.804	0	6.24524	-1.1419	-0.799313	-0.423353	-0.193351	-0.584857	-0.129972	0.417328	0.901024	1.04201	0.651355	0.00631534	-0.939809	0.188925	0.547209	0.380275	0.195725	0.156291	-1.13717	-1.82584	-1.84437	-1.36299	-1.45181	-1.13174	1.833	15.9219	0.320496	0.208609	0.24818	0.222716	0.00322834	0.00322834	-74558.6	0.0	-4028.84	
5074000000	4344	-95240.6	-20738.2	-74502.4	1.67733	2023.92	100.75	0	6.24524	-1.07114	-0.978139	-0.401867	-0.150091	-0.314722	-0.0748469	0.504415	0.858135	0.951355	0.711377	0.0984335	-0.934352	-0.00551084	0.782359	0.259957	0.226481	0.0863404	-1.17786	-1.60209	-1.56949	-1.54702	-1.3073	-1.25296	1.833	15.9924	0.324564	0.205603	0.252193	0.217641	0.0032867	0.0032867	-74502.4	0.0	-3972.2	
5076000000	4350	-95412.2	-20785.2	-74627	1.59429	2024	102.083	0	6.24524	-1.13044	-1.02397	-0.42967	-0.120414	-0.553388	-0.0200887	0.504536	0.794089	0.999913	0.751458	0.0363118	-0.833179	0.125805	0.630777	0.331071	0.349483	0.194434	-0.516665	-1.14873	-2.32507	-1.89006	-2.02888	-1.85039	1.833	16.0747	0.328596	0.204298	0.245772	0.221334	0.0032457	0.0032457	-74627	0.0	-4019.2	
5078000000	4347	-95502.5	-20858.6	-74644	1.63626	2023.96	103.299	0	6.24524	-1.18179	-1.03378	-0.665541	-0.208098	-0.707745	0.062364	0.616708	0.714232	0.976676	0.773261	-0.0469521	-1.10815	0.275458	0.663137	0.323643	0.554193	0.266533	-0.723423	-1.16514	-1.5066	-2.02516	-2.41819	-2.26327	1.833	17.057	0.325075	0.206665	0.244643	0.223617	0.00314874	0.00314874	-74644	0.0	-4092.42	
5080000000	4346	-95257.9	-20729.3	-74528.6	1.65268	2023.94	100.862	0	6.24524	-0.96808	-1.09219	-0.39319	-0.176689	-0.56979	-0.060818	0.686819	0.721857	0.882696	0.777556	0.191743	-1.08791	0.247912	0.673106	0.504885	0.511877	0.217895	-0.903913	-1.34205	-1.7515	-1.81132	-1.53144	-1.99693	1.833	16.3451	0.329289	0.205302	0.242629	0.22278	0.00324294	0.00324294	-74528.6	0.0	-3963.22	
5082000000	4343	-95358	-20815.6	-74542.4	1.56654	2024.03	102.007	0	6.24524	-0.994531	-0.875794	-0.501926	0.0427539	-0.607931	-0.0658122	0.521834	0.764859	0.878343	0.77356	0.19522	-1.05672	0.240682	0.571935	0.462792	0.246941	0.20551	-0.927138	-1.76667	-1.6381	-1.20765	-1.82339	-2.03697	1.833	16.6414	0.325515	0.203603	0.246059	0.224823	0.0032668	0.0032668	-74542.4	0.0	-4049.51	
5084000000	4344	-95473.2	-20865.3	-74607.9	1.57457	2024.02	103.264	0	6.24524	-1.18441	-0.994818	-0.334855	-0.0365277	-0.676324	-0.239929	0.49941	0.813374	0.928326	0.680931	0.0149351	-1.07532	0.228508	0.736993	0.582946	0.289641	0.275062	-0.606318	-1.25872	-1.31138	-1.01059	-1.88474	-1.74204	1.833	17.2776	0.322386	0.20401	0.247422	0.226182	0.00315348	0.00315348	-74607.9	0.0	-4099.09	
5086000000	4346	-95576.7	-20920.5	-74656.2	1.58721	2024.01	103.835	0	6.24524	-0.85482	-1.05684	-0.701608	-0.0161869	-0.556912	-0.124008	0.520557	0.758503	0.972544	0.615307	0.00982616	-0.957517	0.0446966	0.679206	0.724807	0.377412	0.273346	-0.512101	-2.36	-1.97357	-1.13179	-0.694558	-0.828179	1.833	15.938	0.327494	0.207245	0.243628	0.221633	0.00321633	0.00321633	-74656.2	0.0	-4154.46	
5088000000	4346	-95716.3	-20997.7	-74718.6	1.67821	2023.92	105.262	0	6.24524	-1.03618	-0.983905	-0.425518	0.0311177	-0.473558	-0.0464836	0.523619	0.87724	0.990047	0.798248	0.186416	-0.935308	0.158176	0.447425	0.56218	0.382843	0.235153	-0.390556	-1.1212	-1.06968	-0.67018	-0.857931	-0.681201	1.833	18.091	0.325583	0.201152	0.243327	0.229937	0.00321941	0.00321941	-74718.6	0.0	-4231.45	
5090000000	4348	-95376.5	-20775.1	-74601.4	1.59555	2024	102.011	0	6.24524	-1.1291	-1.09172	-0.47281	-0.107321	-0.513379	-0.0594984	0.635367	0.810537	0.918858	0.77257	0.071131	-1.15202	0.133352	0.479803	0.365314	0.403339	0.0990577	-0.483101	-1.35439	-1.17739	-0.998764	-0.372633	-0.0480825	1.833	16.8893	0.324127	0.206631	0.244614	0.224628	0.0032545	0.0032545	-74601.4	0.0	-4009.02	
5092000000	4344	-95190.3	-20702	-74488.3	1.57058	2024.02	100.384	0	6.24524	-1.05511	-0.98262	-0.469237	-0.0581312	-0.648821	-0.0522459	0.515826	0.664334	0.835429	0.616234	0.15703	-1.02178	0.0567008	0.775751	0.428417	0.175789	0.125749	-0.507598	-0.995835	-0.824698	-1.15997	-1.12454	-0.283819	1.833	15.038	0.322186	0.204347	0.247657	0.22581	0.00336113	0.00336113	-74488.3	0.0	-3936.1	
5094000000	4345	-95258.3	-20732	-74526.3	1.58894	2024.01	101.042	0	6.24524	-1.13153	-0.969215	-0.589043	-0.169461	-0.637765	-0.257183	0.630022	0.856411	0.935958	0.725886	0.110046	-1.19741	0.191708	0.438438	0.363412	0.166463	0.254584	-0.886238	-1.82873	-1.36169	-1.10768	-1.53272	-2.2785	1.833	17.0578	0.323911	0.205445	0.245461	0.225183	0.00336714	0.00336714	-74526.3	0.0	-3965.9	
5096000000	4343	-95359.2	-20816.1	-74543.1	1.60127	2023.99	101.995	0	6.24524	-0.884686	-0.869149	-0.500856	-0.180435	-0.527989	-0.128627	0.472966	0.630128	0.889157	0.631846	0.0253046	-1.07384	0.16337	0.655923	0.489485	0.289689	0.109186	-0.740665	-1.65069	-1.99056	-2.4207	-2.61897	-2.53164	1.833	18.166	0.325611	0.208086	0.244112	0.222191	0.00324361	0.00324361	-74543.1	0.0	-4049.82	
5098000000	4348	-95283.9	-20744.2	-74539.8	1.57733	2024.02	100.506	0	6.24524	-0.905363	-0.808584	-0.551884	-0.227562	-0.465634	-0.370748	0.715661	1.00742	0.855099	0.644433	0.200311	-1.02833	-0.126502	0.590951	0.30766	0.389039	0.0828256	-0.901045	-1.78261	-2.8346	-3.39298	-2.29861	-1.92322	1.833	17.3187	0.327843	0.203529	0.249611	0.219017	0.00341287	0.00341287	-74539.8	0.0	-3978	
5100000000	4344	-95154.7	-20684.3	-74470.4	1.59275	2024	100.028	0	6.24524	-0.943282	-1.03905	-0.143649	-0.37395	-0.550328	-0.220736	0.803357	0.903733	0.934019	0.590719	-0.0323372	-0.858578	0.0493985	0.562535	0.397836	0.375782	-0.00109807	-0.42422	-1.7405	-2.37084	-2.04947	-2.50443	-2.53899	1.833	17.6413	0.32206	0.209213	0.248096	0.220631	0.00331283	0.00331283	-74470.4	0.0	-3918.08	
5102000000	4344	-95281.2	-20752.7	-74528.6	1.64292	2023.95	101.296	0	6.24524	-1.21691	-0.997082	-0.480367	-0.191568	-0.589435	-0.244676	0.847682	0.809262	0.936453	0.686458	-0.16417	-0.719007	0.134527	0.656014	0.531544	0.293469	0.186651	-0.874281	-0.730489	-0.754311	-0.339884	-0.167134	0.359721	1.833	16.2582	0.32405	0.214108	0.246585	0.215256	0.00324154	0.00324154	-74528.6	0.0	-3986.61	
5104000000	4345	-95325.5	-20778.3	-74547.3	1.55663	2024.04	101.532	0	6.24524	-0.98718	-1.09671	-0.344514	-0.270804	-0.605975	-0.0625662	0.478918	1.03308	0.953499	0.619975	0.0901408	-0.924644	0.18405	0.576114	0.325208	0.514764	0.162773	-0.961569	-1.45944	-1.2499	-1.10733	-1.18899	-1.5742	1.833	16.2307	0.320509	0.204096	0.250243	0.225152	0.00333522	0.00333522	-74547.3	0.0	-4012.23	
5106000000	4345	-95483	-20881.3	-74601.7	1.53975	2024.05	102.81	0	6.24524	-1.0776	-0.903599	-0.261959	-0.171837	-0.839767	0.0022658	0.33688	0.837237	0.953901	0.713015	0.0248578	-1.043	0.26134	0.499088	0.535552	0.475695	0.409022	-0.850455	-1.6934	-1.41306	-0.860534	-1.03885	-1.06043	1.833	17.3908	0.322683	0.207391	0.244413	0.225512	0.00312283	0.00312283	-74601.7	0.0	-4115.09	
5108000000	4345	-95652.6	-20987.5	-74665.1	1.55303	2024.04	104.344	0	6.24524	-0.915766	-0.628353	-0.50688	-0.0690413	-0.865977	-0.097002	0.665598	0.666092	0.93368	0.893453	0.00400873	-0.932143	0.201166	0.691493	0.485979	0.380426	0.188561	-0.938684	-1.50488	-1.42098	-1.33108	-0.615073	-0.608485	1.833	17.4415	0.322342	0.205151	0.243822	0.228685	0.0031688	0.0031688	-74665.1	0.0	-4221.26	
5110000000	4347	-95530.2	-20891.3	-74638.9	1.5508	2024.04	103.159	0	6.24524	-0.931731	-0.743102	-0.428033	-0.116917	-0.582242	-0.0579744	0.352605	1.07345	0.977792	0.741947	-0.157139	-1.0002	-0.00629633	0.469992	0.46487	0.253329	0.498983	-0.612105	-0.793513	-1.31406	-0.631848	-0.754087	-0.79362	1.833	15.3229	0.326434	0.204373	0.246689	0.222504	0.00319858	0.00319858	-74638.9	0.0	-4125.38	
5112000000	4344	-95544.1	-20912.9	-74631.2	1.62131	2023.97	103.656	0	6.24524	-0.872155	-1.06351	-0.837031	-0.116468	-0.503891	-0.383033	0.66848	0.936981	1.05933	0.604374	0.0673073	-0.862375	-0.00584084	0.555748	0.430563	0.225145	0.572746	-0.738843	-1.19953	-1.11737	-0.70664	-0.469134	-0.544717	1.833	16.9379	0.327713	0.204707	0.256578	0.211002	0.00318757	0.00318757	-74631.2	0.0	-4146.8	
5114000000	4343	-95455.5	-20878.2	-74577.2	1.54979	2024.04	102.817	0	6.24524	-1.00654	-0.92405	-0.600363	0.0433823	-0.615542	0.168462	0.373943	0.922472	0.990016	0.681348	0.0453749	-0.935521	0.183381	0.645034	0.40972	0.482129	0.413667	-0.763014	-1.51331	-1.33539	-0.791817	-0.617131	-0.586663	1.833	17.5463	0.326073	0.208261	0.245322	0.220345	0.00319558	0.00319558	-74577.2	0.0	-4112.02	
5116000000	4349	-95499.8	-20848	-74651.8	1.57747	2024.02	102.885	0	6.24524	-1.03102	-1.04353	-0.720836	-0.136263	-0.587617	-0.0236441	0.664074	0.908016	0.997436	0.619988	-0.0136997	-0.952609	0.488544	0.689366	0.598688	0.330945	0.312668	-0.687321	-1.187	-1.17388	-1.16129	-0.907561	-0.353934	1.833	16.4418	0.327507	0.208086	0.247358	0.217049	0.00330816	0.00330816	-74651.8	0.0	-4081.93	
5118000000	4352	-95600.6	-20888.4	-74712.2	1.5872	2024.01	103.495	0	6.24524	-1.07303	-0.945109	-0.519739	0.0957297	-0.864132	-0.0930197	0.488276	0.761336	0.950075	0.858092	-0.04208	-0.910813	-0.0636182	0.640822	0.672825	0.366331	0.379744	-0.754556	-1.23767	-1.47455	-1.1692	-1.30725	-1.63486	1.833	17.3721	0.326862	0.209637	0.245313	0.218188	0.0032479	0.0032479	-74712.2	0.0	-4122.2	
5120000000	4347	-95398.7	-20783.8	-74614.9	1.64296	2023.95	102.596	0	6.24524	-1.14964	-0.974112	-0.426712	-0.0615938	-0.556728	-0.172326	0.937991	0.796863	0.954864	0.592637	0.0619021	-1.0843	0.0323306	0.564117	0.689737	0.465664	0.393459	-0.328362	-1.07111	-1.631	-1.8346	-2.25676	-2.48232	1.833	17.3751	0.329724	0.205803	0.241997	0.222476	0.00320008	0.00320008	-74614.9	0.0	-4017.63	
5122000000	4345	-95387	-20795.7	-74591.3	1.67565	2023.92	102.45	0	6.24524	-1.2735	-0.802505	-0.496766	-0.172695	-0.625723	-0.0150581	0.687947	0.697996	0.891961	0.556205	0.11676	-1.08359	0.0874648	0.568519	0.372862	0.365293	0.289386	-0.599376	-1.10159	-1.62705	-2.18841	-2.04205	-2.07637	1.833	18.5962	0.327972	0.208072	0.250514	0.213442	0.00328076	0.00328076	-74591.3	0.0	-4029.36	
5124000000	4347	-95353.7	-20784.8	-74568.9	1.62831	2023.96	101.511	0	6.24524	-0.865134	-0.813068	-0.525103	-0.128625	-0.422937	-0.267064	0.535973	0.684017	0.887117	0.609741	0.176103	-0.87804	0.065159	0.752652	0.351853	0.35687	0.237317	-0.280691	-0.844213	-0.863239	-0.930716	-0.967761	-1.56372	1.833	17.4424	0.325525	0.206019	0.24998	0.218476	0.00325326	0.00325326	-74568.9	0.0	-4018.61	
5126000000	4349	-95490.6	-20853.1	-74637.5	1.61271	2023.98	102.565	0	6.24524	-0.955883	-0.851527	-0.45313	-0.166029	-0.486303	0.0256769	0.479072	0.805854	0.937076	0.639303	0.116153	-0.884696	0.211268	0.510235	0.44134	0.269249	0.0552821	-0.621623	-1.50925	-1.28832	-1.10989	-1.57469	-1.58695	1.833	16.7336	0.325613	0.20555	0.24134	0.227496	0.00321681	0.00321681	-74637.5	0.0	-4087.01	
5128000000	4347	-95314	-20747.8	-74566.2	1.63456	2023.96	101.379	0	6.24524	-1.0549	-1.16859	-0.696671	-0.2715	-0.421827	0.130899	0.63288	0.869174	0.936474	0.728952	0.0759462	-0.880399	0.171638	0.522372	0.344649	0.338854	0.053178	-0.538747	-1.36958	-1.58803	-1.4174	-1.7833	-1.90482	1.833	16.8555	0.330909	0.206975	0.2426	0.219516	0.00314279	0.00314279	-74566.2	0.0	-3981.71	
5130000000	4349	-95456	-20833.4	-74622.6	1.63773	2023.96	102.17	0	6.24524	-1.11507	-0.870858	-0.47449	-0.287605	-0.509227	-0.00240694	0.436098	0.723508	0.936858	0.70448	0.0809986	-0.898594	-0.0121926	0.543983	0.509397	0.29615	0.218853	-0.515105	-1.11072	-1.71484	-1.31905	-1.70721	-1.73511	1.833	19.0614	0.325261	0.205815	0.244859	0.224066	0.00326923	0.00326923	-74622.6	0.0	-4066.96	
5132000000	4345	-95199.7	-20699.1	-74500.7	1.5882	2024.01	100.465	0	6.24524	-1.17448	-1.08242	-0.489607	-0.215208	-0.576141	0.0731039	0.858208	0.707501	0.911359	0.680251	0.211493	-0.962726	-0.036051	0.772209	0.484315	0.312826	0.124793	-0.715102	-1.10506	-1.975	-1.93801	-1.92505	-1.40591	1.833	17.4513	0.328563	0.207386	0.242491	0.221561	0.00332167	0.00332167	-74500.7	0.0	-3932.86	
5134000000	4346	-95246.5	-20715.4	-74531.1	1.5979	2023.99	100.868	0	6.24524	-0.854688	-0.835984	-0.504537	-0.207047	-0.582541	-0.215162	0.642637	0.796154	0.842211	0.717035	0.186246	-1.04261	-0.144933	0.647429	0.337218	0.223808	0.121171	-0.477396	-0.828572	-0.726048	-0.775502	-0.587332	-0.495128	1.833	15.6302	0.325023	0.200627	0.246978	0.227372	0.00323509	0.00323509	-74531.1	0.0	-3949.45	
5136000000	4346	-95230.5	-20706.1	-74524.4	1.60663	2023.99	100.786	0	6.24524	-1.14142	-1.18792	-0.529392	-0.0428087	-0.517178	-0.309587	0.563988	0.793242	0.920721	0.638765	-0.0433707	-1.01788	0.0842037	0.792481	0.375095	0.339814	0.0777018	-0.617748	-1.66068	-2.04144	-1.96161	-1.82405	-1.61727	1.833	16.2553	0.324904	0.207004	0.246756	0.221336	0.00329905	0.00329905	-74524.4	0.0	-3940.1	
5138000000	4343	-95219.3	-20726.9	-74492.4	1.54559	2024.05	100.811	0	6.24524	-0.805303	-1.06127	-0.593056	-0.106288	-0.701621	0.00515392	0.694981	0.977579	0.966031	0.570991	0.18634	-1.04195	0.129438	0.575206	0.232736	0.202265	0.0431267	-0.770678	-1.74301	-2.23398	-1.82735	-0.947871	-0.94099	1.833	16.1135	0.331908	0.204631	0.242652	0.22081	0.00325521	0.00325521	-74492.4	0.0	-3960.85	
5140000000	4343	-95201.1	-20721.9	-74479.2	1.5453	2024.05	100.53	0	6.24524	-0.873495	-1.12881	-0.588358	0.0500779	-0.43716	-0.0211476	0.576209	0.797061	0.937676	0.533483	0.0862883	-0.946941	0.123115	0.687011	0.385338	0.150645	0.104332	-0.740452	-1.65788	-1.32985	-1.86115	-1.92594	-1.87224	1.833	16.4797	0.327438	0.20516	0.246872	0.22053	0.00332762	0.00332762	-74479.2	0.0	-3955.88	
5142000000	4344	-95315.8	-20778	-74537.8	1.56794	2024.02	101.562	0	6.24524	-0.980285	-1.07197	-0.338689	0.0401913	-0.432763	-0.0459721	0.869591	1.04883	0.912143	0.676958	0.0662517	-0.858999	0.240905	0.567904	0.372892	0.195462	0.125663	-0.290509	-1.54972	-1.94273	-1.41998	-0.909766	-1.21956	1.833	16.4094	0.323222	0.202028	0.247192	0.227557	0.00317625	0.00317625	-74537.8	0.0	-4011.9	
5144000000	4345	-95317.4	-20774.9	-74542.5	1.54379	2024.05	101.456	0	6.24524	-1.18782	-1.18848	-0.730644	-0.0131013	-0.441382	0.153923	0.546616	0.905426	0.857781	0.757108	0.0758832	-0.97317	0.114482	0.902647	0.286093	0.346293	0.142712	-0.173015	-1.92999	-1.90107	-1.40404	-1.42621	-2.43621	1.833	16.7211	0.325454	0.205196	0.248217	0.221134	0.00326904	0.00326904	-74542.5	0.0	-4008.83	
5146000000	4345	-95252	-20729.7	-74522.4	1.58432	2024.01	100.928	0	6.24524	-1.1296	-1.12185	-0.558525	-0.0827514	-0.371392	0.173905	0.454993	0.474592	0.976894	0.780568	0.0393155	-0.944044	0.199093	0.555355	0.173851	0.354838	0.166917	-0.540348	-1.5248	-1.88816	-0.771981	-0.857556	-0.970034	1.833	15.3249	0.326176	0.206108	0.249804	0.217912	0.00329403	0.00329403	-74522.4	0.0	-3963.78	
5148000000	4346	-95313	-20735	-74578	1.67796	2023.92	101.983	0	6.24524	-1.09523	-1.05914	-0.417537	-0.023954	-0.583848	-0.184867	0.629454	0.67465	0.918109	0.94214	-0.0398713	-0.976866	0.00045028	0.602465	0.284695	0.355174	0.180981	-0.494003	-1.32109	-1.96391	-1.90078	-1.80111	-2.01189	1.833	16.7626	0.320801	0.20803	0.249135	0.222035	0.00322578	0.00322578	-74578	0.0	-3968.9	
5150000000	4345	-95373.7	-20793.6	-74580.1	1.6148	2023.98	102.26	0	6.24524	-0.952221	-0.842541	-0.607683	-0.0238667	-0.470993	0.0473555	0.633435	0.753175	0.886375	0.780915	-0.00219646	-1.08713	0.207428	0.628052	0.334333	0.300764	0.33162	-0.368573	-1.6897	-1.28899	-1.25665	-1.48819	-1.34408	1.833	17.0939	0.327342	0.212063	0.243342	0.217253	0.00322162	0.00322162	-74580.1	0.0	-4027.47	
5152000000	4345	-95559.7	-20905.7	-74653.9	1.66864	2023.92	103.899	0	6.24524	-0.977839	-0.884471	-0.457358	-0.197012	-0.677179	-0.0176637	0.365301	0.717918	0.99364	0.650546	0.133423	-0.927909	0.206548	0.666168	0.383232	0.465129	0.190095	-0.43921	-1.6591	-1.53412	-1.44971	-1.22728	-1.20338	1.833	17.0769	0.329362	0.203886	0.255784	0.210968	0.00317833	0.00317833	-74653.9	0.0	-4139.6	
