# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/ebola_delphy_alpha.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
283000000	55	22909.8	49506	-26596.2	0.274977	2014.18	1.39614	0.184527	13.5599	15.6449	0.31828	0.216573	0.202112	0.263035	0.135675	0.00221024	0.00221024	-26596.2	0.0	111.957	
283050000	55	-3263.86	23360.7	-26624.5	0.274178	2014.18	1.49324	0.15039	6.33567	12.3637	0.322153	0.212039	0.197344	0.268464	0.185058	0.00154541	0.00154541	-26624.5	0.0	105.225	
283100000	55	-39832.5	-13157.9	-26674.6	0.269338	2014.19	1.6605	0.171985	9.6218	18.1421	0.315122	0.216786	0.197127	0.270965	0.436887	0.00189284	0.00189284	-26674.6	0.0	89.5394	
283150000	55	36722.8	63324.5	-26601.7	0.294126	2014.16	1.4901	0.198515	10.7517	6.12261	0.319823	0.212738	0.193694	0.273746	0.121143	0.00185735	0.00185735	-26601.7	0.0	99.0273	
283200000	55	-19200.3	7418.68	-26618.9	0.269607	2014.19	1.28471	0.176733	15.1786	7.21801	0.318053	0.215246	0.199418	0.267283	0.235959	0.00209803	0.00209803	-26618.9	0.0	119.348	
283250000	55	46132.4	72721.5	-26589.1	0.315596	2014.14	1.49527	0.137993	10.044	6.32751	0.321506	0.211288	0.200167	0.267039	0.112044	0.00194702	0.00194702	-26589.1	0.0	100.966	
283300000	56	122913	149502	-26588.5	0.29704	2014.16	1.54076	0.127352	6.01767	5.7741	0.322675	0.216136	0.195549	0.26564	0.0735196	0.00146417	0.00146417	-26588.5	0.0	100.879	
283350000	56	138111	164702	-26590.9	0.307487	2014.15	1.52794	0.113928	4.03938	7.59063	0.316495	0.214613	0.198	0.270893	0.0683584	0.00245165	0.00245165	-26590.9	0.0	101.356	
283400000	55	269493	296056	-26563.4	0.297288	2014.16	1.55509	0.158719	5.99724	4.90958	0.323079	0.214205	0.195752	0.266963	0.0440738	0.00129517	0.00129517	-26563.4	0.0	98.0628	
283450000	55	125329	151894	-26565.6	0.280627	2014.18	1.38764	0.123095	6.09565	10.2758	0.32235	0.212055	0.19608	0.269514	0.0722387	0.0017977	0.0017977	-26565.6	0.0	113.769	
283500000	55	102953	129531	-26578.4	0.299818	2014.16	1.51026	0.119416	3.7397	9.33878	0.320788	0.217113	0.198915	0.263184	0.0797126	0.0021558	0.0021558	-26578.4	0.0	103.233	
283550000	56	69810.6	96411.6	-26601	0.266743	2014.19	1.36856	0.0988397	9.4468	5.86208	0.322852	0.214618	0.199401	0.263128	0.0950385	0.00169486	0.00169486	-26601	0.0	107.39	
283600000	56	-12410.9	14218.7	-26629.5	0.296299	2014.16	1.20967	0.0872964	2.541	7.44131	0.316857	0.217292	0.196146	0.269705	0.205751	0.00249995	0.00249995	-26629.5	0.0	134.932	
283650000	55	-38449.5	-11813	-26636.5	0.295997	2014.16	1.20286	0.0528461	-0.455855	6.76831	0.323624	0.210532	0.197179	0.268665	0.425485	0.00251605	0.00251605	-26636.5	0.0	141.43	
283700000	55	-40551.1	-13899.5	-26651.6	0.263534	2014.19	1.13527	0.0621505	2.58977	5.61759	0.325206	0.20999	0.200498	0.264306	0.456456	0.00260742	0.00260742	-26651.6	0.0	154.576	
283750000	56	-40003.2	-13339.4	-26663.9	0.261198	2014.2	1.02287	0.0599339	6.26658	7.44891	0.331226	0.210218	0.196562	0.261995	0.451422	0.0025367	0.0025367	-26663.9	0.0	158.233	
283800000	55	-44652.1	-18001.3	-26650.9	0.275323	2014.18	1.12418	0.0663589	4.38608	9.71804	0.321444	0.212829	0.198823	0.266905	0.67385	0.00291019	0.00291019	-26650.9	0.0	148.18	
283850000	55	-43379.9	-16714.7	-26665.3	0.294106	2014.16	1.13374	0.0639486	6.60779	9.83284	0.319382	0.216787	0.196589	0.267242	2.09198	0.00265784	0.00265784	-26665.3	0.0	151.986	
283900000	56	-37683.5	-10992.7	-26690.8	0.27607	2014.18	1.08626	0.0753605	1.63534	6.90463	0.324283	0.213788	0.197348	0.264581	4.77444	0.00332564	0.00332564	-26690.8	0.0	149.225	
283950000	55	-36034	-9354.81	-26679.2	0.300088	2014.16	1.22111	0.0844083	8.22835	15.9603	0.315177	0.217553	0.199086	0.268183	5.99011	0.00273628	0.00273628	-26679.2	0.0	137.734	
284000000	55	-42396.6	-15700.8	-26695.8	0.338186	2014.12	1.77371	0.145334	2.55017	16.6467	0.319913	0.219945	0.199341	0.260802	2.56051	0.00174301	0.00174301	-26695.8	0.0	87.1002	
284050000	55	-45238.3	-18567.7	-26670.6	0.281656	2014.18	1.3555	0.110137	4.62935	6.5951	0.320774	0.213221	0.196919	0.269086	1.41099	0.00203057	0.00203057	-26670.6	0.0	114.844	
284100000	56	-45490.2	-18797	-26693.2	0.27436	2014.18	1.47191	0.166334	9.3311	6.42683	0.315427	0.214095	0.197209	0.273269	1.42193	0.00206574	0.00206574	-26693.2	0.0	98.8839	
284150000	56	-45060	-18378.9	-26681	0.285357	2014.17	1.3023	0.166288	10.1216	8.82729	0.318197	0.215533	0.197343	0.268927	1.54454	0.00286225	0.00286225	-26681	0.0	118.864	
284200000	55	-45339	-18675	-26664	0.275731	2014.18	1.31799	0.0982727	7.97993	10.2678	0.323842	0.212583	0.19511	0.268465	1.38768	0.00251856	0.00251856	-26664	0.0	117.941	
284250000	55	-45374.3	-18705.3	-26669.1	0.267833	2014.19	1.46203	0.142673	11.1862	9.52238	0.314993	0.214971	0.200127	0.269909	0.762792	0.00200618	0.00200618	-26669.1	0.0	101.952	
284300000	55	-45792.7	-19120.6	-26672.1	0.274985	2014.18	1.37597	0.11966	8.0712	13.8103	0.318475	0.212525	0.197967	0.271033	1.2329	0.00179598	0.00179598	-26672.1	0.0	115.706	
284350000	55	-45902	-19236.2	-26665.9	0.268296	2014.19	1.1909	0.0795013	3.75291	12.3963	0.319169	0.213162	0.196368	0.271301	0.835469	0.0022106	0.0022106	-26665.9	0.0	137.298	
284400000	55	-42581.7	-15928.4	-26653.3	0.273623	2014.19	1.34311	0.102249	7.73389	5.25372	0.32126	0.210693	0.200505	0.267542	0.54311	0.00240295	0.00240295	-26653.3	0.0	116.006	
284450000	55	-41633.3	-14975.2	-26658	0.294845	2014.16	1.55887	0.141364	3.83648	6.90153	0.317919	0.210097	0.198045	0.273938	0.501758	0.00214763	0.00214763	-26658	0.0	94.6656	
284500000	55	-39226.5	-12584.3	-26642.3	0.287899	2014.17	1.3895	0.126798	5.23089	7.21339	0.321204	0.211498	0.197217	0.270082	0.421592	0.00195035	0.00195035	-26642.3	0.0	115.749	
284550000	55	-45656.1	-18989.7	-26666.4	0.327096	2014.13	1.6073	0.0953958	2.66158	6.40106	0.322931	0.211895	0.199792	0.265381	0.875413	0.0022276	0.0022276	-26666.4	0.0	103.359	
284600000	55	-46281.5	-19605.2	-26676.3	0.333222	2014.13	1.79533	0.170092	4.79496	15.1374	0.325154	0.209583	0.196147	0.269116	1.03491	0.00177655	0.00177655	-26676.3	0.0	79.2159	
284650000	55	-45598.7	-18933.2	-26665.4	0.386734	2014.07	1.69916	0.0872695	-0.884991	9.92175	0.319271	0.21427	0.197357	0.269102	0.848198	0.00167162	0.00167162	-26665.4	0.0	96.8914	
284700000	56	-46094.7	-19401.1	-26693.6	0.307811	2014.15	1.5769	0.114674	2.66549	9.72233	0.311715	0.214562	0.19763	0.276093	1.0181	0.0014695	0.0014695	-26693.6	0.0	106.264	
284750000	55	-45847.9	-19157.4	-26690.6	0.301857	2014.16	1.79887	0.200725	6.18874	4.00155	0.314565	0.2147	0.199412	0.271324	1.19718	0.00185047	0.00185047	-26690.6	0.0	73.9893	
284800000	55	-44155.8	-17449.3	-26706.5	0.326694	2014.13	2.03232	0.169894	2.17161	9.05733	0.316478	0.219577	0.200303	0.263641	1.87625	0.00132507	0.00132507	-26706.5	0.0	66.5143	
284850000	55	-45054.1	-18356.2	-26697.8	0.342061	2014.12	1.84649	0.14688	4.07257	9.72017	0.314892	0.214781	0.197849	0.272478	1.57186	0.00198873	0.00198873	-26697.8	0.0	76.4107	
284900000	55	-45250.3	-18579.2	-26671	0.285766	2014.17	1.78537	0.288234	10.7823	6.95273	0.315869	0.215578	0.200002	0.268551	0.736528	0.00148276	0.00148276	-26671	0.0	71.4966	
284950000	55	-46037.5	-19359.6	-26677.9	0.276443	2014.18	1.56631	0.190942	7.08488	7.00819	0.31776	0.213123	0.199723	0.269394	1.05047	0.00180242	0.00180242	-26677.9	0.0	92.9925	
285000000	55	-46122.6	-19446.1	-26676.5	0.275798	2014.18	1.57792	0.192618	10.5516	8.16538	0.319225	0.216729	0.198444	0.265602	1.14311	0.00165551	0.00165551	-26676.5	0.0	83.8876	
285050000	55	-44327.7	-17647.2	-26680.4	0.294219	2014.16	1.6167	0.189136	9.42831	9.24344	0.320961	0.212952	0.19638	0.269708	1.82397	0.0015129	0.0015129	-26680.4	0.0	84.4207	
285100000	55	-42512.3	-15831	-26681.2	0.269356	2014.19	1.33447	0.153594	10.7563	13.655	0.325862	0.212923	0.19395	0.267265	2.56498	0.00250722	0.00250722	-26681.2	0.0	115.981	
285150000	56	-45811.8	-19122.2	-26689.6	0.289152	2014.17	1.50361	0.128982	4.23345	16.6471	0.324602	0.211281	0.202601	0.261516	1.25775	0.00222912	0.00222912	-26689.6	0.0	106.348	
285200000	55	-45029.6	-18374.4	-26655.3	0.271207	2014.19	1.33469	0.13469	7.77796	10.0684	0.32125	0.21256	0.199787	0.266404	0.73466	0.00281155	0.00281155	-26655.3	0.0	118.184	
285250000	55	-45553.9	-18868.6	-26685.2	0.28045	2014.18	1.4904	0.118484	7.80785	7.96047	0.320386	0.212261	0.198346	0.269007	1.32592	0.0020203	0.0020203	-26685.2	0.0	107.981	
285300000	56	-44457.1	-17765.5	-26691.6	0.260076	2014.2	1.38264	0.262038	16.0595	8.97998	0.318331	0.213495	0.201363	0.266811	1.74518	0.00247586	0.00247586	-26691.6	0.0	104.818	
285350000	55	-45191.7	-18509.9	-26681.8	0.317436	2014.14	1.58105	0.158105	5.36972	9.30841	0.318581	0.217895	0.196698	0.266826	1.52507	0.0017114	0.0017114	-26681.8	0.0	92.4409	
285400000	55	-45874.1	-19196.3	-26677.8	0.300112	2014.16	1.67553	0.139437	6.18915	6.25075	0.314702	0.217765	0.198706	0.268828	0.85718	0.00179208	0.00179208	-26677.8	0.0	86.0912	
285450000	55	-45883	-19207.7	-26675.3	0.313451	2014.15	1.4154	0.0805513	-0.339813	12.7924	0.323133	0.211347	0.198136	0.267384	1.08528	0.00185694	0.00185694	-26675.3	0.0	111.915	
285500000	55	-45074.1	-18395	-26679	0.289627	2014.17	1.73279	0.154027	4.9479	7.00214	0.314876	0.216423	0.195536	0.273166	0.734425	0.00155644	0.00155644	-26679	0.0	81.7172	
285550000	55	-44528.7	-17855.8	-26672.8	0.273152	2014.19	1.62257	0.142861	4.10918	10.8811	0.314473	0.213128	0.199163	0.273235	0.6455	0.00183947	0.00183947	-26672.8	0.0	88.5074	
285600000	55	-43725.2	-17069.7	-26655.6	0.328718	2014.13	1.50624	0.092698	-0.892734	5.93385	0.321882	0.21137	0.200108	0.266639	0.595167	0.00165361	0.00165361	-26655.6	0.0	118.667	
285650000	55	-28550.8	-1920.58	-26630.3	0.311977	2014.15	1.31891	0.0776056	3.43384	13.8869	0.321676	0.21414	0.195383	0.268801	0.29331	0.00270128	0.00270128	-26630.3	0.0	132.096	
285700000	55	-7864.79	18740.2	-26605	0.270269	2014.19	1.04856	0.0600318	4.65919	8.46532	0.321548	0.211742	0.195581	0.271129	0.191484	0.00305516	0.00305516	-26605	0.0	154.802	
285750000	56	22714.7	49304.7	-26590	0.303229	2014.16	1.11787	0.0600035	3.97854	11.727	0.316239	0.21299	0.201715	0.269057	0.136183	0.00237918	0.00237918	-26590	0.0	153.932	
285800000	56	5295.06	31917.8	-26622.7	0.315985	2014.14	1.3245	0.0708231	-2.96651	3.50896	0.318825	0.215744	0.19528	0.270152	0.163436	0.0022916	0.0022916	-26622.7	0.0	134.152	
285850000	56	-18418.8	8202.32	-26621.1	0.287377	2014.17	1.30093	0.0766238	4.60737	9.12512	0.323866	0.209584	0.200859	0.265692	0.23117	0.00200286	0.00200286	-26621.1	0.0	139.142	
285900000	55	-17806.5	8819.13	-26625.6	0.25974	2014.2	1.13636	0.0557647	1.52733	7.43606	0.312604	0.216278	0.200565	0.270552	0.224701	0.00264166	0.00264166	-26625.6	0.0	144.627	
285950000	55	-20245.7	6372.97	-26618.6	0.27163	2014.19	1.28679	0.106195	3.45074	11.6315	0.317251	0.217206	0.20002	0.265522	0.241015	0.00231792	0.00231792	-26618.6	0.0	128.549	
286000000	55	-33933.5	-7305	-26628.5	0.282169	2014.18	1.32869	0.121305	7.06958	13.2581	0.317435	0.216028	0.194244	0.272293	0.342542	0.00219666	0.00219666	-26628.5	0.0	128.243	
286050000	55	-44969.8	-18310	-26659.9	0.311635	2014.15	1.42356	0.129137	5.34673	6.59468	0.324582	0.210137	0.200335	0.264946	0.683822	0.0019482	0.0019482	-26659.9	0.0	115.564	
286100000	55	-45907.3	-19240.6	-26666.8	0.286855	2014.17	1.41205	0.119904	2.92059	7.78124	0.317019	0.208886	0.201018	0.273077	0.807401	0.00190284	0.00190284	-26666.8	0.0	113.929	
286150000	55	-45891.5	-19233.3	-26658.2	0.26619	2014.19	1.31573	0.127798	7.3259	8.3263	0.31835	0.217039	0.196238	0.268374	0.861652	0.00250744	0.00250744	-26658.2	0.0	113.844	
286200000	55	-44577.7	-17917.2	-26660.5	0.277713	2014.18	1.34358	0.106485	5.7732	6.77536	0.325253	0.215151	0.193443	0.266153	0.625826	0.00185674	0.00185674	-26660.5	0.0	113.067	
286250000	55	-43050.7	-16393.5	-26657.3	0.294032	2014.16	1.23709	0.0795421	4.94997	5.5044	0.314801	0.217198	0.197751	0.27025	0.559458	0.00239309	0.00239309	-26657.3	0.0	129.195	
286300000	55	-44235	-17591	-26644	0.268349	2014.19	1.28246	0.110701	6.93742	13.5432	0.317894	0.210449	0.200146	0.271511	0.619042	0.00186122	0.00186122	-26644	0.0	114.112	
286350000	55	-45674.6	-18998.3	-26676.3	0.301002	2014.16	1.44265	0.118452	5.22221	7.77827	0.315561	0.217609	0.19846	0.26837	1.16833	0.00210773	0.00210773	-26676.3	0.0	114.333	
286400000	55	-45897.1	-19232.7	-26664.5	0.287821	2014.17	1.40423	0.136507	10.8359	7.79189	0.316011	0.214803	0.200668	0.268517	0.996686	0.0018807	0.0018807	-26664.5	0.0	110.11	
286450000	55	-45267.9	-18614.6	-26653.3	0.293458	2014.16	1.03383	0.0589491	4.00348	16.7888	0.313986	0.219305	0.198617	0.268092	0.756878	0.00326805	0.00326805	-26653.3	0.0	167.576	
286500000	55	-44716.5	-18051.6	-26664.8	0.284906	2014.18	1.05058	0.0467231	-0.0759673	9.7824	0.326463	0.214373	0.192991	0.266173	1.69256	0.0021485	0.0021485	-26664.8	0.0	173.781	
286550000	55	-45452.1	-18799	-26653.1	0.264569	2014.19	0.947291	0.0440194	2.54174	8.97892	0.321256	0.217511	0.198129	0.263104	1.35927	0.00303037	0.00303037	-26653.1	0.0	180.063	
286600000	55	-43826.1	-17173.4	-26652.7	0.283634	2014.18	1.15193	0.0523925	-0.375508	9.02666	0.319368	0.206967	0.199934	0.273731	0.593155	0.00273682	0.00273682	-26652.7	0.0	149.299	
286650000	55	-3392.66	23213.9	-26606.6	0.290595	2014.17	1.18551	0.0897495	4.3019	10.6013	0.324664	0.214844	0.193438	0.267055	0.178554	0.00188997	0.00188997	-26606.6	0.0	138.473	
286700000	56	63207.4	89800	-26592.6	0.296451	2014.16	1.28036	0.0955624	3.36768	13.9976	0.316387	0.215188	0.198751	0.269675	0.0992952	0.00199249	0.00199249	-26592.6	0.0	130.274	
286750000	55	-33326	-6691.64	-26634.4	0.290721	2014.17	1.29258	0.080653	3.18372	12.5452	0.315209	0.218849	0.196292	0.26965	0.335988	0.00258883	0.00258883	-26634.4	0.0	130.305	
286800000	55	-41499.8	-14856.1	-26643.7	0.278202	2014.18	1.30817	0.119469	8.29248	13.8329	0.315357	0.213878	0.200462	0.270303	0.481898	0.00217432	0.00217432	-26643.7	0.0	116.609	
286850000	56	-40026.3	-13362.5	-26663.8	0.257206	2014.2	1.29285	0.203424	19.8352	11.456	0.323607	0.214117	0.196392	0.265884	0.445335	0.00244664	0.00244664	-26663.8	0.0	115.214	
286900000	55	-32930.2	-6293.44	-26636.7	0.264188	2014.19	1.26905	0.102814	11.992	12.7834	0.319172	0.210109	0.199849	0.27087	0.329846	0.0025789	0.0025789	-26636.7	0.0	125.331	
286950000	55	-40299.4	-13658.9	-26640.5	0.279015	2014.18	1.2738	0.105428	5.64301	7.53684	0.319045	0.20928	0.202409	0.269267	0.455423	0.00247054	0.00247054	-26640.5	0.0	128.833	
287000000	55	-40927	-14264.2	-26662.8	0.313256	2014.15	1.70451	0.17993	7.84146	10.5494	0.321725	0.211993	0.195567	0.270715	0.477019	0.00169824	0.00169824	-26662.8	0.0	87.7721	
287050000	55	-29204.2	-2552.05	-26652.1	0.299832	2014.16	1.77273	0.155802	6.76627	13.8493	0.319777	0.20975	0.203079	0.267394	0.297535	0.00140253	0.00140253	-26652.1	0.0	83.4552	
287100000	55	-43464.1	-16794.6	-26669.5	0.274537	2014.18	1.58119	0.162664	7.64813	9.8236	0.31815	0.21237	0.201699	0.26778	0.573551	0.00194485	0.00194485	-26669.5	0.0	93.6704	
287150000	56	-41864	-15195.8	-26668.2	0.277502	2014.18	1.4162	0.140751	11.3092	6.71379	0.311409	0.211922	0.203037	0.273632	0.505961	0.00200311	0.00200311	-26668.2	0.0	108.841	
287200000	55	-44862.4	-18205	-26657.3	0.28061	2014.18	1.39863	0.128154	9.40292	9.52544	0.325208	0.212442	0.196697	0.265652	0.68919	0.00191876	0.00191876	-26657.3	0.0	113.27	
287250000	56	-33847.1	-7202.96	-26644.2	0.272787	2014.19	1.24085	0.112196	9.65045	7.7344	0.318276	0.213682	0.19697	0.271072	0.337953	0.00203157	0.00203157	-26644.2	0.0	124.957	
287300000	55	-42662.3	-16012.6	-26649.7	0.282494	2014.18	1.40459	0.0972229	5.57829	8.26207	0.319223	0.214951	0.196522	0.269303	0.536342	0.00256661	0.00256661	-26649.7	0.0	113.194	
287350000	55	-45712.7	-19054	-26658.7	0.276586	2014.18	1.26205	0.110401	7.17601	7.19645	0.317846	0.214233	0.201933	0.265989	0.782158	0.00255202	0.00255202	-26658.7	0.0	131.463	
287400000	55	-43871.7	-17223.4	-26648.3	0.272114	2014.19	1.2726	0.0778329	5.74356	8.99971	0.32788	0.214913	0.190361	0.266846	0.614058	0.00180699	0.00180699	-26648.3	0.0	127.722	
287450000	55	-42739	-16090.9	-26648	0.288814	2014.17	1.32311	0.0973262	7.09734	6.284	0.323206	0.213359	0.193865	0.269571	0.527097	0.00207487	0.00207487	-26648	0.0	124.325	
287500000	55	-26595.6	39.2907	-26634.9	0.280441	2014.18	1.30004	0.0847505	1.61538	5.2281	0.312162	0.21842	0.198129	0.27129	0.278487	0.00268029	0.00268029	-26634.9	0.0	121.948	
287550000	55	-44799.2	-18135.8	-26663.4	0.300067	2014.16	1.21283	0.0715922	1.99141	15.0001	0.314597	0.214192	0.199414	0.271797	0.664025	0.00240908	0.00240908	-26663.4	0.0	141.296	
287600000	55	-45352.4	-18672.4	-26679.9	0.311607	2014.15	1.4709	0.0726454	0.146948	5.39009	0.324698	0.2137	0.199083	0.262519	1.43835	0.00194857	0.00194857	-26679.9	0.0	123.863	
287650000	55	-43508.5	-16818.5	-26690	0.316018	2014.14	1.48547	0.106143	6.41271	7.40699	0.317624	0.215551	0.195751	0.271074	2.13222	0.00156333	0.00156333	-26690	0.0	115.721	
287700000	55	-42412.8	-15710.2	-26702.6	0.351254	2014.11	1.79581	0.158121	1.7084	4.00675	0.320189	0.212297	0.200874	0.266639	2.49832	0.00164702	0.00164702	-26702.6	0.0	88.2478	
287750000	55	-41191.5	-14497.4	-26694.1	0.340003	2014.12	1.69388	0.187718	6.03869	5.24137	0.31627	0.220964	0.194442	0.268324	3.04911	0.00127187	0.00127187	-26694.1	0.0	89.711	
287800000	55	-43373.6	-16683.7	-26689.9	0.279066	2014.18	1.657	0.244108	11.7613	9.86279	0.3205	0.216051	0.193398	0.270051	2.1341	0.00151536	0.00151536	-26689.9	0.0	87.2877	
287850000	55	-43176.2	-16490.3	-26685.9	0.2956	2014.16	1.50325	0.160138	8.37016	6.08394	0.319823	0.213352	0.199169	0.267657	2.26378	0.00186012	0.00186012	-26685.9	0.0	102.286	
287900000	55	-45136.4	-18466.9	-26669.5	0.276866	2014.18	1.35618	0.0943288	6.89285	8.95335	0.314881	0.213873	0.20158	0.269666	1.51337	0.0019063	0.0019063	-26669.5	0.0	117.8	
287950000	55	-43205.9	-16523.2	-26682.7	0.337348	2014.12	1.4245	0.069203	1.16865	10.7389	0.325695	0.213121	0.194338	0.266846	2.19311	0.00174512	0.00174512	-26682.7	0.0	126.528	
288000000	55	-43354	-16672.3	-26681.7	0.305944	2014.15	1.43933	0.101585	2.08308	11.6987	0.318676	0.214586	0.196912	0.269826	2.19005	0.00189189	0.00189189	-26681.7	0.0	113.455	
288050000	55	-46112.4	-19432.3	-26680.1	0.279688	2014.18	1.44088	0.118486	4.40814	9.32588	0.322357	0.212966	0.198395	0.266282	1.08291	0.00210328	0.00210328	-26680.1	0.0	107.921	
288100000	56	-45644.3	-18957.8	-26686.5	0.280648	2014.18	1.4352	0.127065	5.74407	11.113	0.315419	0.216928	0.197342	0.270311	0.797446	0.00230607	0.00230607	-26686.5	0.0	107.869	
288150000	55	-25780	851.687	-26631.7	0.262015	2014.2	1.51842	0.193282	12.3623	16.6806	0.319215	0.211169	0.20387	0.265746	0.269989	0.0019709	0.0019709	-26631.7	0.0	93.3257	
288200000	55	-30628.8	-3986.54	-26642.3	0.285816	2014.17	1.41047	0.138	6.70692	12.805	0.318574	0.21254	0.199025	0.269862	0.306777	0.00208844	0.00208844	-26642.3	0.0	113.713	
288250000	55	-35791.1	-9130.2	-26660.9	0.317141	2014.14	1.63789	0.130919	5.29985	6.22903	0.316517	0.213502	0.200704	0.269277	0.361332	0.00157493	0.00157493	-26660.9	0.0	95.9735	
288300000	55	-45739.5	-19051.2	-26688.2	0.287187	2014.17	1.74072	0.211003	12.1862	4.99841	0.322395	0.206893	0.201509	0.269203	1.28938	0.00154693	0.00154693	-26688.2	0.0	74.3426	
288350000	55	-45801.8	-19128.1	-26673.8	0.291184	2014.17	1.41406	0.115213	5.66112	13.167	0.323885	0.214555	0.194889	0.26667	1.21128	0.00222393	0.00222393	-26673.8	0.0	108.62	
288400000	55	-45592.9	-18913.1	-26679.8	0.295867	2014.16	1.54512	0.132652	4.40522	8.85993	0.320058	0.208603	0.198564	0.272775	1.31067	0.0020187	0.0020187	-26679.8	0.0	99.9112	
288450000	55	-39903.4	-13249.9	-26653.5	0.343489	2014.12	1.61431	0.0722453	-1.34255	17.7263	0.321736	0.214682	0.195215	0.268367	0.44836	0.00181511	0.00181511	-26653.5	0.0	110.382	
288500000	55	-11007.3	15620.5	-26627.8	0.300825	2014.16	1.29374	0.0978689	6.09135	6.24705	0.32171	0.217447	0.199945	0.260899	0.200342	0.00235953	0.00235953	-26627.8	0.0	126.783	
288550000	55	-13030.7	13589.2	-26620	0.309453	2014.15	1.44367	0.0959165	4.9463	5.34288	0.316805	0.218041	0.194155	0.270999	0.209084	0.00252566	0.00252566	-26620	0.0	113.716	
288600000	55	-30572	-3936.15	-26635.8	0.302501	2014.16	1.66199	0.154465	4.17984	7.34539	0.321387	0.207025	0.200984	0.270604	0.304457	0.0017987	0.0017987	-26635.8	0.0	87.0406	
288650000	55	-43420.2	-16767.2	-26653	0.267212	2014.19	1.379	0.14752	12.1025	5.52664	0.319478	0.211166	0.199345	0.270012	0.567125	0.00186674	0.00186674	-26653	0.0	111.453	
288700000	55	-45488.1	-18800.9	-26687.1	0.290657	2014.17	1.54932	0.212158	7.56707	10.8434	0.318956	0.215307	0.196651	0.269085	1.3686	0.00262946	0.00262946	-26687.1	0.0	93.4144	
288750000	55	-44011.6	-17335.2	-26676.4	0.298394	2014.16	1.45846	0.155346	3.20029	8.16313	0.318036	0.218917	0.19854	0.264506	1.93831	0.00194289	0.00194289	-26676.4	0.0	100.471	
288800000	55	-42894.3	-16210.9	-26683.4	0.295513	2014.16	1.44506	0.120956	7.04914	11.3205	0.318323	0.216023	0.19916	0.266494	2.3919	0.00165479	0.00165479	-26683.4	0.0	110.842	
288850000	55	-44160.9	-17477.8	-26683.2	0.289869	2014.17	1.55725	0.13773	6.979	4.95831	0.32675	0.213559	0.190658	0.269032	1.89269	0.00172586	0.00172586	-26683.2	0.0	102.939	
288900000	55	-45092.9	-18406.6	-26686.3	0.304462	2014.15	1.78977	0.248837	7.85798	14.7705	0.319745	0.212518	0.197653	0.270085	1.56393	0.00188914	0.00188914	-26686.3	0.0	79.8342	
288950000	55	-45189.7	-18506.9	-26682.8	0.29527	2014.16	1.64798	0.138396	8.55314	8.68511	0.317763	0.215582	0.202524	0.264131	1.52618	0.00158783	0.00158783	-26682.8	0.0	87.3732	
289000000	56	-41364.5	-14660	-26704.5	0.28888	2014.17	1.51767	0.132805	6.13541	9.82295	0.315102	0.21035	0.202022	0.272526	3.02043	0.00181803	0.00181803	-26704.5	0.0	97.6523	
289050000	55	-37986.8	-11300.6	-26686.2	0.276008	2014.18	1.35102	0.095081	2.91288	12.4366	0.318891	0.217518	0.198628	0.264963	4.66892	0.00203905	0.00203905	-26686.2	0.0	120.128	
289100000	55	-39359.7	-12679.7	-26680	0.27582	2014.18	1.3023	0.124422	7.72808	6.01992	0.31307	0.219584	0.199896	0.26745	3.86104	0.00227771	0.00227771	-26680	0.0	123.085	
289150000	55	-39077.4	-12385.5	-26691.9	0.314785	2014.15	1.55317	0.102848	2.59415	12.6093	0.317461	0.214282	0.197891	0.270366	3.9938	0.00189063	0.00189063	-26691.9	0.0	110.464	
289200000	55	-38668.6	-11968.4	-26700.2	0.333816	2014.13	1.67812	0.102244	3.85981	9.7257	0.320345	0.216148	0.196301	0.267206	4.31188	0.0020832	0.0020832	-26700.2	0.0	104.233	
289250000	55	-40201.5	-13516	-26685.5	0.263695	2014.19	1.3834	0.172664	12.348	5.42594	0.323103	0.208247	0.201485	0.267166	3.47332	0.00208505	0.00208505	-26685.5	0.0	105.926	
289300000	55	-42095.5	-15417.6	-26677.9	0.271842	2014.19	1.3161	0.119764	7.53629	8.08375	0.320136	0.213624	0.195149	0.271091	2.6906	0.00268219	0.00268219	-26677.9	0.0	120.757	
289350000	55	-43387.4	-16700.5	-26686.9	0.271505	2014.19	1.259	0.150212	10.4113	5.87539	0.321326	0.218696	0.195877	0.264102	2.20616	0.00219776	0.00219776	-26686.9	0.0	126.833	
