# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_b.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
6300000000	4371	-105432	-33714.9	-71717.5	1.59971	2023.99	102.89	0	6.24524	-1.09208	-0.847113	-0.501557	-0.0656291	-0.767109	-0.234364	0.505347	0.998453	0.821677	0.677388	-0.0196167	-0.920124	0.25535	0.542646	0.561625	0.319374	0.14973	-0.41299	-1.05396	-0.976147	-0.715363	-1.09359	-0.934294	1.833	17.0506	0.320634	0.210737	0.2451	0.223528	0.49461	0.00333753	0.00333753	-71717.5	0.0	-4077.59	
6302000000	4367	-105306	-33692.6	-71613.6	1.60117	2023.99	101.01	0	6.24524	-1.16225	-0.69542	-0.686261	-0.227461	-0.428921	-0.219264	0.498518	0.865534	0.973593	0.634438	-0.0233424	-0.978498	-0.11641	0.401864	0.530306	0.192094	0.33412	-0.270126	-1.53954	-2.00261	-1.69311	-1.65669	-1.27598	1.833	15.5628	0.330162	0.199314	0.251391	0.219133	0.504197	0.00342454	0.00342454	-71613.6	0.0	-3964.33	
6304000000	4366	-105049	-33572.3	-71477.1	1.59889	2023.99	99.3861	0	6.24524	-1.12615	-1.21861	-0.639896	-0.271708	-0.418547	-0.248015	0.675039	1.15568	0.871086	0.607261	-0.0182336	-0.989108	0.0011927	0.647837	0.447783	0.395055	-0.0171923	-0.506067	-1.02249	-1.75492	-2.44284	-2.44484	-2.29769	1.833	15.8649	0.331298	0.199972	0.246432	0.222298	0.481325	0.00323853	0.00323853	-71477.1	0.0	-3877.77	
6306000000	4365	-105531	-33952.6	-71578.1	1.57121	2024.02	99.8063	0	6.24524	-1.12803	-1.06599	-0.636131	-0.1716	-0.699398	-0.0740286	0.537546	0.684968	0.935937	0.579909	0.135196	-0.920604	0.275144	0.432677	0.376457	0.153751	0.17634	-0.704094	-1.29652	-2.09508	-2.44067	-2.68958	-2.85909	1.833	16.4121	0.332783	0.207149	0.246289	0.213778	0.513546	0.00349436	0.00349436	-71578.1	0.0	-3903.52	
6308000000	4364	-106001	-34376.3	-71624.4	1.57833	2024.01	99.3099	0	6.24524	-1.01404	-1.08461	-0.394235	-0.244168	-0.646796	-0.203178	0.809659	0.928245	0.885417	0.653631	0.215527	-1.03762	0.172185	0.492379	0.246877	0.400037	0.057571	-0.47994	-1.74846	-2.79561	-3.03789	-2.95896	-3.39716	1.833	17.8065	0.330663	0.208595	0.242362	0.21838	0.539965	0.00326918	0.00326918	-71624.4	0.0	-3872.72	
6310000000	4367	-105509	-33955.3	-71553.4	1.61664	2023.98	99.1838	0	6.24524	-0.955095	-1.13221	-0.492179	-0.246653	-0.412886	0.0957172	0.645157	0.866168	0.978577	0.542554	0.0545907	-1.17313	-0.0396828	0.530396	0.360682	0.128054	0.03613	-0.563839	-1.3278	-2.35257	-1.97734	-2.71601	-3.02597	1.833	18.1895	0.322047	0.206116	0.245868	0.225969	0.509944	0.00330315	0.00330315	-71553.4	0.0	-3841.45	
6312000000	4365	-105529	-34019.5	-71509.6	1.63124	2023.96	100.395	0	6.24524	-0.995268	-0.890194	-0.702111	-0.0330279	-0.452781	-0.0646981	0.735745	0.88451	1.00499	0.568988	0.0369033	-1.05461	0.00156865	0.625578	0.314438	0.207491	0.0957952	-0.644288	-1.74267	-2.18615	-2.46992	-2.24897	-2.32695	1.833	16.2784	0.332481	0.203797	0.240055	0.223666	0.507853	0.00328548	0.00328548	-71509.6	0.0	-3921.59	
6314000000	4361	-105350	-33833.3	-71516.7	1.61697	2023.98	99.6433	0	6.24524	-1.43239	-1.09639	-0.693528	-0.18015	-0.494179	0.162673	0.32887	0.907154	0.988394	0.616437	0.0916211	-0.99367	0.0992777	0.497418	0.427321	0.252357	0.171407	-0.441672	-1.61653	-2.0749	-2.56807	-2.73032	-2.76021	1.833	18.1646	0.321921	0.198381	0.252116	0.227583	0.508561	0.00336763	0.00336763	-71516.7	0.0	-3895.15	
6316000000	4359	-105842	-34453.2	-71388.9	1.63239	2023.96	100.807	0	6.24524	-1.45242	-1.02569	-0.589688	-0.299935	-0.169628	0.196174	0.529021	0.97523	0.948863	0.665538	-0.00711234	-0.907699	0.0928017	0.615859	0.26006	0.303357	0.0657997	-0.460791	-1.32635	-1.45751	-1.92826	-2.75147	-2.69163	1.833	17.6827	0.331405	0.205751	0.23606	0.226785	0.506595	0.00326838	0.00326838	-71388.9	0.0	-3942.27	
6318000000	4356	-105890	-34443.1	-71446.5	1.58805	2024.01	100.136	0	6.24524	-1.0766	-0.986353	-0.601747	-0.167886	-0.43324	0.187009	0.541545	0.997131	0.831142	0.557779	0.217353	-0.898418	0.243256	0.409338	0.183041	0.419386	0.118337	-0.371556	-1.87719	-1.80612	-2.14436	-2.02093	-2.127	1.833	16.0046	0.317409	0.209406	0.248813	0.224372	0.522095	0.0033099	0.0033099	-71446.5	0.0	-3920.04	
6320000000	4360	-105568	-34049.8	-71517.9	1.57143	2024.02	98.8641	0	6.24524	-1.09802	-1.23212	-0.766353	-0.302367	-0.551996	-0.395891	0.693058	0.96035	0.849887	0.538844	0.0968248	-0.966532	0.138087	0.577493	0.23573	0.0376632	-0.0320246	-0.32227	-1.97241	-1.67177	-1.55063	-1.77904	-1.2538	1.833	15.8472	0.332474	0.205778	0.239975	0.221773	0.513748	0.00336484	0.00336484	-71517.9	0.0	-3813.91	
6322000000	4364	-106328	-34692	-71636.3	1.64857	2023.95	101.113	0	6.24524	-0.868967	-1.1264	-0.464189	-0.241348	-0.230617	-0.249747	0.701493	0.975551	0.960529	0.59738	0.0323654	-0.975561	0.0170924	0.628178	0.302799	0.295175	0.102447	-0.176674	-1.39333	-1.6779	-2.04363	-2.9105	-2.91961	1.833	16.3923	0.33117	0.202395	0.238864	0.22757	0.536791	0.00325917	0.00325917	-71636.3	0.0	-3950.74	
6324000000	4364	-106346	-34657	-71689.2	1.69859	2023.9	101.892	0	6.24524	-1.07384	-1.12218	-0.397166	-0.102826	-0.754562	-0.308455	0.495608	0.809762	0.960258	0.652446	-0.122122	-1.06229	0.109811	0.592187	0.485254	0.344437	0.00408481	-0.0827107	-1.43483	-1.7802	-2.56375	-2.97825	-2.98651	1.833	16.3553	0.329381	0.202347	0.242201	0.226071	0.541541	0.00338916	0.00338916	-71689.2	0.0	-4001.75	
6326000000	4363	-105987	-34327.5	-71659.5	1.66878	2023.92	101.817	0	6.24524	-1.01353	-0.962279	-0.439939	-0.305411	-0.530653	-0.268073	0.466997	0.809261	0.869247	0.645178	0.00201827	-0.903104	0.19069	0.569667	0.491128	0.233223	-0.026182	-0.441547	-1.53579	-2.51638	-2.65655	-2.3494	-2.08165	1.833	17.5181	0.320711	0.204061	0.243189	0.23204	0.523919	0.0032648	0.0032648	-71659.5	0.0	-4015.82	
6328000000	4364	-105872	-34176.8	-71695.2	1.61546	2023.98	101.983	0	6.24524	-0.982026	-0.898871	-0.639055	-0.239212	-0.753904	-0.0522166	0.708298	0.86917	0.936282	0.782836	0.0606495	-0.989417	0.380077	0.710157	0.530903	0.0919999	0.309676	-0.17259	-1.87893	-2.07973	-2.09057	-2.08268	-2.0142	1.833	17.8992	0.329326	0.20417	0.246707	0.219797	0.5105	0.00331933	0.00331933	-71695.2	0.0	-3998.84	
6330000000	4363	-105080	-33620.3	-71459.8	1.55916	2024.03	103.279	0	6.24524	-1.1891	-0.720751	-0.471975	-0.114992	-0.777601	-0.0705603	0.737248	0.821307	0.935077	0.683114	0.0557054	-0.852583	0.216165	0.454814	0.391351	0.257486	0.0946949	-0.0742428	-1.73457	-1.77621	-1.74138	-2.03612	-1.84933	1.833	17.8223	0.332987	0.200484	0.243417	0.223113	0.473827	0.00327272	0.00327272	-71459.8	0.0	-4109.35	
6332000000	4362	-106233	-34542.3	-71690.9	1.58277	2024.01	104.541	0	6.24524	-0.958285	-1.03915	-0.427923	-0.0551635	-0.453707	-0.119525	0.656632	0.825769	1.02369	0.68561	0.21151	-0.708151	0.095548	0.482823	0.466872	0.173846	0.0702936	-0.0786811	-1.74196	-1.52701	-1.07774	-0.769326	-1.33281	1.833	15.9989	0.324609	0.205303	0.242415	0.227672	0.502041	0.00319796	0.00319796	-71690.9	0.0	-4187.57	
6334000000	4362	-106017	-34256.7	-71760.7	1.66587	2023.93	103.347	0	6.24524	-1.11805	-0.709129	-0.528813	-0.314293	-0.524826	-0.356073	0.503722	0.97296	0.893423	0.657854	0.0855073	-0.835408	0.19095	0.582045	0.411221	0.257568	0.303378	-0.135218	-1.27704	-1.82963	-1.57767	-1.10546	-1.42649	1.833	17.4108	0.329854	0.20105	0.241795	0.227302	0.518934	0.00325619	0.00325619	-71760.7	0.0	-4075.56	
6336000000	4364	-104341	-32885.2	-71455.5	1.62092	2023.97	101.444	0	6.24524	-0.942665	-0.943744	-0.554574	-0.46763	-0.69548	-0.240983	0.626849	0.837855	0.900988	0.597086	-0.0033562	-0.831959	0.0079932	0.689221	0.510767	0.342262	0.226108	-0.235027	-0.99146	-0.544946	-0.732608	-0.651023	-0.67957	1.833	17.1477	0.325477	0.203029	0.245962	0.225532	0.452047	0.0032188	0.0032188	-71455.5	0.0	-3990.9	
6338000000	4361	-106066	-34351.8	-71714.5	1.57976	2024.01	103.657	0	6.24524	-0.917931	-0.709782	-0.52704	-0.134168	-0.38653	-0.113154	0.591862	0.727472	0.874027	0.678717	0.0211618	-0.809545	-0.0211736	0.65238	0.421299	0.377281	0.398115	0.0254982	-1.88034	-1.42843	-1.45946	-1.43358	-1.93959	1.833	16.2804	0.324298	0.206408	0.247586	0.221708	0.536665	0.00328301	0.00328301	-71714.5	0.0	-4108.2	
6340000000	4361	-105156	-33685.4	-71470.9	1.62029	2023.97	102.352	0	6.24524	-1.12941	-0.960059	-0.692661	-0.159112	-0.277289	-0.0698073	0.550322	0.725481	0.89753	0.62761	0.0139295	-0.905853	-0.0716208	0.661459	0.557945	0.428128	0.127945	-0.226936	-1.40561	-2.60646	-2.32927	-2.68079	-2.51466	1.833	16.3218	0.319455	0.204525	0.247183	0.228836	0.46664	0.00311551	0.00311551	-71470.9	0.0	-4036.22	
6342000000	4360	-105364	-33881.5	-71482.2	1.66102	2023.93	101.665	0	6.24524	-1.04452	-1.1677	-0.663665	-0.116133	-0.58517	0.103866	0.677193	0.695414	0.824857	0.778691	0.143019	-1.11299	0.257898	0.628975	0.448823	0.212057	0.184532	-0.152333	-1.40273	-1.84207	-2.20149	-2.41993	-2.16861	1.833	17.0073	0.329925	0.203439	0.246792	0.219844	0.502623	0.00334176	0.00334176	-71482.2	0.0	-3947.61	
6344000000	4359	-105600	-34058.6	-71541.3	1.57283	2024.02	99.266	0	6.24524	-1.25484	-1.05274	-0.626689	-0.3832	-0.640086	-0.206115	0.256189	0.780258	0.931295	0.601346	-0.0650713	-0.992298	0.332109	0.385668	0.561196	0.335771	0.124725	-0.479546	-1.82673	-1.59366	-2.25994	-2.64369	-1.90929	1.833	17.5165	0.326055	0.200725	0.250042	0.223177	0.532522	0.00348165	0.00348165	-71541.3	0.0	-3852.07	
6346000000	4360	-106386	-34832.8	-71553.2	1.57144	2024.02	100.251	0	6.24524	-1.09679	-1.13409	-0.488343	-0.156047	-0.797337	-0.107528	0.424855	0.95597	0.938844	0.681133	0.0840156	-1.09372	0.157998	0.415655	0.531815	0.287239	0.108541	-0.40023	-1.23376	-0.556729	0.196912	0.476457	-0.251565	1.833	16.2187	0.326966	0.20859	0.244949	0.219496	0.555183	0.00333712	0.00333712	-71553.2	0.0	-3897.35	
6348000000	4365	-105793	-34241.6	-71551	1.6245	2023.97	101.989	0	6.24524	-0.851607	-1.0083	-0.744067	-0.298137	-0.67712	-0.0521518	0.591511	1.19279	1.00882	0.682133	0.255295	-0.761672	0.0280221	0.422217	0.672642	0.161352	0.0393262	-0.532377	-1.35736	-1.767	-1.55918	-1.09259	-1.46169	1.833	17.2937	0.327162	0.209863	0.244431	0.218545	0.49548	0.00327828	0.00327828	-71551	0.0	-4046.31	
6350000000	4362	-105047	-33509.2	-71537.8	1.60733	2023.99	103.808	0	6.24524	-0.885208	-0.9184	-0.392649	-0.20519	-0.494116	-0.242903	0.574946	0.9135	0.856719	0.63027	0.104482	-0.766241	0.310872	0.504561	0.622422	0.288526	0.192668	-0.465511	-1.3979	-1.62434	-1.76188	-1.92553	-2.22234	1.833	16.7095	0.328132	0.205182	0.247013	0.219673	0.450392	0.00308516	0.00308516	-71537.8	0.0	-4185.18	
6352000000	4361	-105843	-34135.6	-71707.1	1.64276	2023.95	104.956	0	6.24524	-0.842279	-0.98388	-0.488902	-0.155477	-0.162085	-0.11248	0.674867	0.701255	0.973092	0.681687	0.00903618	-0.759768	0.297618	0.539784	0.639405	0.550156	0.385756	-0.296132	-1.51722	-1.35327	-1.70947	-1.02926	-0.873292	1.833	16.4356	0.326958	0.200023	0.248018	0.225001	0.496205	0.00308328	0.00308328	-71707.1	0.0	-4217.24	
6354000000	4361	-104842	-33379.1	-71462.6	1.66715	2023.93	102.188	0	6.24524	-1.07494	-0.92102	-0.446832	-0.169471	-0.626128	-0.0391902	0.588432	0.940077	0.957982	0.647414	0.163163	-0.898278	0.289378	0.55068	0.41271	0.427339	0.161963	-0.144689	-0.918147	-1.76994	-2.06776	-1.87577	-1.6488	1.833	17.057	0.338313	0.204959	0.23648	0.220248	0.486111	0.00326515	0.00326515	-71462.6	0.0	-4011.02	
6356000000	4362	-105621	-34077.4	-71543.8	1.54405	2024.05	100.319	0	6.24524	-0.99702	-1.05811	-0.566379	-0.258095	-0.662757	0.0140151	0.614116	0.74612	0.896536	0.658081	0.0162956	-0.698305	0.0456848	0.578468	0.330244	0.287682	0.219089	-0.522722	-1.51378	-1.75852	-1.98149	-1.63556	-1.00807	1.833	15.8808	0.329647	0.201329	0.245437	0.223587	0.501088	0.00327839	0.00327839	-71543.8	0.0	-3961.8	
6358000000	4360	-105679	-34076.4	-71602.8	1.5868	2024.01	99.2961	0	6.24524	-1.12306	-0.994352	-0.702156	-0.190583	-0.431376	-0.308009	0.604645	0.713169	0.925469	0.605801	0.0443088	-1.01756	0.0928972	0.714475	0.365687	0.319558	0.157852	-0.836367	-1.88091	-2.00898	-2.16753	-2.45628	-2.36348	1.833	16.4247	0.330411	0.201663	0.245015	0.222912	0.532698	0.00337261	0.00337261	-71602.8	0.0	-3870.36	
6360000000	4360	-106278	-34787.4	-71490.7	1.58699	2024.01	98.9799	0	6.24524	-1.10948	-1.09827	-0.587125	-0.236869	-0.368171	-0.255696	0.491876	0.817583	0.872709	0.630353	-0.0499137	-0.873489	0.0382508	0.821179	0.449581	0.220088	0.203054	-0.919982	-1.96383	-2.63599	-2.60322	-2.49396	-2.38207	1.833	17.0663	0.327181	0.202702	0.245236	0.224881	0.548074	0.00330352	0.00330352	-71490.7	0.0	-3846.37	
6362000000	4364	-105168	-33699.9	-71467.7	1.60394	2023.99	99.7771	0	6.24524	-1.04371	-1.01823	-0.741368	-0.26408	-0.599815	0.0484745	0.49532	0.739154	0.909439	0.709975	0.132347	-0.705143	0.100159	0.645437	0.485641	0.167047	-0.0128714	-0.611858	-2.27061	-2.2585	-2.23408	-2.2841	-1.89114	1.833	16.4823	0.335234	0.199656	0.241829	0.223282	0.493542	0.00335814	0.00335814	-71467.7	0.0	-3902.1	
6364000000	4360	-106314	-34706.4	-71607.3	1.60282	2023.99	102.461	0	6.24524	-1.05415	-0.944625	-0.535725	-0.147085	-0.584454	-0.270962	0.449803	0.831962	0.98042	0.834029	-0.00282422	-0.795211	-0.0345043	0.503107	0.547362	0.184201	0.184267	-0.271123	-1.0132	-1.35119	-1.22184	-1.29106	-1.06015	1.833	16.4562	0.323063	0.202701	0.249899	0.224337	0.538244	0.00325754	0.00325754	-71607.3	0.0	-4103.72	
6366000000	4360	-106646	-34944.8	-71701.1	1.63621	2023.96	102.745	0	6.24524	-1.00148	-0.641594	-0.298903	-0.268322	-0.675178	0.116522	0.662978	1.05541	0.975675	0.807461	-0.154827	-0.782731	0.0300836	0.50381	0.468398	0.235055	0.197179	-0.375012	-1.11897	-0.878226	-0.931481	-1.01029	-0.978154	1.833	18.3835	0.32645	0.210218	0.244224	0.219108	0.532561	0.0032402	0.0032402	-71701.1	0.0	-4100.59	
6368000000	4357	-105841	-34326.4	-71514.5	1.60871	2023.98	100.687	0	6.24524	-1.03353	-0.671681	-0.507852	-0.135333	-0.510278	0.0314152	0.511433	0.818679	1.06042	0.58404	0.0441842	-0.939749	0.0705396	0.660124	0.316579	0.299126	0.0476343	-0.475906	-1.02848	-0.572045	-0.581628	-0.774158	-1.12009	1.833	17.6905	0.329353	0.204561	0.243238	0.222849	0.521172	0.00329591	0.00329591	-71514.5	0.0	-3973.92	
6370000000	4355	-105109	-33690.3	-71418.9	1.61112	2023.98	100.552	0	6.24524	-0.968528	-0.851957	-0.568969	-0.274121	-0.64176	-0.235112	0.581486	0.735194	0.953264	0.461077	-0.122069	-1.03447	-0.0428405	0.729243	0.426592	0.451449	0.0504317	-0.694245	-1.28066	-1.55505	-1.27593	-1.779	-2.11099	1.833	17.1279	0.326863	0.203619	0.249695	0.219823	0.474899	0.0032305	0.0032305	-71418.9	0.0	-3934.4	
6372000000	4355	-105305	-33853.9	-71451.5	1.66105	2023.93	101.898	0	6.24524	-1.02968	-0.95533	-0.52001	-0.183516	-0.663228	0.0391702	0.773803	0.896639	0.975783	0.592159	-0.0408086	-0.964851	0.217187	0.553284	0.245116	0.372269	0.203807	-0.749085	-1.65978	-2.05594	-2.17029	-2.28033	-2.78381	1.833	16.7735	0.328064	0.204002	0.247619	0.220315	0.493574	0.00333227	0.00333227	-71451.5	0.0	-4027.91	
6374000000	4355	-105524	-34151.4	-71372.7	1.57548	2024.02	98.8048	0	6.24524	-1.11626	-1.0107	-0.470806	0.0874167	-0.702244	-0.0389012	0.937181	0.765511	0.907112	0.582209	-0.0135836	-0.793712	0.109523	0.470776	0.224991	0.22313	-0.000446867	-0.840413	-1.69753	-1.77458	-1.9346	-1.65555	-1.74543	1.833	17.2326	0.324364	0.209548	0.246925	0.219164	0.495476	0.00330973	0.00330973	-71372.7	0.0	-3857.32	
6376000000	4363	-104647	-33314	-71332.6	1.57566	2024.02	97.6549	0	6.24524	-1.08787	-1.16944	-0.671204	-0.245894	-0.524677	0.0825928	0.350842	0.852971	0.96287	0.532558	-0.104795	-0.955299	0.0963839	0.501269	0.289614	0.282465	0.064301	-0.943934	-1.25015	-0.497633	-0.261556	-0.280057	-0.0511895	1.833	16.7237	0.32677	0.202339	0.246834	0.224057	0.494505	0.00354952	0.00354952	-71332.6	0.0	-3795.29	
6378000000	4364	-106227	-34651.3	-71576	1.61617	2023.98	98.5126	0	6.24524	-1.36629	-0.99662	-0.649017	-0.280202	-0.584987	-0.343145	0.420011	0.8301	0.917415	0.540973	0.0822048	-1.0229	0.146765	0.562605	0.224148	0.329662	0.107033	-0.853893	-1.12564	-0.813743	-0.99529	-0.633087	-0.472285	1.833	17.2104	0.326935	0.203485	0.247389	0.222191	0.537774	0.00329543	0.00329543	-71576	0.0	-3812.05	
6380000000	4361	-105525	-34001.2	-71523.7	1.6233	2023.97	99.9216	0	6.24524	-1.13504	-0.860391	-0.581607	-0.275623	-0.528394	-0.1854	0.474039	0.996893	0.986154	0.601379	0.0761199	-0.909598	0.149155	0.538102	0.491368	0.120433	0.114813	-0.685637	-1.14114	-0.782567	-0.0799158	0.101845	0.31391	1.833	17.2496	0.324662	0.207229	0.243983	0.224125	0.49446	0.00325563	0.00325563	-71523.7	0.0	-3928.61	
6382000000	4364	-106035	-34454.3	-71581	1.63482	2023.96	100.248	0	6.24524	-1.04526	-1.0887	-0.439158	-0.163373	-0.621795	-0.188459	0.648277	1.12728	0.898141	0.596899	0.00621431	-0.954139	0.198283	0.428785	0.336833	0.165191	0.112047	-0.654683	-0.852516	-1.04819	-1.61832	-1.23319	-1.01272	1.833	16.4828	0.330694	0.199741	0.246718	0.222848	0.515564	0.00325995	0.00325995	-71581	0.0	-3933.51	
6384000000	4361	-105343	-33788.4	-71554.6	1.56253	2024.03	100.589	0	6.24524	-0.959919	-1.06971	-0.690927	-0.141866	-0.610519	-0.0888208	0.75261	1.11777	0.963592	0.602898	-0.0178935	-1.17949	-0.0275838	0.429216	0.513247	0.371257	0.0944526	-0.562394	-1.71391	-1.18035	-1.1178	-0.999615	-1.58356	1.833	18.0429	0.336882	0.198187	0.242081	0.222851	0.479633	0.00329169	0.00329169	-71554.6	0.0	-3961.07	
6386000000	4361	-104891	-33431.2	-71459.7	1.62053	2023.97	100.219	0	6.24524	-1.10377	-1.16699	-0.422882	-0.263709	-0.661993	-0.209458	0.720254	0.972338	0.911406	0.682909	0.0409435	-1.13648	-0.244602	0.504507	0.406509	0.327303	0.291522	-0.560348	-0.886785	-1.11867	-1.42072	-1.37075	-1.56509	1.833	18.9539	0.323555	0.202985	0.251451	0.222009	0.489203	0.00342474	0.00342474	-71459.7	0.0	-3915.87	
6388000000	4360	-106482	-34762.2	-71720.2	1.62201	2023.97	104.027	0	6.24524	-0.897244	-1.01384	-0.279956	-0.0412602	-0.56416	0.0141271	0.505987	0.936565	0.920107	0.787096	0.0381892	-1.01531	-0.0106279	0.696488	0.491358	0.39368	0.306495	-0.386685	-1.84029	-2.06327	-1.23516	-0.84092	-0.870532	1.833	18.0418	0.328124	0.203003	0.245831	0.223043	0.545364	0.00319325	0.00319325	-71720.2	0.0	-4153.97	
6390000000	4363	-106126	-34497.8	-71628.6	1.62069	2023.97	103.129	0	6.24524	-0.804723	-0.59244	-0.34716	-0.301405	-0.484366	-0.0824287	0.517184	0.750857	0.871803	0.68149	0.155898	-0.697579	0.370229	0.646235	0.514777	0.155476	0.32253	-0.370644	-1.59249	-1.43597	-1.02682	-1.28892	-1.16202	1.833	17.0821	0.326718	0.202445	0.249891	0.220945	0.523835	0.00320169	0.00320169	-71628.6	0.0	-4118.45	
6392000000	4362	-106723	-35022.9	-71700.4	1.66983	2023.92	104.652	0	6.24524	-0.743139	-0.673995	-0.509971	-0.183115	-0.410319	-0.0114563	0.606437	0.906652	0.97592	0.648407	0.107912	-0.753816	0.370686	0.657077	0.394249	0.323765	0.325291	-0.252013	-1.26625	-0.573095	-0.294993	-0.688499	-1.06839	1.833	16.5625	0.329249	0.20347	0.246754	0.220527	0.545285	0.00314717	0.00314717	-71700.4	0.0	-4184.05	
6394000000	4362	-105542	-33974.9	-71567.3	1.62763	2023.96	101.59	0	6.24524	-1.08846	-1.01621	-0.661394	0.0298452	-0.514284	0.284531	0.577471	0.836189	0.97739	0.572858	-0.0241352	-0.932716	-0.140391	0.390489	0.422971	0.245737	0.169522	-0.180182	-1.17804	-1.7364	-1.55913	-0.846563	0.237634	1.833	17.8747	0.331629	0.202289	0.246793	0.21929	0.50271	0.00330528	0.00330528	-71567.3	0.0	-4025.67	
6396000000	4356	-105651	-34086.2	-71565.2	1.68411	2023.91	104.727	0	6.24524	-1.01031	-1.07358	-0.297633	0.0660544	-0.635625	0.170637	0.478923	0.815564	1.00399	0.597105	0.0808183	-0.960128	0.124302	0.595219	0.665039	0.38088	0.253152	-0.244007	-1.23744	-1.31446	-1.34311	-1.79799	-2.37189	1.833	16.9484	0.318479	0.204709	0.249094	0.227717	0.491642	0.00314169	0.00314169	-71565.2	0.0	-4167.96	
6398000000	4360	-105528	-33934.5	-71593.8	1.60948	2023.98	104.379	0	6.24524	-0.993505	-1.00509	-0.576259	-0.275101	-0.483821	-0.0246542	0.915318	0.899169	1.02111	0.608526	0.160649	-0.912708	0.223554	0.55037	0.518149	0.370309	0.382656	-0.216221	-1.0063	-1.40191	-1.50615	-1.33725	-0.821543	1.833	17.0807	0.322629	0.209148	0.248639	0.219583	0.490727	0.00321027	0.00321027	-71593.8	0.0	-4124.33	
6400000000	4360	-105582	-34025.7	-71556.7	1.59269	2024	103.86	0	6.24524	-1.06441	-1.18413	-0.463101	-0.307014	-0.538732	0.183874	0.548272	0.804158	0.954411	0.6786	0.0370759	-0.853578	0.121869	0.590789	0.46121	0.364686	0.273939	-0.272229	-1.53642	-0.710782	-0.306635	-0.318191	-0.195487	1.833	16.2129	0.324518	0.201924	0.247429	0.22613	0.480734	0.00317834	0.00317834	-71556.7	0.0	-4130.78	
6402000000	4357	-105984	-34514.2	-71470.2	1.60726	2023.99	101.479	0	6.24524	-1.13707	-1.06662	-0.44177	-0.240514	-0.330339	0.177598	0.417374	0.743528	0.939615	0.642393	0.0613967	-0.911826	0.157512	0.585654	0.596779	0.3145	0.154488	-0.435977	-1.23532	-1.4387	-2.04129	-2.12911	-2.29235	1.833	16.6237	0.328139	0.202942	0.247702	0.221216	0.537298	0.00334954	0.00334954	-71470.2	0.0	-3986.84	
6404000000	4359	-106296	-34742.1	-71553.5	1.62518	2023.97	103.146	0	6.24524	-1.18059	-1.04289	-0.374046	-0.216549	-0.507789	-0.119381	0.618495	0.926831	1.05059	0.557704	0.106881	-0.867883	0.241864	0.620123	0.376351	0.316386	0.126811	-0.365205	-1.84505	-2.75301	-2.47851	-2.60634	-2.64185	1.833	17.3381	0.323582	0.199194	0.247632	0.229591	0.517704	0.0030838	0.0030838	-71553.5	0.0	-4045.44	
6406000000	4366	-106150	-34471.4	-71678.8	1.61453	2023.98	102.351	0	6.24524	-1.1344	-0.814965	-0.459654	-0.301513	-0.285564	-0.442181	0.54676	0.731701	1.00291	0.655811	0.129585	-0.990239	0.293729	0.433059	0.280886	0.450044	-0.0746341	-0.123643	-1.21754	-2.47131	-2.4738	-2.52052	-2.43587	1.833	17.8234	0.324122	0.200523	0.254086	0.221269	0.518295	0.00327133	0.00327133	-71678.8	0.0	-4037.73	
