# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/ebola_dudas_alpha_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
2472000000	2791	-87305.3	-23895.8	-63409.5	1.87855	2013.93	130.84	0	12.4882	-0.855427	-0.918965	-0.438839	-0.238666	-0.00751084	0.503004	1.28586	1.53331	1.5152	1.65039	2.21366	2.31697	2.79563	2.18917	1.35817	0.92319	0.0678116	-0.699123	-0.890902	-0.448517	-0.762174	-1.17341	-1.68316	-1.27869	-1.31137	2	10.2459	0.313272	0.216563	0.198926	0.271239	0.397834	0.00112782	0.00112782	-63409.5	0.0	-3776.49	
2474000000	2790	-89237.1	-25889	-63348	1.74932	2014.06	132.708	0	12.4882	-0.176906	-0.244676	0.113658	-0.181207	0.341726	0.34422	0.721605	1.24325	1.30627	1.62322	2.23533	2.31472	2.99196	2.59213	1.45738	0.689403	0.255438	-1.10286	-1.09624	-1.0177	-1.0679	-1.30831	-1.992	-1.95278	-1.97943	2	10.3383	0.313402	0.220093	0.202233	0.264272	0.424593	0.00112338	0.00112338	-63348	0.0	-3834.58	
2476000000	2790	-87090.3	-23716.6	-63373.7	1.78726	2014.02	129.95	0	12.4882	-0.251651	-0.602007	-0.675186	-0.433926	0.387449	0.200015	0.754677	1.07479	1.18615	1.55159	2.1479	2.37441	2.7449	2.43587	1.74208	0.911104	0.0858594	-0.719988	-0.602241	-1.32398	-1.35761	-1.12054	-1.38732	-1.46864	-1.23489	2	9.56726	0.313531	0.216728	0.20411	0.265631	0.391584	0.0011557	0.0011557	-63373.7	0.0	-3760.76	
2478000000	2792	-84399.1	-21164.5	-63234.6	1.82463	2013.99	133.942	0	12.4882	-0.44038	0.132948	0.00426625	0.286894	0.0773793	0.442521	0.672781	1.3383	1.26934	1.48983	2.29253	2.58193	2.59483	2.72945	1.56581	0.948179	0.278553	-1.26702	-1.00206	-0.734763	-0.765791	-1.25499	-1.04815	-0.752022	-0.652337	2	10.7844	0.312768	0.217977	0.201294	0.267961	0.354906	0.00114196	0.00114196	-63234.6	0.0	-3845.59	
2480000000	2790	-86905.5	-23678	-63227.5	1.83494	2013.98	128.608	0	12.4882	-0.0880959	-0.274214	-0.446291	-0.200058	0.261915	-0.0864653	0.65118	1.04542	1.11734	1.64134	2.23134	2.20442	2.60578	2.33652	1.62789	1.11898	0.129807	-0.808927	-1.02762	-1.4358	-1.88132	-1.86689	-1.90711	-1.90981	-1.97171	2	10.4584	0.315448	0.216906	0.199212	0.268433	0.388748	0.00118819	0.00118819	-63227.5	0.0	-3738.49	
2482000000	2796	-88807.7	-25389.2	-63418.4	1.79143	2014.02	131.253	0	12.4882	-1.20483	-0.866794	-0.457563	-0.404519	-0.13904	0.0680341	0.656101	1.15387	1.05926	1.46485	2.46967	2.54568	2.73656	2.41719	1.65708	1.1715	0.271759	-0.80394	-1.06737	-1.55624	-1.10563	-1.14245	-1.21698	-1.00479	-1.32878	2	10.0282	0.308494	0.225446	0.203122	0.262938	0.420769	0.00112872	0.00112872	-63418.4	0.0	-3771.57	
2484000000	2796	-86360.1	-23007.1	-63353	1.78103	2014.03	131.194	0	12.4882	-0.733329	-0.589027	-0.380757	-0.0219262	0.285931	0.394679	0.829543	1.11068	1.12667	1.56146	2.18974	2.25238	2.6814	2.4672	1.49203	1.00186	0.222945	-0.759626	-0.50726	-0.509766	-1.08712	-1.44881	-1.61481	-1.58008	-1.88769	2	10.4986	0.316048	0.221137	0.193252	0.269562	0.376426	0.00114567	0.00114567	-63353	0.0	-3779.05	
2486000000	2797	-87504.6	-24061.2	-63443.4	1.72488	2014.08	132.999	0	12.4882	-1.10255	-1.0989	-0.344109	-0.0599609	0.257382	0.276429	0.938144	1.22626	1.25966	1.3728	2.32496	2.48503	2.62588	2.59081	1.56623	0.996669	0.246865	-1.28123	-0.870723	-1.32951	-1.41337	-1.45872	-1.32108	-1.11263	-1.32359	2	10.8722	0.309057	0.216038	0.206844	0.26806	0.388787	0.00109621	0.00109621	-63443.4	0.0	-3815.01	
2488000000	2792	-87468.1	-24037.6	-63430.5	1.89029	2013.92	133.442	0	12.4882	-0.373022	-0.191304	0.185422	0.0670147	0.00421844	0.00469583	0.507105	1.15058	1.39845	1.56193	2.43234	2.45868	2.67996	2.61282	1.45728	1.25208	0.164715	-0.945909	-1.33573	-1.37648	-1.76517	-2.37141	-2.96283	-3.29324	-3.0645	2	10.6941	0.311386	0.220544	0.201823	0.266247	0.400425	0.00114149	0.00114149	-63430.5	0.0	-3837.88	
2490000000	2795	-86414.2	-22997.6	-63416.6	1.75419	2014.05	135.369	0	12.4882	-0.588215	-0.343425	-0.45039	0.398597	0.483013	0.518884	1.02322	1.16257	1.06431	1.71253	2.26722	2.28354	2.72972	2.61535	1.53772	1.49309	0.0765449	-0.91802	-0.966315	-1.10995	-1.3911	-1.44962	-2.09845	-2.0923	-1.76159	2	11.5666	0.313142	0.217849	0.202986	0.266022	0.378675	0.0010965	0.0010965	-63416.6	0.0	-3867.5	
2492000000	2793	-86039.4	-22613.3	-63426.2	1.83853	2013.97	135.786	0	12.4882	-0.646124	-0.391434	-0.302766	0.00823899	0.373613	0.393986	0.712031	1.37103	1.10936	1.57971	2.31437	2.60766	2.79072	2.49478	1.54416	1.22088	-0.054357	-0.683832	-0.614511	-0.533087	-1.0008	-0.98463	-0.828099	-0.58795	-0.876818	2	11.24	0.316032	0.218004	0.205959	0.260005	0.37492	0.00110622	0.00110622	-63426.2	0.0	-3867.7	
2494000000	2792	-87876.7	-24505.2	-63371.5	1.81146	2014	131.43	0	12.4882	-0.817555	-0.434146	-0.411213	-0.243756	-0.071643	0.446291	1.02339	1.12677	1.0426	1.60306	2.35109	2.47656	2.52239	2.49872	1.58338	1.21066	-0.121211	-0.579019	-0.741527	-0.933632	-1.21007	-1.83301	-1.75959	-1.93644	-1.80298	2	10.7409	0.318848	0.212722	0.200042	0.268387	0.394941	0.00118792	0.00118792	-63371.5	0.0	-3747.88	
2496000000	2791	-86701.4	-23552.2	-63149.2	1.72052	2014.09	128.731	0	12.4882	-0.785354	-0.683533	-0.239566	0.119974	0.165754	0.109552	0.833792	1.07212	1.04685	1.50356	2.34972	2.40889	2.5306	2.42391	1.51622	1.17724	0.0496741	-0.734238	-1.02374	-1.40897	-1.34135	-1.43438	-1.75059	-1.71958	-1.89456	2	11.4202	0.311198	0.217973	0.202744	0.268085	0.382581	0.00117163	0.00117163	-63149.2	0.0	-3738.29	
2498000000	2792	-85286.6	-21937.8	-63348.9	1.76347	2014.05	136.332	0	12.4882	-0.445133	-0.906514	-0.338438	-0.316403	0.0267815	0.262103	0.833954	1.38586	1.46091	1.77882	2.15899	2.44081	2.93676	2.55952	1.4965	1.49494	-0.0698712	-0.861365	-1.20665	-1.04939	-1.18733	-1.27492	-1.19834	-0.910866	-1.1927	2	10.7176	0.319775	0.217397	0.197537	0.265291	0.36597	0.00110629	0.00110629	-63348.9	0.0	-3910.85	
2500000000	2798	-88230.4	-24642.9	-63587.5	1.83155	2013.98	135.596	0	12.4882	-0.546371	-0.187448	0.0985151	-0.156328	0.145309	0.456975	0.971273	1.14717	1.32929	1.68888	2.25069	2.37897	3.04656	2.56433	1.56226	1.08483	0.160347	-0.727289	-0.937523	-0.806127	-1.19128	-1.0259	-1.0891	-0.744991	-0.517515	2	10.113	0.316738	0.216415	0.200782	0.266065	0.413114	0.00108137	0.00108137	-63587.5	0.0	-3870.88	
2502000000	2794	-87331	-23935.4	-63395.6	1.85093	2013.96	132.686	0	12.4882	0.0343841	0.000405517	-0.272069	0.159717	0.293102	0.475241	0.898322	1.27181	1.33941	1.53875	2.28192	2.40465	2.74587	2.51428	1.50807	1.1053	0.105438	-0.919712	-0.746391	-0.814316	-1.00732	-1.00451	-1.15039	-0.934025	-1.06028	2	9.80573	0.311524	0.220585	0.198587	0.269304	0.393876	0.00112839	0.00112839	-63395.6	0.0	-3812.42	
2504000000	2797	-87384.1	-24053.4	-63330.6	1.81729	2013.99	131.18	0	12.4882	-0.274604	-0.0619581	-0.0869562	0.0815733	0.0389263	0.374177	0.65977	1.27386	0.971363	1.45015	2.36089	2.18813	2.56264	2.4196	1.51684	1.36183	-0.056344	-1.01719	-1.33614	-1.02618	-0.758699	-0.755304	-0.516192	-0.176707	0.487207	2	10.3347	0.312753	0.216883	0.199067	0.271297	0.391188	0.00116429	0.00116429	-63330.6	0.0	-3770.06	
2506000000	2795	-86504.6	-23159.4	-63345.2	1.82908	2013.98	132.805	0	12.4882	-0.426744	-0.0546535	0.166541	0.240901	0.0458024	0.368093	0.896676	1.25584	1.26661	1.76438	2.48257	2.41423	2.51505	2.42417	1.46933	1.31426	-0.00910483	-0.995395	-1.25173	-1.30491	-1.62621	-1.45317	-1.14021	-0.773272	-1.14205	2	10.3802	0.312533	0.220305	0.200748	0.266414	0.374017	0.0011424	0.0011424	-63345.2	0.0	-3807.02	
2508000000	2795	-89253.4	-25772.4	-63480.9	1.80064	2014.01	130.894	0	12.4882	-0.0421746	-0.35282	0.0323498	0.057677	0.126756	0.284534	0.88944	0.934424	1.45928	1.54764	2.44142	2.47512	2.58863	2.47246	1.31378	1.36403	0.0746573	-1.29115	-0.877496	-1.43416	-1.51229	-1.6273	-1.46473	-1.6103	-2.07239	2	10.5546	0.309307	0.220086	0.207136	0.263471	0.43782	0.00119154	0.00119154	-63480.9	0.0	-3744.47	
2510000000	2793	-87646.5	-24326.3	-63320.3	1.71999	2014.09	131.664	0	12.4882	-0.706415	-0.803537	0.0109434	0.104262	0.121449	0.497998	0.599577	1.44275	1.29615	1.59596	2.15482	2.27302	2.52975	2.54515	1.4965	0.936387	-0.00422802	-1.26519	-0.680155	-1.04313	-1.38358	-1.05571	-1.27139	-1.62436	-1.26699	2	10.0808	0.313849	0.221744	0.201897	0.262511	0.397693	0.00117942	0.00117942	-63320.3	0.0	-3802.66	
2512000000	2791	-88275.1	-24885.5	-63389.6	1.86054	2013.95	132.903	0	12.4882	-0.823381	-0.532883	0.149759	-0.0465569	0.0333612	0.379901	0.60779	1.10418	1.24131	1.74851	2.34079	2.42973	2.59834	2.42217	1.47375	1.20354	0.0569214	-0.922308	-0.933607	-1.08118	-1.13457	-1.22761	-1.76197	-1.80673	-2.32642	2	10.6252	0.314518	0.222792	0.196394	0.266297	0.417394	0.00113175	0.00113175	-63389.6	0.0	-3823.17	
2514000000	2793	-88432.1	-24985.2	-63446.9	1.81859	2013.99	134.062	0	12.4882	-0.408625	-0.197879	0.0472807	0.000488235	0.304634	0.237784	0.461177	1.25565	1.32936	1.46971	2.45052	2.53426	2.71071	2.32962	1.6101	1.10246	0.282557	-1.02077	-0.727756	-0.46658	-1.24682	-1.41364	-1.10079	-1.38335	-1.32266	2	10.2633	0.314968	0.217536	0.20234	0.265156	0.407233	0.00113513	0.00113513	-63446.9	0.0	-3860.24	
2516000000	2795	-87933.5	-24458.5	-63475	1.76625	2014.04	136.315	0	12.4882	-0.921952	-0.731019	-0.224478	-0.0855591	0.146537	0.369909	0.512337	1.4048	1.29867	1.76002	2.2428	2.50788	2.83917	2.32596	1.59091	1.32582	0.240602	-0.51917	-1.02587	-0.829097	-0.837275	-0.987583	-0.603996	-0.356524	-0.121014	2	10.1623	0.307966	0.223455	0.202409	0.26617	0.400606	0.0011494	0.0011494	-63475	0.0	-3904.17	
2518000000	2792	-87275.4	-23885.4	-63390	1.76592	2014.04	132.575	0	12.4882	-0.365623	-0.345652	-0.206168	-0.286234	0.287062	0.00448702	0.811262	1.28351	1.35198	1.61859	2.5695	2.20318	2.8055	2.32647	1.43717	1.28405	0.110264	-0.528697	-0.748949	-1.30402	-1.65305	-1.85415	-2.00185	-1.62506	-1.33871	2	10.3932	0.313382	0.224186	0.201893	0.260539	0.391144	0.00113709	0.00113709	-63390	0.0	-3839.28	
2520000000	2793	-85228.5	-22009.6	-63218.9	1.79239	2014.02	131.532	0	12.4882	-1.4105	-0.920931	-0.279614	0.27958	0.0948225	0.21255	0.987862	1.28761	1.22963	1.60269	2.19538	2.62573	2.69022	2.43587	1.75782	1.20625	0.228019	-0.786202	-1.0898	-0.867301	-1.33176	-1.83832	-1.63481	-1.66308	-1.64557	2	9.98673	0.313744	0.221061	0.199757	0.265438	0.359909	0.00117241	0.00117241	-63218.9	0.0	-3819.06	
2522000000	2795	-87001.5	-23574.1	-63427.4	1.79545	2014.01	131.877	0	12.4882	-1.22237	-0.866762	-0.317444	-0.21609	0.00580968	0.23245	0.941532	1.23993	1.22388	1.40141	2.4563	2.61521	2.71981	2.29991	1.85888	1.2521	-0.00198664	-0.993516	-0.608225	-0.798452	-1.14321	-1.16846	-0.599201	-0.821713	-0.770899	2	10.9382	0.310197	0.226552	0.193432	0.269819	0.387624	0.0011283	0.0011283	-63427.4	0.0	-3789.2	
2524000000	2799	-87817	-24354.4	-63462.6	1.75805	2014.05	134.237	0	12.4882	-0.40813	-0.546744	-0.290619	0.065642	0.144893	0.249797	0.920342	1.31197	1.40897	1.69049	2.45889	2.4703	2.91949	2.35334	1.61138	1.14426	-0.0373656	-0.960409	-0.657512	-0.820563	-1.2629	-1.24053	-1.39932	-1.06318	-0.999747	2	10.7958	0.317552	0.215293	0.198435	0.26872	0.40458	0.00118508	0.00118508	-63462.6	0.0	-3867.55	
2526000000	2794	-88518	-25037.3	-63480.8	1.7517	2014.06	133.326	0	12.4882	-0.821494	-0.670473	-0.317479	0.0918474	0.428789	0.409473	1.02857	1.51003	1.14112	1.62563	2.33196	2.44685	2.8308	2.4394	1.66876	1.09193	0.0147595	-0.860659	-0.670185	-1.07072	-1.37447	-1.55852	-1.88761	-2.24761	-2.25773	2	10.5487	0.311879	0.217975	0.19888	0.271266	0.414689	0.00114326	0.00114326	-63480.8	0.0	-3837.33	
2528000000	2792	-86392.5	-23031.8	-63360.7	1.72094	2014.09	134.848	0	12.4882	-0.896766	-0.390609	-0.484141	-0.109012	0.130883	0.373143	0.818283	1.01643	1.39631	1.61597	2.15406	2.48031	2.77558	2.50692	1.36228	1.26967	0.443412	-0.88529	-0.70091	-1.47413	-1.69202	-1.97095	-2.33038	-2.90788	-2.83007	2	10.5728	0.315473	0.217083	0.200498	0.266946	0.38613	0.00110304	0.00110304	-63360.7	0.0	-3874.93	
2530000000	2799	-89295.8	-25747.4	-63548.4	1.71707	2014.09	135.278	0	12.4882	-0.89613	-0.683144	-0.639662	0.217163	0.647921	0.259882	0.662352	1.30234	1.2501	1.59096	2.13477	2.37996	2.80257	2.40671	1.6253	1.31427	0.295687	-1.17196	-1.47025	-1.81626	-2.24704	-2.31237	-2.49822	-2.62647	-3.06388	2	10.4527	0.311748	0.21778	0.198055	0.272417	0.424345	0.00111017	0.00111017	-63548.4	0.0	-3909.44	
2532000000	2796	-87600.6	-24124.9	-63475.7	1.90084	2013.91	136.925	0	12.4882	-0.416987	-0.0771467	-0.0819991	0.122262	0.0648876	0.324558	0.954577	1.49955	1.30305	1.56089	2.45335	2.65126	3.00614	2.42318	1.61687	1.15959	0.0942919	-0.637315	-0.771207	-0.559589	-1.09113	-1.44458	-1.51415	-1.64543	-1.64742	2	10.3545	0.314469	0.212246	0.205953	0.267332	0.399113	0.00108364	0.00108364	-63475.7	0.0	-3915.04	
2534000000	2793	-87159.8	-23729.3	-63430.5	1.7504	2014.06	137.938	0	12.4882	-0.488423	-0.0785848	0.0206454	0.349498	0.467392	0.355992	0.856334	1.52665	1.35972	1.92745	2.3933	2.64619	2.76094	2.51065	1.48024	1.31301	0.315399	-0.965208	-0.863204	-1.00597	-1.98337	-2.59552	-2.37087	-2.0914	-2.58352	2	9.78355	0.309484	0.220036	0.202966	0.267514	0.382152	0.0010717	0.0010717	-63430.5	0.0	-3955.59	
2536000000	2796	-88996.5	-25480	-63516.5	1.73841	2014.07	133.388	0	12.4882	0.0103594	0.0583737	-0.0471443	-0.252168	0.0406716	0.27279	0.687467	1.44296	1.31308	1.65706	2.1483	2.52631	2.61446	2.54943	1.56595	1.20495	0.0651866	-1.43639	-1.22857	-1.50546	-1.6119	-1.59095	-1.54821	-1.68721	-1.61885	2	11.2378	0.311079	0.219327	0.200988	0.268606	0.420701	0.00110201	0.00110201	-63516.5	0.0	-3847.5	
2538000000	2793	-84936.1	-21773.3	-63162.8	1.7886	2014.02	129.068	0	12.4882	-0.197218	-0.401256	0.21022	0.0224639	0.100368	0.269055	0.920708	1.2626	1.22283	1.56458	2.00345	2.2883	2.59382	2.3185	1.45633	1.17919	0.0562214	-1.04921	-0.933952	-1.04266	-1.62632	-1.72584	-1.39556	-1.4375	-1.06061	2	9.95788	0.3175	0.213497	0.199754	0.269249	0.359879	0.00113104	0.00113104	-63162.8	0.0	-3765.19	
2540000000	2796	-88445.1	-25051.1	-63394.1	1.8478	2013.96	131.89	0	12.4882	-0.219118	-0.361123	-0.10762	0.160682	0.0535574	0.123812	0.675873	1.50946	1.13482	1.41049	2.0631	2.22835	2.70223	2.41709	1.67695	1.28221	0.044197	-0.92804	-0.740716	-1.10429	-1.37216	-1.31587	-1.09727	-0.954721	-0.952727	2	9.98258	0.313819	0.219883	0.200154	0.266143	0.413428	0.00115695	0.00115695	-63394.1	0.0	-3805.98	
2542000000	2798	-87085.8	-23660.6	-63425.2	1.79442	2014.02	132.962	0	12.4882	-1.31421	-0.745123	-0.595254	0.267756	0.133445	0.404507	0.869552	1.37077	1.26431	1.57449	2.41662	2.41135	2.79348	2.29765	1.39586	1.23701	-0.00973011	-0.779211	-0.576576	-1.17187	-1.20131	-1.30229	-1.50008	-1.45413	-1.43903	2	9.19715	0.313433	0.215372	0.202238	0.268957	0.392715	0.00117248	0.00117248	-63425.2	0.0	-3815.84	
2544000000	2794	-88118.4	-24620.8	-63497.6	1.86056	2013.95	134.394	0	12.4882	-0.912328	-1.01057	-0.526877	0.27264	0.240383	0.68245	1.28454	1.37006	1.38727	1.74244	2.50565	2.44548	2.70491	2.52083	1.48311	1.13514	-0.0547997	-1.25553	-1.00787	-0.929456	-1.34523	-1.20855	-1.38204	-1.30955	-1.26275	2	9.79906	0.316062	0.22143	0.199778	0.26273	0.405838	0.00111609	0.00111609	-63497.6	0.0	-3845.41	
2546000000	2791	-86600.3	-23219.4	-63380.9	1.76584	2014.04	135.851	0	12.4882	-0.234924	-0.472288	-0.309956	0.0105663	0.518902	0.544118	0.764122	1.30386	1.36391	1.70972	2.3296	2.46021	2.8056	2.43766	1.5063	1.12197	-0.00447172	-0.912681	-0.824193	-1.34978	-1.26908	-1.38704	-1.45795	-1.27106	-1.53147	2	10.3332	0.314246	0.220072	0.201525	0.264157	0.389766	0.00114051	0.00114051	-63380.9	0.0	-3897.26	
2548000000	2790	-90326	-26770.8	-63555.2	1.75556	2014.05	136.628	0	12.4882	-0.76406	-0.446284	0.115276	0.339557	0.406301	0.390909	1.14934	1.28605	1.55833	1.63589	2.25203	2.48306	2.78674	2.26066	1.70259	1.22581	0.222344	-0.389194	-0.391931	-0.722919	-0.724234	-0.860794	-1.2138	-1.32992	-1.37557	2	10.8237	0.311566	0.216679	0.202043	0.269712	0.453695	0.00110266	0.00110266	-63555.2	0.0	-3935.3	
2550000000	2793	-87491.2	-24071.6	-63419.6	1.8725	2013.94	135.407	0	12.4882	-0.190225	-0.0856946	-0.12245	0.00478715	0.361174	0.25052	0.754655	1.38695	1.40373	1.63181	2.4072	2.28081	2.67207	2.40393	1.67562	1.12464	0.0535714	-0.794477	-0.551423	-0.688705	-1.2644	-0.928348	-0.780113	-1.0275	-1.24262	2	10.3533	0.317541	0.218596	0.199725	0.264138	0.391604	0.0010723	0.0010723	-63419.6	0.0	-3901.3	
2552000000	2797	-86240.4	-22807.6	-63432.8	1.81638	2013.99	133.629	0	12.4882	-0.32259	-0.163461	-0.17963	-0.101422	-0.233849	0.159662	0.840789	1.35936	1.07224	1.59569	2.38932	2.48729	2.86268	2.24929	1.4754	1.25167	0.264751	-0.788968	-0.544238	-0.609044	-0.97798	-0.889668	-1.36773	-1.44134	-1.56616	2	11.1222	0.314325	0.217459	0.199293	0.268924	0.37587	0.0011121	0.0011121	-63432.8	0.0	-3823.33	
2554000000	2793	-90553.6	-26858.7	-63695	1.91066	2013.9	135.237	0	12.4882	0.274554	0.324125	0.423889	-0.0424933	0.0333752	0.326535	1.05286	1.30778	1.21165	1.78915	2.31877	2.59229	2.77734	2.49097	1.44119	1.26631	0.330373	-0.916948	-1.05281	-1.14019	-1.61755	-1.09978	-1.46374	-1.71841	-1.79929	2	10.1192	0.312011	0.219127	0.206521	0.26234	0.456361	0.00111026	0.00111026	-63695	0.0	-3879.73	
2556000000	2794	-86603.3	-23409.6	-63193.7	1.75233	2014.06	129.513	0	12.4882	-0.496728	-0.0213121	0.0134089	-0.197462	-0.0611559	0.409381	0.690851	1.19254	1.02478	1.39807	2.13771	2.41996	2.61455	2.41607	1.45161	1.2306	0.154759	-0.60103	-0.854003	-1.35938	-1.33864	-1.78699	-1.58297	-1.59293	-1.94954	2	10.435	0.309314	0.224601	0.197585	0.2685	0.383762	0.00118447	0.00118447	-63193.7	0.0	-3736.37	
2558000000	2791	-87781.7	-24466.8	-63314.8	1.70992	2014.1	132.759	0	12.4882	-0.725879	-0.451191	-0.0740292	-0.169382	-0.0128721	0.131582	0.826579	1.48488	1.19135	1.60843	2.35381	2.3161	2.63334	2.37004	1.56168	0.859593	-0.110485	-0.831724	-1.00166	-1.30767	-1.87499	-1.94095	-2.02393	-2.35544	-2.30913	2	10.2527	0.319084	0.21732	0.202146	0.26145	0.403877	0.00111289	0.00111289	-63314.8	0.0	-3826.21	
2560000000	2789	-88103	-24735.3	-63367.7	1.78543	2014.02	135.421	0	12.4882	-0.931964	-0.85289	-0.656673	0.0413034	0.148756	0.571509	0.993955	1.52555	1.34246	1.51644	2.22718	2.28272	2.96524	2.43142	1.53418	1.10327	0.117467	-0.917676	-0.638356	-1.18352	-1.19958	-1.35597	-1.55529	-2.0134	-1.93405	2	10.0905	0.310007	0.221834	0.20218	0.265979	0.409851	0.00109625	0.00109625	-63367.7	0.0	-3881.81	
2562000000	2787	-87430.1	-24070.2	-63360	1.83732	2013.97	133.885	0	12.4882	-1.35845	-0.781361	-0.550668	-0.0247301	0.467466	0.513071	0.894817	1.15795	1.23649	1.56945	2.34954	2.49468	2.69517	2.39419	1.39738	1.01294	0.136185	-1.12855	-0.886303	-1.06497	-1.30273	-1.27495	-1.21395	-0.731156	-1.44983	2	9.9905	0.314158	0.219512	0.200487	0.265843	0.39335	0.00112412	0.00112412	-63360	0.0	-3844.5	
2564000000	2788	-86631.4	-23362.6	-63268.8	1.76965	2014.04	131.532	0	12.4882	-1.28733	-1.17597	-0.687989	-0.233037	-0.0521325	0.175696	0.673336	1.25276	1.12693	1.50262	2.35615	2.29171	2.77533	2.29186	1.42222	1.03891	0.347752	-0.602458	-0.738455	-0.945848	-1.02587	-1.61956	-1.75907	-2.12911	-2.01133	2	9.60954	0.317115	0.218991	0.196988	0.266906	0.389565	0.00117159	0.00117159	-63268.8	0.0	-3799.56	
2566000000	2791	-86595.4	-23306.2	-63289.2	1.77253	2014.04	131.497	0	12.4882	-1.60735	-0.843044	-0.585993	0.0183963	-0.0750313	0.284034	0.686948	1.15674	1.16346	1.45262	2.35657	2.49796	2.88907	2.52412	1.49576	1.37398	0.186864	-0.880572	-1.22924	-1.41684	-1.64865	-1.66302	-1.51233	-0.917866	-1.14293	2	9.72482	0.314911	0.227869	0.1965	0.26072	0.37851	0.00114388	0.00114388	-63289.2	0.0	-3771.85	
2568000000	2793	-87410.5	-23943.2	-63467.3	1.73566	2014.07	135.015	0	12.4882	-0.415828	-0.105701	-0.190646	-0.169009	0.24282	0.168544	0.77122	1.25333	1.19786	1.57931	2.22908	2.54881	2.72639	2.67772	1.48851	1.21161	0.111229	-1.06163	-0.632671	-0.740646	-1.44501	-1.43711	-1.58744	-1.62878	-2.02038	2	9.9226	0.303317	0.218507	0.205416	0.27276	0.389398	0.00109714	0.00109714	-63467.3	0.0	-3871.95	
2570000000	2792	-87632.9	-24335.3	-63297.6	1.75259	2014.06	131.132	0	12.4882	-0.510693	-0.684157	-0.592229	-0.271102	-0.0772941	0.0954861	0.41443	1.27887	1.17916	1.51104	2.12602	2.3539	2.48976	2.39504	1.46849	1.14838	0.090853	-0.498466	-0.420995	-0.688656	-1.17858	-1.07398	-1.08247	-1.55154	-1.29728	2	9.97012	0.307059	0.214367	0.204449	0.274124	0.398029	0.00115068	0.00115068	-63297.6	0.0	-3774.6	
2572000000	2792	-87633.7	-24198.6	-63435.1	1.80505	2014.01	132.846	0	12.4882	-0.399495	0.102899	0.245829	0.289656	0.321134	0.349626	0.791986	1.2692	1.24059	1.68272	2.21386	2.56847	2.8133	2.40664	1.51886	1.33964	0.26894	-0.903294	-0.585705	-0.771736	-1.17361	-0.823118	-1.05973	-0.96385	-1.20778	2	10.3164	0.314167	0.219222	0.204424	0.262187	0.397203	0.0011284	0.0011284	-63435.1	0.0	-3836.03	
2574000000	2793	-90682.3	-27123.3	-63559	1.77066	2014.04	132.227	0	12.4882	-0.50302	0.0395725	0.164081	0.161158	0.112803	0.184488	0.603822	1.18682	1.2098	1.35797	2.22241	2.44595	2.76844	2.41702	1.58876	1.00419	-0.0401552	-0.67322	-0.348275	-0.815497	-1.26881	-1.13841	-1.22269	-1.90337	-1.95295	2	10.3846	0.310554	0.221329	0.198725	0.269391	0.467855	0.00115802	0.00115802	-63559	0.0	-3818.57	
2576000000	2795	-87512.1	-24037.7	-63474.4	1.8314	2013.98	132.076	0	12.4882	-0.743054	-0.519097	-0.574528	-0.364694	-0.0125536	0.227179	0.694397	1.12008	1.30605	1.63634	2.1628	2.42289	2.46956	2.54958	1.55367	1.07659	-0.109366	-1.14708	-0.515519	-0.800106	-1.24677	-1.81412	-1.76564	-1.48009	-1.54584	2	10.1438	0.316334	0.21788	0.198892	0.266894	0.393036	0.00118886	0.00118886	-63474.4	0.0	-3796.38	
