sample	filename	numMuts.mean	numMuts.stderr	numMuts.stddev	numMuts.median	numMuts.95%HPDlo	numMuts.95%HPDup	numMuts.ACT	numMuts.ESS	numMuts.geometric-mean	posterior_for_Delphy.mean	posterior_for_Delphy.stderr	posterior_for_Delphy.stddev	posterior_for_Delphy.median	posterior_for_Delphy.95%HPDlo	posterior_for_Delphy.95%HPDup	posterior_for_Delphy.ACT	posterior_for_Delphy.ESS	posterior_for_Delphy.geometric-mean	prior_for_Delphy.mean	prior_for_Delphy.stderr	prior_for_Delphy.stddev	prior_for_Delphy.median	prior_for_Delphy.95%HPDlo	prior_for_Delphy.95%HPDup	prior_for_Delphy.ACT	prior_for_Delphy.ESS	prior_for_Delphy.geometric-mean	likelihood_really_logG.mean	likelihood_really_logG.stderr	likelihood_really_logG.stddev	likelihood_really_logG.median	likelihood_really_logG.95%HPDlo	likelihood_really_logG.95%HPDup	likelihood_really_logG.ACT	likelihood_really_logG.ESS	likelihood_really_logG.geometric-mean	rootHeight.mean	rootHeight.stderr	rootHeight.stddev	rootHeight.median	rootHeight.95%HPDlo	rootHeight.95%HPDup	rootHeight.ACT	rootHeight.ESS	rootHeight.geometric-mean	age(root).mean	age(root).stderr	age(root).stddev	age(root).median	age(root).95%HPDlo	age(root).95%HPDup	age(root).ACT	age(root).ESS	age(root).geometric-mean	treeLength.mean	treeLength.stderr	treeLength.stddev	treeLength.median	treeLength.95%HPDlo	treeLength.95%HPDup	treeLength.ACT	treeLength.ESS	treeLength.geometric-mean	kappa.mean	kappa.stderr	kappa.stddev	kappa.median	kappa.95%HPDlo	kappa.95%HPDup	kappa.ACT	kappa.ESS	kappa.geometric-mean	frequencies1.mean	frequencies1.stderr	frequencies1.stddev	frequencies1.median	frequencies1.95%HPDlo	frequencies1.95%HPDup	frequencies1.ACT	frequencies1.ESS	frequencies1.geometric-mean	frequencies2.mean	frequencies2.stderr	frequencies2.stddev	frequencies2.median	frequencies2.95%HPDlo	frequencies2.95%HPDup	frequencies2.ACT	frequencies2.ESS	frequencies2.geometric-mean	frequencies3.mean	frequencies3.stderr	frequencies3.stddev	frequencies3.median	frequencies3.95%HPDlo	frequencies3.95%HPDup	frequencies3.ACT	frequencies3.ESS	frequencies3.geometric-mean	frequencies4.mean	frequencies4.stderr	frequencies4.stddev	frequencies4.median	frequencies4.95%HPDlo	frequencies4.95%HPDup	frequencies4.ACT	frequencies4.ESS	frequencies4.geometric-mean	meanRate.mean	meanRate.stderr	meanRate.stddev	meanRate.median	meanRate.95%HPDlo	meanRate.95%HPDup	meanRate.ACT	meanRate.ESS	meanRate.geometric-mean	treeLikelihood_really_logG.mean	treeLikelihood_really_logG.stderr	treeLikelihood_really_logG.stddev	treeLikelihood_really_logG.median	treeLikelihood_really_logG.95%HPDlo	treeLikelihood_really_logG.95%HPDup	treeLikelihood_really_logG.ACT	treeLikelihood_really_logG.ESS	treeLikelihood_really_logG.geometric-mean	branchRates.mean	branchRates.stderr	branchRates.stddev	branchRates.median	branchRates.95%HPDlo	branchRates.95%HPDup	branchRates.ACT	branchRates.ESS	branchRates.geometric-mean	coalescent.mean	coalescent.stderr	coalescent.stddev	coalescent.median	coalescent.95%HPDlo	coalescent.95%HPDup	coalescent.ACT	coalescent.ESS	coalescent.geometric-mean	
106	sims/sim_106/delphy-digested.log	764.7261055634807	0.10336759596357419	1.5806480677700547	764.0	763.0	768.0	1498947.7157527227	233.8307042444041	764.7244742982406	-32337.189586305292	1.5004759008571742	30.90047697915135	-32337.4	-32395.8	-32277.4	826448.3273847935	424.1039498611116	NaN	5333.513195435096	0.30637672000333166	7.006970547702264	5333.98	5320.62	5347.74	670098.9895147836	523.057049009723	5333.508592385779	-37670.703566333796	1.3576405878733369	26.86388262638189	-37668.7	-37728.0	-37624.3	895200.0257468472	391.5326071484247	NaN	2.698547788873039	0.005031604312273977	0.1332187915072822	2.69041	2.46027	2.96986	500000.0	701.0	2.695270582404072	2023.2959058487857	0.0050294861432023455	0.13316271167460517	2023.3	2023.02	2023.53	499999.99999999994	701.0000000000001	2023.2959014667354	25.721981597717537	0.024537440327060008	0.6132531901705043	25.7352	24.5614	26.9036	561134.4120219909	624.6275268291047	25.71467298963584	65.36956291012844	0.2872630799203663	7.605693527668547	65.0316	49.9466	79.4314	500000.0	701.0	64.932124576948	0.011651769472182593	2.372428120653793E-5	5.780224561468904E-4	0.0116415	0.0105795	0.0126868	590452.1746072341	593.6128531208321	0.011637485680244797	0.29968513837375177	1.003743472485117E-4	0.0025640981317150186	0.299635	0.294817	0.304598	537111.1966995558	652.5650594397482	0.2996741699291917	0.610878781740371	1.0705712433866483E-4	0.0028344877382250853	0.610885	0.60573	0.616286	499999.99999999994	701.0000000000001	0.6108722057013471	0.0777843251069899	5.743552923886656E-5	0.0015206863099551764	0.0777369	0.0748586	0.0804702	500000.0	701.0	0.07776945337117083	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-37670.703566333796	1.3576405878733369	26.86388262638189	-37668.7	-37728.0	-37624.3	895200.0257468472	391.5326071484247	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-190.45098716119836	0.30444605981239453	6.990448596198922	-189.973	-203.497	-176.321	664811.685852885	527.2169660350428	NaN	
107	sims/sim_107/delphy-digested.log	660.1611982881598	0.019340479663533087	0.47892025704225827	660.0	660.0	661.0	571605.0934419634	613.185578682369	660.161024852845	-31617.49386590584	0.8782007134074675	23.251597398314285	-31616.8	-31661.2	-31573.8	500000.0	701.0	NaN	5338.305905848783	0.29592654386192024	7.835070904660518	5338.65	5323.95	5353.85	500000.0	701.0	5338.300154936589	-36955.79885877318	0.6325464535784462	16.747555824843882	-36955.0	-36986.2	-36921.9	500000.0	701.0	NaN	1.6031864051355178	0.0034141306687491724	0.07993390028137061	1.60108	1.44534	1.75682	639420.1104420865	548.15291899041	1.601209285677796	2024.3915121255302	0.0034036541299585863	0.07990196961320195	2024.39	2024.23	2024.54	636009.9627369428	551.0919962506448	2024.3915105486235	21.8580754636234	0.019267872971056484	0.5101440003655685	21.8423	20.8466	22.7902	500000.0	701.0	21.852133011847446	2.1582157774607675	0.0063126239727566555	0.1671355863256435	2.1651	1.82719	2.44774	500000.0	701.0	2.151696262691075	0.7004936804564905	1.0439354201387049E-4	0.0026592007268735713	0.700521	0.695676	0.705801	540173.2169803197	648.8659359295295	0.700488631647604	0.04721315563480744	4.731813348065236E-5	0.0012377380036897995	0.0471838	0.0449186	0.0496292	512254.49831057794	684.2302042362803	0.047196952396778985	0.12467741084165493	8.142934432490706E-5	0.0019395101384756903	0.124712	0.120899	0.128233	617825.4436175475	567.3123430264067	0.12466230527855987	0.12761571611982872	8.055583149925E-5	0.0019421697671595148	0.127591	0.124314	0.131746	602986.5335105435	581.273346121703	0.1276009509180618	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-36955.79885877318	0.6325464535784462	16.747555824843882	-36955.0	-36986.2	-36921.9	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-192.2727375178314	0.295899279569229	7.83434904368957	-191.924	-206.675	-176.723	500000.0	701.0	NaN	
108	sims/sim_108/delphy-digested.log	675.2111269614836	0.021481208166409242	0.568745158389481	675.0	675.0	677.0	500000.00000000006	700.9999999999999	675.210887831601	-44881.107275320945	0.912549240066932	24.161022899136068	-44880.0	-44928.3	-44834.3	500000.0	701.0	NaN	5348.371883024257	0.28282787453774755	7.488265235517607	5348.56	5334.03	5363.33	500000.0	701.0	5348.366640581344	-50229.47917261055	0.6897489414622845	18.262072019372976	-50229.0	-50268.0	-50198.6	500000.0	701.0	NaN	1.7712098288159805	0.0030912043093040777	0.08184397596271151	1.76774	1.63113	1.9508	500000.0	701.0	1.769333584994811	2024.2232667617668	0.003095223185901539	0.08195038908636378	2024.23	2024.04	2024.36	499999.99999999994	701.0000000000001	2024.2232651029158	22.380819686162607	0.020864764894539048	0.5524239570176206	22.3813	21.3284	23.4348	499999.99999999994	701.0000000000001	22.374008083982265	19.044316833095564	0.10112341629171309	2.543870371207783	18.9441	14.0004	23.2755	553861.9551555462	632.8291675162376	18.87741094831899	0.2364424279600573	9.453360764394361E-5	0.0023869933079306697	0.236384	0.232269	0.241106	549740.9434313402	637.5730317852442	0.23643037868114264	0.15754262196861613	7.657812906286354E-5	0.0020275135277926975	0.157601	0.153733	0.161505	500000.0	701.0	0.15752957409386303	0.30725900713266735	1.0134725650801484E-4	0.0026833109673669283	0.307252	0.302271	0.312595	500000.0	701.0	0.3072472936233776	0.2987559243937232	1.0355338299745972E-4	0.00272410171900711	0.298781	0.293984	0.304517	506488.93818462413	692.019062166046	0.29874350369348907	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-50229.47917261055	0.6897489414622845	18.262072019372976	-50229.0	-50268.0	-50198.6	500000.0	701.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-178.84706847360914	0.2827425246346983	7.486005476954796	-178.63	-193.49	-164.276	500000.00000000006	700.9999999999999	NaN	
109	sims/sim_109/delphy-digested.log	704.3380884450785	0.026104902376604018	0.691163957095464	704.0	704.0	706.0	499999.99999999994	701.0000000000001	704.3377498511172	-25464.65335235376	1.1764054348632722	25.96962357852335	-25463.7	-25518.9	-25417.3	719234.9075869416	487.3233992158971	NaN	5324.563152639091	0.3322492528095288	7.852606108329075	5325.15	5307.23	5338.09	627463.4327974435	558.5982890466667	5324.557361091792	-30789.216119828816	0.7945092150983667	19.690851298698064	-30788.5	-30831.7	-30755.4	570633.0415691572	614.2301171978693	NaN	1.8270230670470735	0.004011467681346339	0.0956131600232592	1.82239	1.64206	2.00274	616963.2189168953	568.1051791309657	1.8245508716223857	2024.167432239657	0.0040308380946983274	0.09574079258843052	2024.17	2023.98	2024.34	621276.1791791454	564.161337173903	2024.167429975444	23.82374450784595	0.023489788132391297	0.5816692897267239	23.8102	22.7591	24.9862	571602.2787822982	613.1885981047536	23.816662631544844	2.480420099857348	0.007874236954754272	0.2084814834496153	2.47407	2.08382	2.91673	500000.0	701.0	2.4716971504799092	0.795763577746077	8.949361200523491E-5	0.0022274970701505015	0.795777	0.791399	0.799851	565767.2611968167	619.5126937153573	0.7957604600360887	0.06461871726105571	5.115057479309754E-5	0.0013542833132205306	0.0646344	0.0620341	0.0672868	499999.99999999994	701.0000000000001	0.06460451489636752	0.02043935805991437	3.066942320435029E-5	8.120160572925672E-4	0.0203942	0.0190262	0.0222279	500000.0	701.0	0.0204232786734738	0.11917834807417972	6.783429922086881E-5	0.0017917348636962305	0.119156	0.115769	0.122574	502387.9559396553	697.6679991152107	0.11916488815402337	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-30789.216119828816	0.7945092150983667	19.690851298698064	-30788.5	-30831.7	-30755.4	570633.0415691572	614.2301171978693	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-205.8910641940086	0.3322946045725045	7.8488148648007945	-205.297	-221.821	-190.861	628241.2251517328	557.9067179415794	NaN	
110	sims/sim_110/delphy-digested.log	693.283880171184	0.023548946739122004	0.62349144154865	693.0	693.0	695.0	500000.0	701.0	693.2836001926158	-31946.77417974319	1.0060419371600449	25.43503661728794	-31944.1	-31998.8	-31902.0	548346.9819263073	639.1938162378797	NaN	5335.307346647644	0.28783604391498496	7.620863554179656	5335.58	5320.58	5349.33	500000.0	701.0	5335.3019027612245	-37282.08131241084	0.7907347359067738	19.40345223080691	-37280.1	-37320.6	-37247.4	582092.0200146538	602.1384728675312	NaN	1.9929262624821684	0.004108754332225367	0.1023264937379361	1.98632	1.81419	2.20548	565108.9507440431	620.2343805358576	1.9903178846430143	2024.001683309559	0.004097802270726952	0.10227383416713551	2024.01	2023.79	2024.18	562679.2993261358	622.9125550198105	2024.0016807255731	23.82701825962909	0.0221283344721543	0.5670976976401731	23.7872	22.8758	25.116	533666.2136690352	656.7775718651176	23.82029373245527	2.288666733238229	0.009153100514307858	0.21610997343155844	2.28007	1.89487	2.76226	628745.4649155735	557.45928926432	2.2784834102041924	0.039156246504992887	4.331651908878868E-5	0.0010791373452055495	0.0391764	0.037227	0.0413627	564731.0631313504	620.6494079793117	0.03914135121274393	0.5541315392296714	1.0994403749973065E-4	0.0029109228190651822	0.55418	0.548644	0.559716	500000.0	701.0	0.5541238922090126	0.3828159044222541	1.0463738219887274E-4	0.0027704216663128867	0.382794	0.376943	0.387926	500000.0	701.0	0.3828058760941329	0.023896295007132688	3.3049107978661204E-5	8.527366035777943E-4	0.0238947	0.0222874	0.0255796	526474.930051839	665.7486994974067	0.02388108074290415	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-37282.08131241084	0.7907347359067738	19.40345223080691	-37280.1	-37320.6	-37247.4	582092.0200146538	602.1384728675312	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-195.22061055634813	0.2875976464576869	7.614551646672789	-194.91	-209.792	-181.024	500000.00000000006	700.9999999999999	NaN	
111	sims/sim_111/delphy-digested.log	816.4094151212554	0.037072423839787164	0.7643051912464224	816.0	816.0	818.0	824624.752600082	425.041813133618	816.4090578065062	-32857.44194008557	1.0434500506811168	26.19355445830698	-32857.8	-32909.8	-32808.7	556214.7215100575	630.1523250740897	NaN	5314.664336661909	0.3377008331649433	8.050270055545182	5314.82	5300.61	5330.83	616781.5692066976	568.272493049382	5314.658238297647	-38172.104850213946	0.8127091121854125	20.378844343153183	-38171.3	-38212.1	-38131.9	557441.3443487788	628.7657052231488	NaN	2.535684764621969	0.005532744203456251	0.14648717402228947	2.53425	2.2274	2.80274	500000.0	701.0	2.531440594236917	2023.458815977177	0.005537028741641523	0.14660061198118776	2023.46	2023.16	2023.74	500000.0	701.0	2023.458810666515	25.239507132667626	0.02248341236986116	0.5725268173721988	25.2469	24.2221	26.4669	540531.2489422323	648.4361462651692	25.233016668268228	2.9188563195435084	0.009172009819869022	0.21520053850811555	2.90595	2.48937	3.30364	636693.3837050468	550.5004590441478	2.911049948666265	0.3470888873038515	1.0267832463711017E-4	0.002718552865688478	0.347068	0.341646	0.352141	500000.0	701.0	0.34707823995290893	0.06920344893009975	5.683142335726859E-5	0.0013928185819929956	0.0692511	0.0666147	0.0718579	583547.1929476624	600.6369394556164	0.06918943389512368	0.00317997817403709	1.2192750477499196E-5	3.2282019470410524E-4	0.00317736	0.00249492	0.00372666	500000.0	701.0	0.00316361670958308	0.5805276847360912	1.0632577694544918E-4	0.0028151242887174605	0.580497	0.575345	0.585748	500000.0	701.0	0.5805208595384388	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-38172.104850213946	0.8127091121854125	20.378844343153183	-38171.3	-38212.1	-38131.9	557441.3443487788	628.7657052231488	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-215.62831383737532	0.3380149461577608	8.048374987443589	-215.465	-229.649	-199.479	618220.5328216375	566.9497879668817	NaN	
112	sims/sim_112/delphy-digested.log	734.5206847360913	0.04951507088497336	0.8248546937786069	734.0	734.0	736.0	1263013.3248932918	277.51092810490553	734.5202221785236	-41383.86019971475	1.1496222533130616	26.71871109898284	-41382.2	-41439.9	-41333.2	648884.4068804844	540.157840569834	NaN	5341.521055634805	0.268254336900387	7.102410356867863	5341.85	5326.79	5354.0	500000.0	701.0	5341.516332863082	-46725.38202567754	0.9967370417041845	21.798877003381413	-46724.0	-46768.1	-46682.3	732792.4356533248	478.3073390864221	NaN	3.143071483594869	0.006105558855475184	0.16165324650407473	3.13699	2.84384	3.46027	500000.00000000006	700.9999999999999	3.138932491388332	2022.8515691868772	0.006106575373666669	0.1616801603434308	2022.86	2022.52	2023.14	500000.0	701.0	2022.851562725538	25.986526533523577	0.023918761386321912	0.6061128016616892	25.9691	24.7561	27.209	545831.3568068385	642.1397298434003	25.979457912125024	3.8591326105563493	0.0106787063585412	0.28273375004384704	3.86219	3.32168	4.43278	500000.0	701.0	3.848765024018105	0.04408011783166911	4.622113435251759E-5	0.001185050252859506	0.0441512	0.0416281	0.0462381	533206.8094713077	657.3434430582993	0.04406415955183924	0.22368503851640514	8.843114316596261E-5	0.0023413387247965237	0.223692	0.219323	0.228411	500000.0	701.0	0.22367277904340951	0.4209104864479316	1.1116159990836706E-4	0.0028108516669998274	0.420877	0.415656	0.426201	548178.1795037964	639.3906454234788	0.4209011041676055	0.3113243637660486	1.036187675891004E-4	0.0027011726006119694	0.311339	0.30605	0.316478	515774.89097435185	679.560029255921	0.31131264512311635	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-46725.38202567754	0.9967370417041845	21.798877003381413	-46724.0	-46768.1	-46682.3	732792.4356533248	478.3073390864221	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-188.45511126961475	0.26835080970258673	7.104964609672012	-188.164	-203.23	-175.877	500000.0	701.0	NaN	
113	sims/sim_113/delphy-digested.log	738.7788873038517	0.051132259203990005	1.0195853343567989	738.0	738.0	741.0	881517.2718040288	397.60990647715875	738.7781846633969	-40329.701711840244	1.004380299159326	26.35056044038648	-40328.8	-40375.2	-40277.9	509219.0939916538	688.3088323584049	NaN	5339.235905848782	0.2746220401325122	7.0638625641912975	5339.38	5325.49	5353.13	529754.0905048774	661.6277368730822	5339.231232490536	-45668.938801711876	0.8481274810543223	21.822349821997086	-45668.1	-45708.9	-45628.5	529428.4390816274	662.0347040819993	NaN	2.7761242653352363	0.0058260205493334966	0.15425207721234335	2.77808	2.47671	3.05753	500000.0	701.0	2.7718360485441798	2023.2184450784596	0.005826755786344335	0.15427154019155415	2023.22	2022.94	2023.52	500000.0	701.0	2023.2184391968053	25.103045791726103	0.022990350716230797	0.6087018272231592	25.1235	23.9177	26.2312	500000.00000000006	700.9999999999999	25.09565667183277	62.68260684736091	0.5232575749887524	13.85397926005228	60.7149	38.7594	91.8469	500000.0	701.0	61.273276173902005	0.30727936091298136	1.0281426210773967E-4	0.002722152001162598	0.307256	0.301709	0.312284	500000.0	701.0	0.3072673114919458	0.4191642881597718	1.0941375425492697E-4	0.0028814652254920297	0.419163	0.413908	0.424762	505364.9256308691	693.5582234213337	0.4191543896171297	0.03394560085592012	3.9030539180649487E-5	9.86358393614747E-4	0.0339249	0.0319225	0.0357866	548817.1000083464	638.6462812377194	0.03393128433475578	0.23961076604850198	1.0193965166633303E-4	0.0024625058545595787	0.239548	0.234477	0.244104	600647.6322146092	583.5368046115391	0.2395981130337509	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-45668.938801711876	0.8481274810543223	21.822349821997086	-45668.1	-45708.9	-45628.5	529428.4390816274	662.0347040819993	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-184.89337517831683	0.2716667530789206	6.994220450238715	-184.716	-198.698	-171.141	528788.952509735	662.8353303079782	NaN	
114	sims/sim_114/delphy-digested.log	840.5506419400856	0.08022688469126789	1.6770040754967617	840.0	839.0	844.0	802157.4898130734	436.94661516116605	840.5489721670525	-34233.182453637666	1.669084870941247	35.420051517675276	-34230.0	-34298.3	-34164.8	778299.0250262277	450.34104981461155	NaN	5337.527104136949	0.2920051987218186	7.73124778387297	5337.63	5321.75	5350.91	500000.0	701.0	5337.521503541893	-39570.70898716121	1.5232362019162031	31.656527579202407	-39567.6	-39626.7	-39511.9	811513.9269500165	431.9087921476772	NaN	4.442905249643367	0.008856788232732636	0.23039602951711374	4.4411	3.99452	4.87397	517953.2504055377	676.7019991197503	4.436950290657881	2021.551340941515	0.008854829471026495	0.2305724700605374	2021.55	2021.12	2022.0	516932.1256447967	678.038726192153	2021.5513277920745	27.49862011412267	0.02951215347863191	0.6529558211509989	27.4934	26.2503	28.7745	716015.1769216744	489.51476350946336	27.490877900428725	0.8887919671897285	0.002425648038308133	0.0642224388545731	0.885908	0.773204	1.01737	500000.00000000006	700.9999999999999	0.886500073194506	0.6680594564907278	1.0150304328886393E-4	0.0025337536643299085	0.668013	0.662442	0.672556	562493.3207864419	623.118510118402	0.6680546503684688	0.05307039015691868	4.770307345747565E-5	0.0012341657630918895	0.0529906	0.0509252	0.0556747	523641.1348568502	669.3515399545865	0.05305603995032269	0.22705509700427945	9.195484766443937E-5	0.0022832458736564924	0.22694	0.222639	0.231535	568501.8966374272	616.5326836605755	0.22704362757951554	0.05181503865905853	4.727367588636388E-5	0.001229211153487529	0.0517714	0.0495615	0.0540158	518410.4942007641	676.1051404647344	0.051800435626262034	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-39570.70898716121	1.5232362019162031	31.656527579202407	-39567.6	-39626.7	-39511.9	811513.9269500165	431.9087921476772	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-193.55429671897275	0.2919341151774272	7.729365746986963	-193.494	-209.339	-180.181	500000.0	701.0	NaN	
115	sims/sim_115/delphy-digested.log	746.2596291012838	0.0224989032147105	0.5956900643066025	746.0	746.0	748.0	500000.0	701.0	746.2593916731753	-37842.93637660482	1.0118941202980218	24.162485608344767	-37842.8	-37895.5	-37799.1	614716.6131677584	570.181434000625	NaN	5336.150827389446	0.3240160104131514	7.340863655899174	5336.06	5322.21	5350.97	682852.09640975	513.2883121291321	5336.145777738499	-43179.08530670471	0.7760799700497506	18.408575743286097	-43178.8	-43214.0	-43141.2	622960.6203951926	562.6358850382074	NaN	2.0183792867332384	0.004151903923685301	0.0969091053980776	2.01644	1.83878	2.19178	643359.0935626369	544.7968381997784	2.0160576036645033	2023.976233951498	0.004148527699894271	0.09692612700534617	2023.98	2023.8	2024.15	642087.6485465288	545.8756305208713	2023.9762316306544	23.84503580599144	0.025450299945947073	0.561837165315827	23.8216	22.8186	25.0492	719205.3412202833	487.34343296909185	23.838415706890018	6.0698476462196815	0.016736859731549078	0.44313186981434977	6.05807	5.24693	6.91824	500000.0	701.0	6.053709890893447	0.11759524964336647	7.598346590008562E-5	0.0018563862042764898	0.117651	0.113965	0.121012	587204.7455932338	596.8957210076721	0.11758058792972832	0.5000840485021398	1.2445080743262872E-4	0.002911943955183277	0.500026	0.494112	0.505312	640202.6027898522	547.4829350468173	0.500075567587372	0.3477413609129812	1.373761675725187E-4	0.0027493914621382876	0.347769	0.342056	0.352586	875059.6450506788	400.5441251718343	0.3477304882619747	0.03457936276747502	3.868702943235895E-5	0.001024293443626635	0.0345316	0.0325942	0.0364352	500000.0	701.0	0.03456419728848619	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-43179.08530670471	0.7760799700497506	18.408575743286097	-43178.8	-43214.0	-43141.2	622960.6203951926	562.6358850382074	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-193.20622539229677	0.3242205431607115	7.3447593888303295	-193.351	-207.111	-178.323	682989.3539793968	513.1851586819511	NaN	
116	sims/sim_116/delphy-digested.log	857.9115549215406	0.06268209638265547	1.1194789426180238	858.0	857.0	860.0	1098862.088616807	318.9663230999187	857.9108254108792	-40176.3544935806	1.3342897016161155	29.72735206467745	-40175.0	-40237.8	-40120.9	706115.65018564	496.3776116672283	NaN	5338.742353780314	0.26395449056013653	6.988565885334881	5338.86	5323.77	5351.55	500000.0	701.0	5338.737779720312	-45515.09686162622	1.1926407824944911	25.258914766527955	-45513.4	-45566.2	-45467.3	781408.190952568	448.5491757806204	NaN	3.697750741797436	0.006984577915482193	0.18492651077892097	3.70411	3.3726	4.07945	500000.0	701.0	3.693103069114601	2022.2967189728924	0.006985859601150576	0.18496044872867895	2022.29	2021.92	2022.62	499999.99999999994	701.0000000000001	2022.2967105146429	27.621212410841633	0.02647497070719443	0.6632953616452539	27.6005	26.271	28.9342	558399.5738266942	627.6867254715738	27.613249733954333	5.181213651925819	0.015770352763034005	0.39775202912686053	5.17422	4.47232	5.97569	550992.9355709343	636.1243082668833	5.166049303342741	0.17046286875891603	7.802715670083173E-5	0.0020658785698004743	0.170485	0.166585	0.174568	500000.0	701.0	0.1704503516277905	0.33484407988587744	1.1162724880474354E-4	0.002548690492403089	0.334943	0.330355	0.340153	672348.231446422	521.3072387295043	0.33483437280994016	0.4719040570613411	1.0910356134121109E-4	0.002724711695855772	0.471902	0.466572	0.476927	561985.0523256296	623.6820686769986	0.4718961893751847	0.022788976462196846	3.306791220033933E-5	8.755194223544051E-4	0.0227815	0.021188	0.0245483	500000.0	701.0	0.022772192601146095	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-45515.09686162622	1.1926407824944911	25.258914766527955	-45513.4	-45566.2	-45467.3	781408.190952568	448.5491757806204	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-190.8462139800285	0.26403483762042035	6.990693186626006	-190.79	-205.653	-177.815	500000.0	701.0	NaN	
117	sims/sim_117/delphy-digested.log	720.676176890157	0.052181720535170575	1.0812183082013571	720.0	720.0	723.0	816390.6636378667	429.3287706625149	720.6753672779126	-41092.150499286734	1.0540396928268625	27.907181360096214	-41090.5	-41142.1	-41039.0	499999.99999999994	701.0000000000001	NaN	5342.22265335236	0.27530555438743204	7.204959619715525	5342.33	5328.19	5355.52	511746.4835177795	684.9094449865871	5342.217794412184	-46434.36890156921	0.951057002995072	23.285126013976946	-46432.7	-46480.3	-46394.9	584714.5927155166	599.4377502572953	NaN	3.2092938944365157	0.0067599169633980796	0.1789782965160197	3.20274	2.86027	3.56712	500000.0	701.0	3.2043026121680316	2022.7852496433686	0.006760606875821005	0.17899656270307485	2022.79	2022.43	2023.13	500000.0	701.0	2022.7852417236534	24.713523537803137	0.022338835913796682	0.5914520577176899	24.7164	23.5911	25.8042	500000.00000000006	700.9999999999999	24.706450988283827	7.398139315263909	0.028679703272692206	0.7593354273616995	7.30919	6.1239	8.99463	499999.99999999994	701.0000000000001	7.360095120333454	0.04566143238231097	4.7595349643994124E-5	0.0012601537337650127	0.0456368	0.0432493	0.0481822	500000.0	701.0	0.04564400042879329	0.4215588031383734	1.1036718676259626E-4	0.00292212629015592	0.421539	0.41551	0.426548	500000.0	701.0	0.421548678863939	0.23474427104136936	9.681681360728189E-5	0.002391554939935377	0.234871	0.230177	0.239049	574419.0950867538	610.1816652649132	0.2347320630228916	0.2980354964336661	1.0233310537091494E-4	0.002709412700725383	0.298041	0.292874	0.30309	500000.0	701.0	0.29802318713301607	0.0010000000000000007	1.0356191938126475E-10	1.1641532182693481E-10	0.001	0.001	0.001	2.761933875481095E8	1.2690383470493016	9.99999999999938E-4	-46434.36890156921	0.951057002995072	23.285126013976946	-46432.7	-46480.3	-46394.9	584714.5927155166	599.4377502572953	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	-186.8249572039943	0.27492294031345876	7.205643091585702	-186.739	-200.878	-173.65	510228.2357474342	686.9474784878419	NaN	
