# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/ebola_dudas_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/ebola_dudas_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/ebola_dudas_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
900000000	2785	-75163.2	-9244.78	-65918.4	1.8628	2013.95	141.743	0	12.4882	-0.190982	-0.232783	-0.206992	-0.167053	0.236062	0.509138	0.957401	1.62553	1.29054	1.68256	2.37548	2.51051	3.02941	2.6962	1.52624	1.40058	0.431863	-0.94236	-0.911521	-0.604714	-0.859719	-0.947758	-1.18009	-0.937907	-1.01679	2	10.311	0.308397	0.222313	0.203913	0.265376	0.00107673	0.00107673	-65918.4	0.0	-3993.36	
902000000	2787	-75020.5	-9158.1	-65862.4	1.85869	2013.95	137.363	0	12.4882	-0.943411	-0.651231	-0.649069	-0.185191	0.294981	0.590846	0.866593	1.56663	1.40478	1.437	2.15651	2.39238	2.87212	2.63058	1.50616	1.47649	0.389793	-0.707002	-0.918204	-0.544834	-1.33445	-1.4444	-1.9217	-2.24441	-2.33036	2	9.7736	0.313826	0.224577	0.197551	0.264046	0.00109493	0.00109493	-65862.4	0.0	-3906.77	
904000000	2787	-75035.9	-9157.86	-65878	1.77886	2014.03	138.291	0	12.4882	-1.04646	-0.561655	-0.0568584	0.27546	0.213823	0.679985	0.816911	1.37807	1.20033	1.52333	2.21173	2.4626	3.05678	2.741	1.49775	0.916738	0.338558	-0.481414	-0.686047	-0.963154	-1.1643	-1.37778	-1.33817	-0.840895	-0.528551	2	10.483	0.318097	0.219436	0.198939	0.263528	0.00107309	0.00107309	-65878	0.0	-3906.4	
906000000	2788	-75015.2	-9157.28	-65857.9	1.75126	2014.06	136.743	0	12.4882	-0.0969382	-0.145522	-0.01576	0.127471	0.157628	0.778745	0.883143	1.23753	1.06552	1.45042	2.32555	2.42187	2.87784	2.50554	1.42228	1.23143	0.310418	-0.732776	-0.922704	-0.672184	-1.30108	-1.32042	-1.03638	-0.88822	-0.459759	2	9.92352	0.314433	0.220187	0.199998	0.265381	0.00111125	0.00111125	-65857.9	0.0	-3905.92	
908000000	2788	-74772.1	-9023.09	-65749	1.77413	2014.04	131.334	0	12.4882	-0.959548	-0.873552	-0.67203	-0.22866	0.14451	0.0515156	0.68091	1.20802	0.991937	1.57427	2.26373	2.48313	2.79332	2.35022	1.47216	1.21006	0.0903959	-0.37719	-0.667975	-0.900568	-0.291414	-0.491628	-0.530325	-0.675363	-0.840968	2	10.3989	0.31168	0.223045	0.197503	0.267772	0.00113247	0.00113247	-65749	0.0	-3771.64	
910000000	2784	-74987	-9168.53	-65818.5	1.80211	2014.01	137.098	0	12.4882	-0.638282	-0.234325	-0.111542	0.156998	0.246266	0.334214	1.03372	1.38622	1.18096	1.65306	2.4742	2.54349	2.54454	2.47909	1.59993	1.32411	0.154832	-0.612132	-0.918263	-1.31602	-1.5222	-2.01039	-2.20954	-2.61978	-3.02391	2	10.1379	0.309504	0.224079	0.201689	0.264727	0.00106344	0.00106344	-65818.5	0.0	-3917.13	
912000000	2786	-74904.8	-9106.32	-65798.5	1.76212	2014.05	134.942	0	12.4882	0.0531238	0.0920714	0.20728	0.327163	0.142543	0.245922	0.705071	1.50002	1.16002	1.68601	2.40142	2.50733	2.64741	2.6027	1.59694	1.3385	-0.109951	-0.693687	-1.24207	-1.22232	-1.86594	-2.31435	-2.39897	-2.56447	-2.73042	2	9.98584	0.310649	0.225446	0.20131	0.262595	0.00107909	0.00107909	-65798.5	0.0	-3854.95	
914000000	2786	-74930.2	-9124.62	-65805.5	1.78116	2014.03	135.302	0	12.4882	0.208028	-0.294144	-0.0960627	0.342713	0.414184	0.368434	0.866793	1.18974	1.35205	1.50411	2.37659	2.68025	2.6574	2.56395	1.55818	1.24975	-0.000328844	-0.504688	-0.648413	-1.10108	-2.02113	-2.68486	-2.932	-2.72047	-2.05151	2	10.2008	0.302692	0.224226	0.201964	0.271118	0.00108864	0.00108864	-65805.5	0.0	-3873.21	
916000000	2788	-74874.6	-9070.28	-65804.3	1.76488	2014.04	133.964	0	12.4882	-0.662772	0.0384825	-0.167996	0.0222489	0.00814065	0.182359	0.597646	1.16024	1.09596	1.64417	2.43566	2.34342	2.89549	2.53532	1.50327	1.24506	0.13539	-0.584593	-0.80626	-0.908227	-1.1559	-1.621	-2.01607	-1.89808	-1.79024	2	10.0285	0.310216	0.219574	0.203157	0.267053	0.00113613	0.00113613	-65804.3	0.0	-3818.9	
918000000	2789	-74913.8	-9081.13	-65832.6	1.8145	2013.99	134.476	0	12.4882	-0.486171	-0.664386	0.124886	0.0484532	0.18478	0.131991	0.692455	1.21493	1.48043	1.41166	2.28216	2.37632	2.6679	2.88546	1.36884	1.15254	-0.0928111	-0.397832	-0.324848	-0.797592	-1.54668	-1.55568	-1.66242	-1.9194	-1.98367	2	9.07999	0.307074	0.22103	0.209248	0.262648	0.0011194	0.0011194	-65832.6	0.0	-3829.93	
920000000	2785	-75029.6	-9189.88	-65839.7	1.74349	2014.07	137.493	0	12.4882	-1.21673	-0.732293	-0.419015	-0.199725	0.544691	0.622996	0.487135	1.28143	1.16653	1.49405	2.4445	2.53105	2.68382	2.71944	1.50688	1.33842	0.324503	-0.310616	-0.356394	-0.83768	-0.968653	-1.57133	-1.96564	-2.06976	-2.0653	2	9.31003	0.307854	0.219319	0.201162	0.271665	0.00111699	0.00111699	-65839.7	0.0	-3938.64	
922000000	2784	-75020.1	-9173.96	-65846.2	1.79316	2014.02	138.621	0	12.4882	-0.248908	-0.609662	-0.0316854	0.00378724	0.447555	0.259151	0.86656	1.371	1.36804	1.53737	2.38405	2.53498	3.02628	2.79431	1.39218	1.37196	0.219806	-0.524724	-0.657943	-0.76439	-1.4654	-1.64195	-1.64461	-1.90524	-1.55033	2	10.1664	0.315081	0.222933	0.19878	0.263207	0.00105484	0.00105484	-65846.2	0.0	-3922.56	
924000000	2786	-74931.1	-9112.72	-65818.4	1.91179	2013.9	136.095	0	12.4882	-0.884341	-0.751146	-0.6957	0.0573752	-0.119817	0.514126	0.73717	1.28513	1.35611	1.3946	2.31431	2.42566	2.6627	2.51988	1.3824	1.4071	0.0963833	-0.219575	-0.613032	-0.182522	-1.10545	-1.22382	-1.32394	-0.889316	-1.1925	2	10.6471	0.309146	0.220195	0.205525	0.265135	0.00109	0.00109	-65818.4	0.0	-3861.23	
926000000	2788	-74866.8	-9075.24	-65791.5	1.77225	2014.04	133.277	0	12.4882	-0.852752	-0.344168	-0.294485	-0.00898669	0.216701	0.483712	1.07057	1.26316	1.29072	1.67687	2.40387	2.55511	2.44981	2.76252	1.39727	0.887106	0.328193	-0.560151	-0.770764	-0.779976	-0.937938	-1.10713	-0.879187	-0.353063	-0.492773	2	9.28026	0.314081	0.22415	0.200842	0.260927	0.00111055	0.00111055	-65791.5	0.0	-3824	
928000000	2783	-74879.6	-9118.91	-65760.7	1.76285	2014.05	135.155	0	12.4882	-0.734103	-0.361905	-0.0588974	0.0164593	0.377016	0.395558	0.513348	1.25831	1.28393	1.69414	2.23944	2.52074	2.68825	2.70591	1.48627	1.11341	0.0605559	-0.642223	-0.877548	-0.727964	-0.119397	-0.0279072	0.407765	0.620886	0.946216	2	9.84249	0.311571	0.222666	0.201955	0.263808	0.001131	0.001131	-65760.7	0.0	-3867.56	
930000000	2786	-74892.3	-9111.32	-65780.9	1.79964	2014.01	134.109	0	12.4882	-0.565564	-0.0957426	-0.167542	0.238795	0.0737262	0.610081	0.737185	1.3134	1.39352	1.58196	2.4942	2.42117	2.66072	2.5307	1.52096	1.2067	-0.00518676	-0.774691	-0.70147	-0.866609	-1.09665	-1.05312	-1.05413	-0.986606	-0.983325	2	9.51763	0.316716	0.221876	0.198135	0.263273	0.00108648	0.00108648	-65780.9	0.0	-3860.04	
932000000	2784	-74927.2	-9124.8	-65802.4	1.78935	2014.02	136.386	0	12.4882	-0.970259	-0.757252	-0.757184	-0.269125	0.241318	0.36458	0.947084	1.36245	1.23839	1.45134	2.20167	2.35345	3.13031	2.6762	1.4175	1.18342	0.289696	-0.721831	-0.819297	-0.685397	-0.888486	-1.11698	-1.06864	-0.62717	-0.397868	2	10.5197	0.312368	0.225124	0.200174	0.262334	0.00110807	0.00110807	-65802.4	0.0	-3873.33	
934000000	2785	-74856	-9093.29	-65762.7	1.7619	2014.05	133.903	0	12.4882	-0.745745	-0.736514	-0.801204	-0.0555185	0.432511	0.359421	0.575406	1.04093	1.36318	1.49662	2.61998	2.6887	2.63582	2.2654	1.41182	1.39018	0.442167	-0.668305	-0.819762	-0.955992	-0.91859	-1.41345	-1.49181	-1.33285	-1.18971	2	10.096	0.306703	0.224359	0.202546	0.266392	0.00108592	0.00108592	-65762.7	0.0	-3841.9	
936000000	2786	-74886.3	-9101.03	-65785.3	1.87109	2013.94	134.14	0	12.4882	-1.04033	-0.66908	-0.291408	-0.0136514	0.257872	0.257801	0.967541	1.29017	1.33118	1.43115	2.33734	2.59371	2.71731	2.35855	1.44146	1.06565	0.272127	-0.995055	-0.911393	-0.757224	-0.919177	-0.950934	-0.791438	-0.916016	-0.518167	2	10.212	0.303892	0.225687	0.205672	0.264749	0.00112146	0.00112146	-65785.3	0.0	-3849.62	
938000000	2785	-74988	-9159.14	-65828.9	1.90886	2013.9	137.122	0	12.4882	-0.576285	-0.418465	-0.095506	-0.00151514	0.216117	0.104922	0.838487	1.19039	1.15361	1.6357	2.31974	2.65057	2.94515	2.43983	1.61694	1.17469	0.156196	-0.574787	-0.242426	-0.406304	-0.437969	-0.738859	-0.778617	-0.331699	-0.558404	2	10.6986	0.313085	0.221026	0.203372	0.262518	0.00109731	0.00109731	-65828.9	0.0	-3907.64	
940000000	2785	-74793.3	-9058.4	-65734.9	1.82425	2013.99	132.586	0	12.4882	-0.512968	-0.408388	-0.218667	0.2814	0.240321	0.1123	0.794589	1.24192	1.44008	1.42472	2.42048	2.47344	2.59704	2.31609	1.507	1.04338	-0.0276121	-0.56317	-0.933042	-0.990792	-1.05558	-1.04103	-1.33301	-1.68647	-1.50205	2	10.4218	0.309116	0.220865	0.204563	0.265456	0.00113985	0.00113985	-65734.9	0.0	-3806.96	
942000000	2786	-74569.2	-8928.55	-65640.7	1.82183	2013.99	127.595	0	12.4882	-0.944756	-0.48558	-0.397184	-0.349328	0.16007	0.397691	0.54137	1.23182	0.718604	1.33631	2.30559	2.26668	2.48842	2.45725	1.25712	0.812623	-0.119315	-1.00788	-0.94204	-0.896752	-0.94569	-0.733297	-1.27999	-1.27507	-1.23583	2	9.98378	0.315699	0.222035	0.204038	0.258228	0.0011802	0.0011802	-65640.7	0.0	-3677.18	
944000000	2785	-74711.5	-9016.75	-65694.7	1.73215	2014.08	130.739	0	12.4882	-1.01477	-0.814802	-0.484711	0.026424	0.28412	0.790544	0.871418	1.41356	1.1569	1.41236	2.37744	2.61217	2.53667	2.54178	1.41278	1.07867	-0.067357	-0.599041	-1.0092	-1.2106	-1.53694	-1.25353	-1.02985	-0.803324	-0.41563	2	10.4054	0.313154	0.220294	0.196948	0.269604	0.00116694	0.00116694	-65694.7	0.0	-3765.3	
946000000	2785	-74840	-9084.11	-65755.9	1.7699	2014.04	133.704	0	12.4882	-0.366919	-0.676408	-0.511889	0.153221	0.225919	0.210749	0.904995	1.29556	1.39337	1.41911	2.32772	2.1367	2.93069	2.52612	1.55857	0.803814	0.0618831	-0.619658	-0.833	-0.987189	-1.27932	-1.7838	-2.08613	-1.91514	-2.13391	2	10.7574	0.311985	0.223249	0.198366	0.2664	0.00113874	0.00113874	-65755.9	0.0	-3832.6	
948000000	2784	-74843.9	-9093.84	-65750.1	1.83539	2013.98	134.057	0	12.4882	-0.779182	-0.591481	-0.29529	0.172973	0.201376	0.303622	0.846362	1.53531	1.43844	1.56946	2.39015	2.29411	2.95296	2.32619	1.4717	1.15313	0.151908	-0.802485	-0.766339	-0.937133	-1.38735	-1.66356	-1.95593	-1.9543	-2.02385	2	10.2269	0.308443	0.225022	0.20114	0.265395	0.00109274	0.00109274	-65750.1	0.0	-3842.43	
950000000	2784	-75016.5	-9181.81	-65834.7	1.80365	2014.01	138.098	0	12.4882	-0.297421	0.113628	-0.136249	0.147026	0.200473	0.157299	0.731399	1.20716	1.27061	1.40772	2.34776	2.40705	2.84019	2.71057	1.63652	1.10848	0.0804272	-1.02295	-1.09774	-1.21557	-1.45226	-2.05416	-2.23239	-1.66992	-1.33729	2	9.43733	0.311066	0.223176	0.199691	0.266066	0.0010526	0.0010526	-65834.7	0.0	-3930.54	
952000000	2787	-74854.4	-9078.34	-65776	1.71882	2014.09	133.39	0	12.4882	0.172701	-0.0202984	-0.245176	-0.106721	0.0556658	0.229069	0.909135	0.951001	1.0858	1.73757	2.31523	2.62081	2.96149	2.48052	1.77419	0.814011	0.0987112	-0.924057	-0.779573	-0.909507	-1.07866	-1.20613	-1.27163	-1.22897	-1.33294	2	9.95173	0.30972	0.22551	0.202136	0.262634	0.00111634	0.00111634	-65776	0.0	-3826.98	
954000000	2784	-74791.8	-9061.23	-65730.6	1.83018	2013.98	132.967	0	12.4882	-1.08717	-0.682527	-0.470524	0.21705	0.397127	0.18116	0.809955	1.03907	1.25817	1.60898	2.24287	2.31817	2.61506	2.63925	1.45967	0.831277	0.272194	-1.03964	-0.785647	-0.750544	-0.852947	-0.584357	-0.170366	-0.396301	-0.249393	2	10.8913	0.30971	0.224165	0.199503	0.266622	0.00116323	0.00116323	-65730.6	0.0	-3809.69	
956000000	2784	-74657	-8982.16	-65674.9	1.80159	2014.01	130.411	0	12.4882	-0.672001	-0.384724	-0.161959	0.150541	0.302899	0.234383	0.985625	1.14017	1.11104	1.53151	2.31216	2.46378	2.69896	2.58545	1.32483	0.845364	0.13583	-1.05353	-1.06062	-1.24207	-1.86946	-2.4834	-2.18283	-2.46849	-2.3356	2	10.4443	0.30958	0.219789	0.20122	0.269411	0.00116632	0.00116632	-65674.9	0.0	-3730.71	
958000000	2783	-74772.5	-9046.84	-65725.7	1.79872	2014.01	133.291	0	12.4882	-0.97899	-0.724199	-0.566852	-0.0381601	0.254099	0.264279	0.527566	1.24778	1.19951	1.53355	2.34256	2.51483	2.63648	2.72758	1.34811	0.85664	0.116148	-0.735631	-0.871843	-0.734462	-1.09045	-1.25346	-1.184	-1.02556	-0.898498	2	10.3547	0.304962	0.21945	0.200932	0.274656	0.00111611	0.00111611	-65725.7	0.0	-3795.4	
960000000	2783	-74942.4	-9134.54	-65807.9	1.98823	2013.82	137.348	0	12.4882	-0.484252	-0.583642	-0.240617	0.0834656	0.462887	0.417693	0.959419	1.32941	1.30486	1.53775	2.29463	2.34306	2.76913	2.63561	1.49853	1.07102	0.244803	-0.761129	-0.475269	-0.865693	-1.15855	-1.10603	-1.06752	-1.00807	-1.15208	2	9.35921	0.310659	0.218176	0.204042	0.267123	0.00107321	0.00107321	-65807.9	0.0	-3883.28	
962000000	2783	-74913.2	-9126.93	-65786.3	1.89851	2013.91	136.09	0	12.4882	-1.58384	-1.09964	-0.551824	0.0117582	0.0292152	0.0808031	0.678607	1.29162	1.07411	1.58487	2.5916	2.48831	2.65858	2.70812	1.52752	1.20043	0.4266	-0.848548	-0.881741	-0.802339	-1.39774	-1.33364	-1.85002	-1.73459	-1.84489	2	10.336	0.318069	0.225266	0.197479	0.259185	0.00109777	0.00109777	-65786.3	0.0	-3875.5	
964000000	2783	-75022.2	-9173.05	-65849.2	1.82309	2013.99	139.345	0	12.4882	-0.912672	-0.568671	-0.138376	-0.0338254	0.0851811	0.476568	0.844853	1.74484	1.28552	1.72319	2.27203	2.55021	2.88448	2.87466	1.44901	1.14505	-0.00977352	-1.03964	-0.875421	-1.13211	-1.65556	-1.49986	-1.50266	-1.48728	-1.33978	2	10.6561	0.31115	0.216834	0.201846	0.27017	0.0010814	0.0010814	-65849.2	0.0	-3921.56	
966000000	2784	-74924.5	-9127.27	-65797.2	1.80986	2014	136.18	0	12.4882	-0.948841	-0.424267	-0.355722	0.217133	0.262398	0.31936	0.540347	1.16639	1.30429	1.74735	2.28526	2.36512	2.78704	2.73584	1.48368	1.0726	0.186634	-0.764007	-0.545807	-1.00044	-1.61385	-1.62767	-1.78568	-2.05348	-2.25506	2	10.243	0.3135	0.218809	0.206554	0.261137	0.00109788	0.00109788	-65797.2	0.0	-3875.85	
968000000	2783	-74816.3	-9091.84	-65724.4	1.72272	2014.09	133.349	0	12.4882	-1.11925	-1.01041	-0.222795	0.251553	0.202976	0.278807	0.645969	1.09913	1.27764	1.50333	2.36808	2.5456	2.80161	2.55152	1.48342	0.862018	-0.21866	-0.91799	-1.29716	-1.41637	-1.66827	-1.29913	-0.937168	-0.655716	-0.80177	2	9.88004	0.316192	0.217376	0.198766	0.267667	0.00112614	0.00112614	-65724.4	0.0	-3840.49	
970000000	2784	-74940.8	-9147.31	-65793.5	1.73611	2014.07	136.129	0	12.4882	0.0968368	0.0435062	0.325584	0.161813	0.301331	0.244797	1.19843	1.07772	1.39657	1.67576	2.33174	2.59522	2.813	2.50653	1.54448	1.05295	-0.128086	-0.71909	-0.805927	-1.077	-1.49749	-1.64591	-1.53912	-1.52027	-0.957099	2	10.0212	0.312425	0.216249	0.201559	0.269766	0.00111087	0.00111087	-65793.5	0.0	-3895.93	
972000000	2782	-74825.2	-9088.78	-65736.4	1.82129	2013.99	134.645	0	12.4882	-0.435398	-0.615705	-0.254333	0.155974	0.307893	0.210032	0.535658	1.34509	1.07187	1.54457	2.44841	2.45365	2.6787	2.61154	1.39579	0.93076	0.0205639	-0.563771	-0.637735	-0.943578	-0.574165	-0.922697	-1.34412	-1.53703	-1.6125	2	10.8596	0.307297	0.221682	0.203175	0.267846	0.00110139	0.00110139	-65736.4	0.0	-3837.25	
974000000	2784	-74894.4	-9106.88	-65787.5	1.83092	2013.98	135.73	0	12.4882	-1.56876	-0.926401	-0.520715	-0.163223	0.403957	0.411742	1.03428	1.42635	1.06122	1.47487	2.45078	2.72677	2.50424	2.66453	1.47079	1.02838	0.120044	-0.726679	-1.04946	-0.852386	-1.20493	-1.55319	-1.46385	-1.12039	-1.20991	2	10.3853	0.314499	0.21943	0.203497	0.262573	0.00110934	0.00110934	-65787.5	0.0	-3855.44	
976000000	2785	-74804.4	-9065.94	-65738.5	1.82225	2013.99	132.893	0	12.4882	-0.360691	-0.0156178	0.0809059	0.483932	0.30851	0.110911	0.756822	1.37911	1.0364	1.66949	2.27003	2.26669	2.75232	2.42042	1.44318	0.845494	-0.059488	-0.995403	-0.35707	-0.483015	-0.900795	-1.26583	-1.50877	-1.88693	-1.45276	2	10.249	0.306857	0.219965	0.203848	0.26933	0.00113782	0.00113782	-65738.5	0.0	-3814.52	
978000000	2783	-74874	-9106.76	-65767.3	1.77833	2014.03	135.443	0	12.4882	-0.566345	-0.702844	-0.388106	-0.16511	0.269128	0.377459	0.784808	1.59148	1.34667	1.65513	2.2881	2.59774	2.72399	2.58009	1.47809	1.05561	-0.10058	-0.807257	-0.964172	-0.976143	-1.5333	-2.27279	-2.05701	-1.70087	-1.3218	2	9.90813	0.309523	0.225104	0.202234	0.263139	0.00111058	0.00111058	-65767.3	0.0	-3855.4	
980000000	2784	-74636.6	-8969.93	-65666.7	1.80538	2014.01	129.925	0	12.4882	-1.08387	-1.04663	-0.31969	-0.18328	-0.0961634	0.392277	0.858742	1.2322	1.24168	1.48358	2.35173	2.48196	2.78783	2.47009	1.40477	1.02549	-0.110938	-0.6651	-0.56906	-1.08667	-1.30857	-1.96748	-1.76536	-1.91499	-1.78043	2	9.70782	0.306471	0.22396	0.203153	0.266416	0.0011238	0.0011238	-65666.7	0.0	-3718.61	
982000000	2783	-74708.1	-9021.71	-65686.4	1.83342	2013.98	131.609	0	12.4882	-1.47999	-1.10077	-0.757361	-0.33234	0.365704	0.371244	0.543487	1.54912	1.155	1.48037	2.26331	2.49982	2.65771	2.47229	1.4502	1.28971	-0.170631	-0.480002	-0.698056	-0.780057	-0.965612	-1.40513	-1.60679	-1.47742	-1.64947	2	10.0054	0.313668	0.22253	0.198375	0.265427	0.001121	0.001121	-65686.4	0.0	-3770.33	
984000000	2784	-74695.6	-9016.09	-65679.5	1.73314	2014.08	130.707	0	12.4882	-0.832267	-0.526837	-0.217914	0.107267	0.364867	0.404454	1.05143	1.23572	1.07016	1.39684	2.29162	2.39453	2.72399	2.20234	1.71359	0.883059	-0.18393	-0.940302	-0.419804	-0.924076	-1.20288	-1.64441	-1.28128	-0.674976	-0.511242	2	10.0826	0.309076	0.223688	0.199396	0.267839	0.00110692	0.00110692	-65679.5	0.0	-3764.7	
986000000	2783	-74943.3	-9157.3	-65786	1.76723	2014.04	136.327	0	12.4882	-0.332164	-0.350604	0.17582	0.120121	0.118093	0.409577	0.78333	1.50513	1.23634	1.8006	2.29253	2.27919	2.55694	2.43374	1.82097	1.10719	0.10362	-1.0751	-0.538281	-0.961893	-0.541607	-0.709362	-0.398994	-0.34136	-0.260399	2	9.92825	0.308492	0.224438	0.199466	0.267603	0.0010681	0.0010681	-65786	0.0	-3905.94	
988000000	2783	-74804.8	-9060.64	-65744.2	1.71385	2014.1	134.142	0	12.4882	-0.597466	-0.399344	0.245599	0.196384	0.0795657	0.116561	0.666037	1.27598	1.3151	1.40604	2.20303	2.39691	2.80762	2.69245	1.51841	1.09724	-0.0702633	-1.07048	-0.905397	-0.894034	-1.17576	-0.595302	-0.861857	-1.37438	-1.34902	2	10.4225	0.315974	0.223	0.197803	0.263223	0.00107624	0.00107624	-65744.2	0.0	-3809.19	
990000000	2782	-74927.9	-9142.35	-65785.5	1.74616	2014.06	137.094	0	12.4882	-0.593613	-0.352184	-0.117433	0.034372	0.209323	0.553276	0.721517	1.37121	1.18728	1.50939	2.29556	2.47245	2.48254	2.9083	1.3444	0.891849	0.360226	-0.854653	-0.69049	-1.33169	-1.40592	-1.14667	-1.14364	-1.16946	-1.32273	2	10.5255	0.310055	0.220544	0.204732	0.26467	0.00107787	0.00107787	-65785.5	0.0	-3890.89	
992000000	2784	-75027.6	-9195.2	-65832.4	1.75041	2014.06	137.844	0	12.4882	-0.245964	-0.438948	-0.0651656	-0.0507983	0.525292	0.358802	0.910207	1.48019	1.25666	1.67107	2.29795	2.39777	2.7536	2.58108	1.60558	1.15386	0.352048	-0.847744	-0.698	-0.918504	-1.04902	-1.56772	-1.70083	-1.0861	-0.757439	2	9.45967	0.308823	0.226114	0.204336	0.260726	0.00107478	0.00107478	-65832.4	0.0	-3943.93	
994000000	2783	-74897.1	-9134.88	-65762.2	1.82351	2013.99	135.189	0	12.4882	-1.08518	-0.910036	-0.530372	-0.428974	0.255963	0.289495	1.08624	1.36531	1.38294	1.41689	2.41198	2.51751	2.70019	2.51503	1.6814	1.32736	0.177625	-1.02242	-0.559954	-0.514661	-0.760566	-0.72885	-0.46721	-0.725001	-0.735836	2	10.5405	0.310886	0.219496	0.199169	0.270449	0.0011164	0.0011164	-65762.2	0.0	-3883.41	
996000000	2784	-74933.7	-9140.12	-65793.5	1.81089	2014	136.097	0	12.4882	-0.196849	-0.0894217	0.0980234	0.0675486	0.221787	0.449973	1.07588	1.37176	1.1512	1.74027	2.3404	2.70705	2.84525	2.55886	1.45085	1.0997	0.0265857	-0.532948	-0.571136	-1.18874	-0.990459	-1.0213	-1.3858	-1.29857	-0.943539	2	9.98399	0.312082	0.219699	0.201235	0.266984	0.00111235	0.00111235	-65793.5	0.0	-3888.75	
998000000	2786	-74945.7	-9129.65	-65816	1.79609	2014.01	135.86	0	12.4882	-0.387953	-0.393917	0.132598	0.0998889	0.108507	0.0487212	0.668296	1.19563	1.36821	1.66739	2.34759	2.64237	2.82487	2.66969	1.48585	1.02686	0.201129	-0.721023	-0.82134	-0.592101	-0.596119	-0.777748	-0.307818	-0.469975	-0.291391	2	9.91923	0.308392	0.224396	0.204018	0.263194	0.0010993	0.0010993	-65816	0.0	-3878.29	
1000000000	2788	-74751.5	-9006.03	-65745.5	1.82175	2013.99	131.151	0	12.4882	-0.0430419	-0.393888	-0.0159501	0.128085	0.058429	0.350029	0.698947	1.007	1.25248	1.50479	2.29398	2.38434	2.74623	2.67697	1.59535	1.03308	0.0259738	-0.859573	-0.915907	-0.566382	-0.333998	-0.633697	-0.674724	-0.337096	-0.0297246	2	9.58664	0.313598	0.217236	0.204766	0.2644	0.00117047	0.00117047	-65745.5	0.0	-3754.73	
1002000000	2785	-74945.9	-9141.02	-65804.9	1.76536	2014.04	136.065	0	12.4882	-0.2793	-0.42082	-0.0234356	-0.108693	0.147597	0.531523	0.760693	1.35046	1.04111	1.40878	2.44848	2.35826	2.87265	2.36638	1.73585	1.04659	0.205396	-0.307175	-0.844943	-0.690985	-0.936613	-1.37777	-1.27738	-1.59315	-1.36293	2	11.0777	0.314432	0.221513	0.203026	0.261029	0.00108998	0.00108998	-65804.9	0.0	-3889.46	
1004000000	2787	-74808.8	-9047.68	-65761.1	1.79131	2014.02	132.708	0	12.4882	-0.181617	-0.135739	0.133464	0.139859	0.562565	0.630754	0.88917	1.232	1.02374	1.39543	2.20492	2.43543	2.87243	2.50065	1.33618	1.0191	0.101389	-0.823292	-0.946195	-0.983072	-1.2482	-1.26793	-1.29728	-1.22755	-0.96713	2	10.0383	0.312877	0.221867	0.202837	0.262418	0.00109555	0.00109555	-65761.1	0.0	-3796.3	
1006000000	2785	-74861.1	-9092.81	-65768.3	1.73505	2014.07	134.315	0	12.4882	-0.546458	-0.0491953	-0.399963	-0.0159093	0.148142	0.311452	0.699501	1.40399	1.30483	1.62179	2.30319	2.50983	2.92194	2.4228	1.50678	0.66399	0.310882	-0.706208	-0.727781	-0.939262	-1.37655	-1.01091	-1.08596	-1.00496	-1.06869	2	10.1511	0.316749	0.216891	0.20218	0.264181	0.00112119	0.00112119	-65768.3	0.0	-3841.41	
